step,penalty_inverse_rotation_0
0,-2.0
1,0.0
2,-2.260561268485617e-05
3,0.0
4,0.0
5,-2.260561268485617e-05
6,0.0
7,0.0
8,-3.390841811778955e-05
9,0.0
10,-2.260561268485617e-05
11,0.0
12,0.0
13,-2.260561268485617e-05
14,0.0
15,0.0
16,-2.260561268485617e-05
17,0.0
18,0.0
19,-3.390841811778955e-05
20,0.0
21,-2.260561268485617e-05
22,0.0
23,0.0
24,-2.260561268485617e-05
25,0.0
26,0.0
27,-2.260561268485617e-05
28,0.0
29,0.0
30,-3.390841811778955e-05
31,0.0
32,-2.260561268485617e-05
33,0.0
34,0.0
35,-2.260561268485617e-05
36,0.0
37,0.0
38,-2.260561268485617e-05
39,0.0
40,0.0
41,-3.390841811778955e-05
42,0.0
43,-2.260561268485617e-05
44,0.0
45,0.0
46,-2.260561268485617e-05
47,0.0
48,0.0
49,-2.260561268485617e-05
50,0.0
51,0.0
52,-3.390841811778955e-05
53,0.0
54,-2.260561268485617e-05
55,0.0
56,0.0
57,-2.260561268485617e-05
58,0.0
59,0.0
60,-2.260561268485617e-05
61,0.0
62,0.0
63,-3.390841811778955e-05
64,0.0
65,-2.260561268485617e-05
66,0.0
67,0.0
68,-2.260561268485617e-05
69,0.0
70,0.0
71,-2.260561268485617e-05
72,0.0
73,0.0
74,-3.390841811778955e-05
75,0.0
76,-2.260561268485617e-05
77,0.0
78,0.0
79,-2.260561268485617e-05
80,0.0
81,0.0
82,-2.260561268485617e-05
83,0.0
84,0.0
85,-3.390841811778955e-05
86,0.0
87,-2.260561268485617e-05
88,0.0
89,0.0
90,-2.260561268485617e-05
91,0.0
92,0.0
93,-2.260561268485617e-05
94,0.0
95,0.0
96,-3.390841811778955e-05
97,0.0
98,-2.260561268485617e-05
99,0.0
100,0.0
101,-2.260561268485617e-05
102,0.0
103,0.0
104,-2.260561268485617e-05
105,0.0
106,0.0
107,-3.390841811778955e-05
108,0.0
109,-2.260561268485617e-05
110,0.0
111,0.0
112,-2.260561268485617e-05
113,0.0
114,0.0
115,-2.260561268485617e-05
116,0.0
117,0.0
118,-3.390841811778955e-05
119,0.0
120,-2.260561268485617e-05
121,0.0
122,0.0
123,-2.260561268485617e-05
124,0.0
125,0.0
126,-2.260561268485617e-05
127,0.0
128,0.0
129,-3.390841811778955e-05
130,0.0
131,-2.260561268485617e-05
132,0.0
133,0.0
134,-2.260561268485617e-05
135,0.0
136,0.0
137,-2.260561268485617e-05
138,0.0
139,0.0
140,-3.390841811778955e-05
141,0.0
142,-2.260561268485617e-05
143,0.0
144,0.0
145,-2.260561268485617e-05
146,0.0
147,0.0
148,-2.260561268485617e-05
149,0.0
150,0.0
151,-3.390841811778955e-05
152,0.0
153,-2.260561268485617e-05
154,0.0
155,0.0
156,-2.260561268485617e-05
157,0.0
158,0.0
159,-2.260561268485617e-05
160,0.0
161,0.0
162,-3.390841811778955e-05
163,0.0
164,-2.260561268485617e-05
165,0.0
166,0.0
167,-2.260561268485617e-05
168,0.0
169,0.0
170,-2.260561268485617e-05
171,0.0
172,0.0
173,-3.390841811778955e-05
174,0.0
175,-2.260561268485617e-05
176,0.0
177,0.0
178,-2.260561268485617e-05
179,0.0
180,0.0
181,-2.260561268485617e-05
182,0.0
183,0.0
184,-3.390841811778955e-05
185,0.0
186,-2.260561268485617e-05
187,0.0
188,0.0
189,-0.5617833733558655
190,-0.44093379378318787
191,-0.15376338362693787
192,-0.010161222890019417
193,0.0
194,0.0
195,-1.1302806342428084e-05
196,0.0
197,-1.1302806342428084e-05
198,0.0
