step,env_index,time,observation_000,observation_001,observation_002,observation_003,observation_004,observation_005,observation_006,observation_007,observation_008,observation_009,observation_010,observation_011,observation_012,observation_013,observation_014,observation_015,observation_016,observation_017,observation_018,observation_019,observation_020,observation_021,observation_022,observation_023,observation_024,observation_025,observation_026,observation_027,observation_028,observation_029,observation_030,observation_031,observation_032,action_000,action_001,action_002,action_003,action_004,action_005,action_006,action_007,clipped_action_000,clipped_action_001,clipped_action_002,clipped_action_003,clipped_action_004,clipped_action_005,clipped_action_006,clipped_action_007
26,0,1.3,-0.009168612770736217,-0.3865090310573578,0.18670298159122467,0.7851600050926208,-0.5094032883644104,1.1789047718048096,0.7656950950622559,0.46046677231788635,0.022549612447619438,-0.2085755616426468,-0.17241698503494263,0.037489812821149826,0.2913443148136139,-0.04011627286672592,-0.2312953770160675,0.299987256526947,0.16650579869747162,-0.033749841153621674,1.0251998901367188e-05,1.0,-1.0,1.0251998901367188e-05,-1.0401276995253284e-06,2.541276558076788e-07,0.30000004172325134,-1.1324097215492657e-08,0.038499996066093445,0.0,1.0,-1.0,0.0,5.792816537564249e-08,4.953366072868448e-08,0.03716709837317467,-0.2858657240867615,-0.2521093189716339,0.032236430794000626,0.4678025245666504,-0.08768883347511292,-0.3742556869983673,0.1396651566028595,0.03716709837317467,-0.2858657240867615,-0.2521093189716339,0.032236430794000626,0.4678025245666504,-0.08768883347511292,-0.3742556869983673,0.1396651566028595
27,0,1.35,-0.007776784244924784,-0.39798465371131897,0.17674636840820312,0.7865703701972961,-0.4910498857498169,1.1754553318023682,0.7510069608688354,0.461662232875824,0.012403369881212711,-0.19164282083511353,-0.1603080779314041,0.02843712642788887,0.28347569704055786,-0.05337135121226311,-0.22722460329532623,0.29998722672462463,0.16650578379631042,-0.033749762922525406,1.0192394256591797e-05,1.0,-1.0,1.0192394256591797e-05,-1.3679624544238322e-06,1.3040223123539363e-08,0.29999998211860657,-1.2449728359342771e-08,0.038499996066093445,1.1920928955078125e-07,1.0,-1.0,1.1920928955078125e-07,1.3019229072597227e-07,4.593472908709373e-07,0.022140521556138992,-0.2629135847091675,-0.23401899635791779,0.020902780815958977,0.45510727167129517,-0.10687808692455292,-0.36790338158607483,0.1359214335680008,0.022140521556138992,-0.2629135847091675,-0.23401899635791779,0.020902780815958977,0.45510727167129517,-0.10687808692455292,-0.36790338158607483,0.1359214335680008
28,0,1.4000000000000001,-0.0069764843210577965,-0.4085361957550049,0.16749970614910126,0.7875192165374756,-0.4731934666633606,1.171252965927124,0.7365679740905762,0.46282604336738586,0.0036880499683320522,-0.1760484129190445,-0.14911021292209625,0.020625581964850426,0.2758517563343048,-0.06503935158252716,-0.2233845293521881,0.29998722672462463,0.16650579869747162,-0.033749811351299286,1.043081283569336e-05,0.9999999403953552,-0.9999999403953552,1.043081283569336e-05,-1.108693822970963e-06,3.033000695040755e-08,0.30000001192092896,2.142396482440745e-09,0.038499996066093445,1.1920928955078125e-07,1.0,-1.0,1.1920928955078125e-07,2.156804725927941e-07,1.3848520552528498e-07,0.009267367422580719,-0.24181687831878662,-0.2174084633588791,0.011231202632188797,0.4428774118423462,-0.12364047765731812,-0.3619496822357178,0.132090225815773,0.009267367422580719,-0.24181687831878662,-0.2174084633588791,0.011231202632188797,0.4428774118423462,-0.12364047765731812,-0.3619496822357178,0.132090225815773
29,0,1.4500000000000002,-0.006682076025754213,-0.4182381331920624,0.15890547633171082,0.7880735397338867,-0.4558159112930298,1.1663931608200073,0.7223624587059021,0.46395742893218994,-0.0037167605478316545,-0.16173885762691498,-0.13879802823066711,0.013932275585830212,0.26850083470344543,-0.07524311542510986,-0.2197834700345993,0.299987256526947,0.16650578379631042,-0.03374987468123436,1.043081283569336e-05,0.9999999403953552,-0.9999999403953552,1.043081283569336e-05,-7.781234785397828e-07,6.32363281738435e-08,0.30000001192092896,3.679421212154921e-10,0.038499996066093445,1.1920928955078125e-07,1.0,-1.0,1.1920928955078125e-07,2.171086492808172e-07,1.3881853533348476e-07,-0.0016807629726827145,-0.22244010865688324,-0.20217621326446533,0.0030240737833082676,0.4311150312423706,-0.13821697235107422,-0.3563799560070038,0.12821830809116364,-0.0016807629726827145,-0.22244010865688324,-0.20217621326446533,0.0030240737833082676,0.4311150312423706,-0.13821697235107422,-0.3563799560070038,0.12821830809116364
30,0,1.5,-0.0068171205930411816,-0.4271598160266876,0.15090994536876678,0.7882925868034363,-0.43889904022216797,1.1609623432159424,0.7083753347396851,0.4650558829307556,-0.009955953806638718,-0.14861688017845154,-0.12931406497955322,0.008222851902246475,0.261425644159317,-0.0841153934597969,-0.21641641855239868,0.2999872863292694,0.16650578379631042,-0.03374974802136421,1.0192394256591797e-05,1.0,-1.0,1.0192394256591797e-05,-1.4654312963102711e-06,2.1059886989860388e-07,0.29999998211860657,-1.5035718448075386e-08,0.038499996066093445,1.1920928955078125e-07,1.0,-1.0,1.1920928955078125e-07,1.1847819791910297e-07,4.943747171637369e-07,-0.010938864201307297,-0.20461958646774292,-0.18819968402385712,-0.003913783933967352,0.4197995662689209,-0.15086683630943298,-0.35116806626319885,0.12433601915836334,-0.010938864201307297,-0.20461958646774292,-0.18819968402385712,-0.003913783933967352,0.4197995662689209,-0.15086683630943298,-0.35116806626319885,0.12433601915836334
31,0,1.55,-0.007314619608223438,-0.4353644549846649,0.14346429705619812,0.7882276773452759,-0.42242535948753357,1.1550354957580566,0.6945924758911133,0.4661215543746948,-0.015175975859165192,-0.13656553626060486,-0.12058893591165543,0.0033676857128739357,0.2546154856681824,-0.09181738644838333,-0.21326299011707306,0.29998722672462463,0.16650578379631042,-0.03374966233968735,1.043081283569336e-05,0.9999999403953552,-0.9999999403953552,1.043081283569336e-05,-1.9476385659800144e-06,1.0018069218631354e-07,0.30000001192092896,1.0863745458777885e-09,0.038499996066093445,1.1920928955078125e-07,1.0,-1.0,1.1920928955078125e-07,2.2874321814470022e-07,2.0183047411137522e-07,-0.018731089308857918,-0.18818938732147217,-0.1753567010164261,-0.009762516245245934,0.40889960527420044,-0.16183945536613464,-0.34628137946128845,0.12045997381210327,-0.018731089308857918,-0.18818938732147217,-0.1753567010164261,-0.009762516245245934,0.40889960527420044,-0.16183945536613464,-0.34628137946128845,0.12045997381210327
32,0,1.6,-0.008116553537547588,-0.44290798902511597,0.13652418553829193,0.7879233360290527,-0.40637877583503723,1.1486783027648926,0.681001603603363,0.46715423464775085,-0.019517337903380394,-0.12547339498996735,-0.11255030333995819,-0.0007532741874456406,0.24805031716823578,-0.09849966317415237,-0.2103104293346405,0.2999873161315918,0.16650579869747162,-0.033749811351299286,9.834766387939453e-06,1.0,-1.0,9.834766387939453e-06,-1.0859440635613282e-06,1.7088298420731007e-07,0.30000001192092896,7.729346052087749e-10,0.038499996066093445,1.1920928955078125e-07,1.0,-1.0,1.1920928955078125e-07,2.2366727137068665e-07,2.1144762740732403e-07,-0.02525797113776207,-0.17299522459506989,-0.16353093087673187,-0.014680204913020134,0.3983802795410156,-0.17136038839817047,-0.3416871726512909,0.1166011244058609,-0.02525797113776207,-0.17299522459506989,-0.16353093087673187,-0.014680204913020134,0.3983802795410156,-0.17136038839817047,-0.3416871726512909,0.1166011244058609
33,0,1.6500000000000001,-0.009172910824418068,-0.449841171503067,0.1300499439239502,0.7874174118041992,-0.3907443881034851,1.1419475078582764,0.6675907373428345,0.46815404295921326,-0.02310323901474476,-0.11522632092237473,-0.10513060539960861,-0.004247340373694897,0.24171170592308044,-0.10429678112268448,-0.20753133296966553,0.2999873161315918,0.16650578379631042,-0.033749841153621674,1.0073184967041016e-05,1.0,-1.0,1.0073184967041016e-05,-9.465215953241568e-07,1.2891374012724555e-07,0.30000001192092896,-2.796818776573673e-09,0.038499996066093445,1.1920928955078125e-07,1.0,-1.0,1.1920928955078125e-07,1.6585754281095433e-07,6.174090572130808e-07,-0.030696924775838852,-0.1588974893093109,-0.15261848270893097,-0.01880493573844433,0.3882087469100952,-0.17962774634361267,-0.3373543918132782,0.11276460438966751,-0.030696924775838852,-0.1588974893093109,-0.15261848270893097,-0.01880493573844433,0.3882087469100952,-0.17962774634361267,-0.3373543918132782,0.11276460438966751
34,0,1.7000000000000002,-0.010440762154757977,-0.45620834827423096,0.1240057423710823,0.7867423295974731,-0.3755086362361908,1.134892225265503,0.6543497443199158,0.4691210687160492,-0.02604343555867672,-0.10573195666074753,-0.0982680395245552,-0.007208213675767183,0.2355792373418808,-0.10933303087949753,-0.20491069555282593,0.2999872863292694,0.16650573909282684,-0.033749788999557495,1.0073184967041016e-05,0.9999999403953552,-0.9999999403953552,1.0073184967041016e-05,-1.2191432006147807e-06,1.0127219951527877e-07,0.30000001192092896,-5.86501869292988e-09,0.038499996066093445,5.960464477539063e-08,1.0,-1.0,5.960464477539063e-08,8.60057056684127e-08,6.42927577843011e-09,-0.03520021587610245,-0.14577506482601166,-0.14252616465091705,-0.022253165021538734,0.37835395336151123,-0.1868119090795517,-0.3332546651363373,0.10895433276891708,-0.03520021587610245,-0.14577506482601166,-0.14252616465091705,-0.022253165021538734,0.37835395336151123,-0.1868119090795517,-0.3332546651363373,0.10895433276891708
35,0,1.75,-0.011883232742547989,-0.46204903721809387,0.11835958808660507,0.7859252691268921,-0.36065924167633057,1.1275556087493896,0.6412696242332458,0.47005558013916016,-0.028430627658963203,-0.09690631181001663,-0.09190857410430908,-0.009711029008030891,0.22963450849056244,-0.11371305584907532,-0.20243051648139954,0.2999872863292694,0.16650578379631042,-0.03374980390071869,1.0073184967041016e-05,1.0,-1.0,1.0073184967041016e-05,-1.1559238828340312e-06,4.858766189386188e-08,0.29999998211860657,-1.2369389068567216e-08,0.038499996066093445,5.960464477539063e-08,1.0,-1.0,5.960464477539063e-08,1.0132899319614808e-07,4.633531318631867e-07,-0.038898732513189316,-0.1335233747959137,-0.13317319750785828,-0.0251235980540514,0.36878883838653564,-0.1930582970380783,-0.32936328649520874,0.10517238825559616,-0.038898732513189316,-0.1335233747959137,-0.13317319750785828,-0.0251235980540514,0.36878883838653564,-0.1930582970380783,-0.32936328649520874,0.10517238825559616
36,0,1.8,-0.013468665070831776,-0.4673984944820404,0.11308243125677109,0.7849899530410767,-0.3461848497390747,1.119974136352539,0.6283422708511353,0.47095775604248047,-0.03034486435353756,-0.08867641538381577,-0.08600283414125443,-0.011822694912552834,0.22386203706264496,-0.1175193190574646,-0.20007725059986115,0.2999872863292694,0.16650576889514923,-0.03374988213181496,1.0073184967041016e-05,0.9999999403953552,-0.9999999403953552,1.0073184967041016e-05,-7.331687470468751e-07,2.2109284714133537e-07,0.30000001192092896,-9.59097423702815e-09,0.038499996066093445,1.1920928955078125e-07,1.0,-1.0,1.1920928955078125e-07,2.3681644734097063e-07,1.7067233670786663e-07,-0.04190297797322273,-0.12205252051353455,-0.12448816001415253,-0.027499692514538765,0.3594900369644165,-0.1984894573688507,-0.32565903663635254,0.10142043232917786,-0.04190297797322273,-0.12205252051353455,-0.12448816001415253,-0.027499692514538765,0.3594900369644165,-0.1984894573688507,-0.32565903663635254,0.10142043232917786
37,0,1.85,-0.015169777907431126,-0.4722885489463806,0.10814808309078217,0.7839565277099609,-0.3320750296115875,1.1121796369552612,0.6155602931976318,0.4718278646469116,-0.03185291960835457,-0.08097940683364868,-0.0805090144276619,-0.013600930571556091,0.21824848651885986,-0.12082976847887039,-0.19783753156661987,0.2999873161315918,0.16650578379631042,-0.03374992311000824,9.894371032714844e-06,1.0,-1.0,9.894371032714844e-06,-4.3411603201093385e-07,2.723475631682959e-07,0.29999998211860657,-2.114892261317891e-08,0.038499996066093445,1.1920928955078125e-07,1.0,-1.0,1.1920928955078125e-07,1.0997183608196792e-07,5.26758128671645e-07,-0.04430786147713661,-0.11128555238246918,-0.11640915274620056,-0.029451752081513405,0.35043734312057495,-0.20320942997932434,-0.32212284207344055,0.09769920259714127,-0.04430786147713661,-0.11128555238246918,-0.11640915274620056,-0.029451752081513405,0.35043734312057495,-0.20320942997932434,-0.32212284207344055,0.09769920259714127
38,0,1.9000000000000001,-0.016963046044111252,-0.47674760222435,0.10353278368711472,0.7828419804573059,-0.31832021474838257,1.1041994094848633,0.6029170751571655,0.4726659953594208,-0.03301231935620308,-0.0737629383802414,-0.07538996636867523,-0.015090782195329666,0.21278131008148193,-0.12370249629020691,-0.19569708406925201,0.2999872863292694,0.16650578379631042,-0.03374984860420227,1.0073184967041016e-05,0.9999999403953552,-0.9999999403953552,1.0073184967041016e-05,-9.043696991284378e-07,-2.12288622236656e-08,0.30000001192092896,-7.976197480275005e-11,0.038499996066093445,1.1920928955078125e-07,1.0,-1.0,1.1920928955078125e-07,2.400227003818145e-07,2.331783548470412e-07,-0.04619450867176056,-0.1011563092470169,-0.10888220369815826,-0.031039739027619362,0.3416135311126709,-0.20730659365653992,-0.3187389671802521,0.09400942176580429,-0.04619450867176056,-0.1011563092470169,-0.10888220369815826,-0.031039739027619362,0.3416135311126709,-0.20730659365653992,-0.3187389671802521,0.09400942176580429
39,0,1.9500000000000002,-0.018828170374035835,-0.4808013439178467,0.09921479225158691,0.7816613912582397,-0.30491140484809875,1.0960586071014404,0.5904062986373901,0.47347262501716614,-0.03387173265218735,-0.06698170304298401,-0.07061263173818588,-0.016335681080818176,0.20744790136814117,-0.12620127201080322,-0.19364699721336365,0.2999873161315918,0.1665058135986328,-0.03374991938471794,1.0073184967041016e-05,1.0,-1.0,1.0073184967041016e-05,-5.092697392683476e-07,9.99139544433092e-08,0.29999998211860657,-6.312929734519912e-09,0.038499996066093445,1.1920928955078125e-07,1.0,-1.0,1.1920928955078125e-07,1.9940929973927268e-07,2.7413497605266457e-07,-0.047632891684770584,-0.09160782396793365,-0.10185979306697845,-0.03231406956911087,0.3330029845237732,-0.21085664629936218,-0.31549254059791565,0.09035109728574753,-0.047632891684770584,-0.09160782396793365,-0.10185979306697845,-0.03231406956911087,0.3330029845237732,-0.21085664629936218,-0.31549254059791565,0.09035109728574753
40,0,2.0,-0.020747583359479904,-0.484473317861557,0.09517431259155273,0.7804276347160339,-0.29184040427207947,1.087778925895691,0.5780231356620789,0.4742478132247925,-0.034473203122615814,-0.06059486046433449,-0.06614936143159866,-0.017366452142596245,0.20224647223949432,-0.12836229801177979,-0.19168563187122345,0.2999873459339142,0.16650579869747162,-0.03374985232949257,9.715557098388672e-06,1.0,-1.0,9.715557098388672e-06,-8.699614681972889e-07,3.4998529940821754e-07,0.30000001192092896,-3.5144185339675005e-09,0.03850001096725464,1.1920928955078125e-07,1.0,-1.0,1.1920928955078125e-07,6.37435064732017e-08,-7.735668106079174e-08,-0.04867983236908913,-0.08259247243404388,-0.09529935568571091,-0.03331645578145981,0.3245943784713745,-0.2139221876859665,-0.31237271428108215,0.08672621101140976,-0.04867983236908913,-0.08259247243404388,-0.09529935568571091,-0.03331645578145981,0.3245943784713745,-0.2139221876859665,-0.31237271428108215,0.08672621101140976
41,0,2.0500000000000003,-0.022706009447574615,-0.4877849519252777,0.0913931205868721,0.7791513204574585,-0.2790992259979248,1.0793787240982056,0.565762460231781,0.474992036819458,-0.03485039994120598,-0.05457094684243202,-0.061973363161087036,-0.01820833794772625,0.19716253876686096,-0.13022567331790924,-0.18979747593402863,0.29998722672462463,0.16650575399398804,-0.03374981880187988,1.043081283569336e-05,0.9999999403953552,-0.9999999403953552,1.043081283569336e-05,-1.063902573150699e-06,-2.3307649144044262e-07,0.30000004172325134,-1.4441270401732709e-08,0.038499996066093445,5.960464477539063e-08,1.0,-1.0,5.960464477539063e-08,6.777622019171758e-08,8.306102472488419e-08,-0.049388810992240906,-0.07406672835350037,-0.08916504681110382,-0.03408493846654892,0.3163760304450989,-0.21655960381031036,-0.30936864018440247,0.08313396573066711,-0.049388810992240906,-0.07406672835350037,-0.08916504681110382,-0.03408493846654892,0.3163760304450989,-0.21655960381031036,-0.30936864018440247,0.08313396573066711
42,0,2.1,-0.024690227583050728,-0.49075600504875183,0.08785447478294373,0.7778421640396118,-0.26668041944503784,1.0708754062652588,0.5536195635795593,0.4757052958011627,-0.035035524517297745,-0.048879224807024,-0.05806346982717514,-0.018892506137490273,0.19219237565994263,-0.1318332850933075,-0.1879788041114807,0.299987256526947,0.16650576889514923,-0.03374983370304108,1.049041748046875e-05,1.0,-1.0,1.049041748046875e-05,-1.0310769766874728e-06,-6.57252812175102e-08,0.30000001192092896,-1.2169564023167823e-08,0.038499996066093445,2.384185791015625e-07,1.0,-1.0,2.384185791015625e-07,1.9505793602547783e-07,2.3297657492094004e-07,-0.04980352148413658,-0.06599387526512146,-0.08342327177524567,-0.03464999049901962,0.3083384931087494,-0.21881568431854248,-0.3064706027507782,0.07957491278648376,-0.04980352148413658,-0.06599387526512146,-0.08342327177524567,-0.03464999049901962,0.3083384931087494,-0.21881568431854248,-0.3064706027507782,0.07957491278648376
43,0,2.15,-0.026688773185014725,-0.4934045970439911,0.0845428854227066,0.776508629322052,-0.25457683205604553,1.0622831583023071,0.5415903925895691,0.4763881266117096,-0.03505410626530647,-0.043495871126651764,-0.05439917370676994,-0.019439078867435455,0.18733157217502594,-0.13320393860340118,-0.18622449040412903,0.299987256526947,0.16650576889514923,-0.033749788999557495,1.043081283569336e-05,0.9999999403953552,-0.9999999403953552,1.043081283569336e-05,-1.2641088460441097e-06,1.6994310669815604e-07,0.30000004172325134,-2.3723152331456276e-09,0.03850001096725464,0.0,1.0,-1.0,0.0,8.223911862614841e-08,-1.7993050605014105e-08,-0.049961503595113754,-0.05834139510989189,-0.07804404199123383,-0.03503894805908203,0.30047422647476196,-0.22073101997375488,-0.30367138981819153,0.0760500580072403,-0.049961503595113754,-0.05834139510989189,-0.07804404199123383,-0.03503894805908203,0.30047422647476196,-0.22073101997375488,-0.30367138981819153,0.0760500580072403
44,0,2.2,-0.028691641986370087,-0.4957478642463684,0.08144409209489822,0.7751575708389282,-0.24278190732002258,1.0536155700683594,0.5296708941459656,0.4770406484603882,-0.03492824733257294,-0.038394372910261154,-0.05096195638179779,-0.019861923530697823,0.18257494270801544,-0.134367436170578,-0.18453016877174377,0.29998722672462463,0.16650578379631042,-0.03374987095594406,1.0371208190917969e-05,1.0,-1.0,1.0371208190917969e-05,-8.057011768869415e-07,3.120627809494181e-07,0.30000001192092896,-6.618186887408228e-09,0.038499996066093445,1.1920928955078125e-07,1.0,-1.0,1.1920928955078125e-07,2.2463018467533402e-07,3.6547672266351583e-07,-0.04989607632160187,-0.05108124762773514,-0.07300230860710144,-0.035274069756269455,0.29277631640434265,-0.22234071791172028,-0.3009640872478485,0.07255901396274567,-0.04989607632160187,-0.05108124762773514,-0.07300230860710144,-0.035274069756269455,0.29277631640434265,-0.22234071791172028,-0.3009640872478485,0.07255901396274567
45,0,2.25,-0.03069014847278595,-0.49780139327049255,0.07854481041431427,0.7737950682640076,-0.23128890991210938,1.0448851585388184,0.5178579688072205,0.4776633381843567,-0.03467801958322525,-0.03355993330478668,-0.04773668199777603,-0.020176341757178307,0.17791640758514404,-0.1353461891412735,-0.18289348483085632,0.299987256526947,0.16650576889514923,-0.03374983370304108,1.0073184967041016e-05,0.9999999403953552,-0.9999999403953552,1.0073184967041016e-05,-9.886625775834545e-07,5.5163141610137245e-08,0.29999998211860657,-2.5402844272548464e-09,0.038499996066093445,1.1920928955078125e-07,1.0,-1.0,1.1920928955078125e-07,1.398476001668314e-07,4.147824199662864e-07,-0.04963668808341026,-0.044187989085912704,-0.0682738795876503,-0.035375770181417465,0.2852383255958557,-0.22367653250694275,-0.29834264516830444,0.06910279393196106,-0.04963668808341026,-0.044187989085912704,-0.0682738795876503,-0.035375770181417465,0.2852383255958557,-0.22367653250694275,-0.29834264516830444,0.06910279393196106
46,0,2.3000000000000003,-0.03267674893140793,-0.4995799660682678,0.07583265751600266,0.7724271416664124,-0.22009173035621643,1.036102294921875,0.506147563457489,0.4782562851905823,-0.03432021290063858,-0.028973182663321495,-0.04470827057957649,-0.020403342321515083,0.1733546406030655,-0.13615484535694122,-0.18130221962928772,0.2999873161315918,0.16650578379631042,-0.033749811351299286,9.894371032714844e-06,1.0,-1.0,9.894371032714844e-06,-1.1110678315162659e-06,3.5140789123033755e-07,0.29999998211860657,-3.665244996398087e-09,0.038499996066093445,1.1920928955078125e-07,1.0,-1.0,1.1920928955078125e-07,1.2162965390416502e-07,4.5019183403383067e-07,-0.04920949786901474,-0.037638068199157715,-0.06383655965328217,-0.0353628508746624,0.2778555750846863,-0.22476574778556824,-0.2958012819290161,0.0656813383102417,-0.04920949786901474,-0.037638068199157715,-0.06383655965328217,-0.0353628508746624,0.2778555750846863,-0.22476574778556824,-0.2958012819290161,0.0656813383102417
47,0,2.35,-0.034644920378923416,-0.5010972619056702,0.07329614460468292,0.7710580229759216,-0.2091842144727707,1.027276635169983,0.49453696608543396,0.47881975769996643,-0.033870331943035126,-0.024617819115519524,-0.04186343401670456,-0.020546099171042442,0.16888462007045746,-0.13681243360042572,-0.1797637939453125,0.2999872863292694,0.16650576889514923,-0.033749766647815704,1.0073184967041016e-05,1.0,-1.0,1.0073184967041016e-05,-1.3073885156700271e-06,2.0268764444608678e-07,0.30000001192092896,-6.751485592815243e-09,0.038499996066093445,1.1920928955078125e-07,1.0,-1.0,1.1920928955078125e-07,2.2247145636811183e-07,1.397170024119987e-07,-0.048635322600603104,-0.03141261637210846,-0.05967186018824577,-0.0352485291659832,0.2706230878829956,-0.22563141584396362,-0.29333609342575073,0.06229527294635773,-0.048635322600603104,-0.03141261637210846,-0.05967186018824577,-0.0352485291659832,0.2706230878829956,-0.22563141584396362,-0.29333609342575073,0.06229527294635773
48,0,2.4000000000000004,-0.03658897802233696,-0.5023663640022278,0.07092449814081192,0.7696918249130249,-0.19856050610542297,1.0184170007705688,0.48302313685417175,0.47935429215431213,-0.033340342342853546,-0.02048065885901451,-0.039190035313367844,-0.020618092268705368,0.16450390219688416,-0.1373361200094223,-0.17827048897743225,0.299987256526947,0.1665058135986328,-0.03374983370304108,1.0251998901367188e-05,1.0,-1.0,1.0251998901367188e-05,-1.0374931207479676e-06,2.4095726303130505e-07,0.29999998211860657,-2.305560897752912e-08,0.038499996066093445,1.1920928955078125e-07,1.0,-1.0,1.1920928955078125e-07,1.0925859328381193e-07,5.095153028378263e-07,-0.04793475940823555,-0.025492940098047256,-0.055761873722076416,-0.03504648059606552,0.2635367810726166,-0.22629499435424805,-0.2909424304962158,0.058944426476955414,-0.04793475940823555,-0.025492940098047256,-0.055761873722076416,-0.03504648059606552,0.2635367810726166,-0.22629499435424805,-0.2909424304962158,0.058944426476955414
49,0,2.45,-0.03850402683019638,-0.5033994913101196,0.06870771199464798,0.7683321833610535,-0.18821483850479126,1.0095322132110596,0.47160330414772034,0.4798599183559418,-0.032742418348789215,-0.016549045220017433,-0.036677826195955276,-0.02062803879380226,0.16021248698234558,-0.13774001598358154,-0.17682091891765594,0.2999873161315918,0.16650579869747162,-0.03374982625246048,9.894371032714844e-06,1.0,-1.0,9.894371032714844e-06,-9.964737728296313e-07,7.087605524702667e-08,0.30000001192092896,-7.563016879430506e-10,0.038499996066093445,1.1920928955078125e-07,1.0,-1.0,1.1920928955078125e-07,2.2906658614374464e-07,2.2863409299134219e-07,-0.04712489992380142,-0.019862879067659378,-0.052090223878622055,-0.0347682423889637,0.25659334659576416,-0.22677533328533173,-0.28861650824546814,0.0556294322013855,-0.04712489992380142,-0.019862879067659378,-0.052090223878622055,-0.0347682423889637,0.25659334659576416,-0.22677533328533173,-0.28861650824546814,0.0556294322013855
50,0,2.5,-0.04038584232330322,-0.5042076706886292,0.06663629412651062,0.76698237657547,-0.17814160883426666,1.0006279945373535,0.46027469635009766,0.4803371727466583,-0.03208622708916664,-0.012815766967833042,-0.03431569039821625,-0.020585782825946808,0.15600542724132538,-0.13802297413349152,-0.17541052401065826,0.2999873459339142,0.16650579869747162,-0.03374990075826645,9.894371032714844e-06,1.0,-1.0,9.894371032714844e-06,-5.763471904174367e-07,1.274836449738359e-07,0.29999998211860657,-6.363686466670515e-09,0.038499996066093445,1.1920928955078125e-07,1.0,-1.0,1.1920928955078125e-07,2.2875165939240105e-07,2.5090432131946727e-07,-0.0462210550904274,-0.014506638050079346,-0.0486408956348896,-0.034424833953380585,0.2497895210981369,-0.22708918154239655,-0.28635573387145996,0.05235093832015991,-0.0462210550904274,-0.014506638050079346,-0.0486408956348896,-0.034424833953380585,0.2497895210981369,-0.22708918154239655,-0.28635573387145996,0.05235093832015991
51,0,2.5500000000000003,-0.042230814695358276,-0.5048028826713562,0.06470151990652084,0.7656447887420654,-0.16833540797233582,0.9917113184928894,0.44903481006622314,0.4807862341403961,-0.0313805490732193,-0.00926126167178154,-0.03209433704614639,-0.02049301750957966,0.15187998116016388,-0.13820558786392212,-0.1740388423204422,0.299987256526947,0.16650579869747162,-0.03374991565942764,1.0073184967041016e-05,1.0,-1.0,1.0073184967041016e-05,-5.369531095311686e-07,6.438446575884882e-07,0.29999998211860657,-5.210027964608344e-10,0.038499996066093445,1.1920928955078125e-07,1.0,-1.0,1.1920928955078125e-07,1.4238422352264024e-07,2.788995914215775e-07,-0.045236822217702866,-0.009411044418811798,-0.045402515679597855,-0.03402402997016907,0.24312236905097961,-0.22725078463554382,-0.28415676951408386,0.049107834696769714,-0.045236822217702866,-0.009411044418811798,-0.045402515679597855,-0.03402402997016907,0.24312236905097961,-0.22725078463554382,-0.28415676951408386,0.049107834696769714
52,0,2.6,-0.04403584077954292,-0.5051949620246887,0.06289508193731308,0.76432204246521,-0.15879084169864655,0.9827884435653687,0.4378811717033386,0.48120731115341187,-0.03063342347741127,-0.005884174723178148,-0.03000701777637005,-0.020362015813589096,0.14783863723278046,-0.13829925656318665,-0.17270492017269135,0.2999873161315918,0.16650579869747162,-0.0337497778236866,1.0073184967041016e-05,1.0,-1.0,1.0073184967041016e-05,-1.324499294241832e-06,-1.7253515949278153e-08,0.29999998211860657,4.361076832992694e-09,0.038499996066093445,2.384185791015625e-07,1.0,-1.0,2.384185791015625e-07,1.9128199824081094e-07,4.043812680265546e-07,-0.04418400302529335,-0.004563584923744202,-0.042360562831163406,-0.03357383981347084,0.23658940196037292,-0.22727376222610474,-0.2820165753364563,0.04590136557817459,-0.04418400302529335,-0.004563584923744202,-0.042360562831163406,-0.03357383981347084,0.23658940196037292,-0.22727376222610474,-0.2820165753364563,0.04590136557817459
53,0,2.6500000000000004,-0.045798275619745255,-0.505393922328949,0.06120916083455086,0.7630159854888916,-0.14950256049633026,0.9738646745681763,0.426811546087265,0.4816009998321533,-0.029851464554667473,-0.002673263428732753,-0.028043575584888458,-0.020192237570881844,0.14387597143650055,-0.13830585777759552,-0.17140696942806244,0.2999872863292694,0.16650578379631042,-0.03374983370304108,1.0073184967041016e-05,0.9999999403953552,-0.9999999403953552,1.0073184967041016e-05,-1.0347869192628423e-06,6.570437562913867e-07,0.30000001192092896,-3.143760807233775e-08,0.038499996066093445,5.960464477539063e-08,1.0,-1.0,5.960464477539063e-08,6.401055685500978e-08,1.1240057773420631e-07,-0.04307359829545021,4.7612935304641724e-05,-0.03950423747301102,-0.03308136761188507,0.23018789291381836,-0.22717033326625824,-0.2799334228038788,0.04273121803998947,-0.04307359829545021,4.7612935304641724e-05,-0.03950423747301102,-0.03308136761188507,0.23018789291381836,-0.22717033326625824,-0.2799334228038788,0.04273121803998947
