step,box_theta_deg_0
0,121.42578125
1,121.42576599121094
2,121.42573547363281
3,121.42572021484375
4,121.42578125
5,121.42575073242188
6,121.42573547363281
7,121.42576599121094
8,121.42578125
9,121.42575073242188
10,121.42572021484375
11,121.42572021484375
12,121.42576599121094
13,121.42575073242188
14,121.42573547363281
15,121.42576599121094
16,121.42573547363281
17,121.42579650878906
18,121.42576599121094
19,121.42576599121094
20,121.42573547363281
21,121.42573547363281
22,121.42578125
23,121.42575073242188
24,121.42573547363281
25,121.42578125
26,121.42576599121094
27,121.42573547363281
28,121.42572021484375
29,121.42576599121094
30,121.42576599121094
31,121.42573547363281
32,121.42573547363281
33,121.42572021484375
34,121.42575073242188
35,121.42579650878906
36,121.42578125
37,121.42575073242188
38,121.42573547363281
39,121.42578125
40,121.42576599121094
41,121.42579650878906
42,121.42578125
43,121.42576599121094
44,121.42573547363281
45,121.42573547363281
46,121.42572021484375
47,121.42575073242188
48,121.42578125
49,121.42572021484375
50,121.42576599121094
51,121.42573547363281
52,121.42578125
53,121.42578125
54,121.42575073242188
55,121.42573547363281
56,121.42576599121094
57,121.42573547363281
58,121.42573547363281
59,121.42576599121094
60,121.42576599121094
61,121.42573547363281
62,121.42578125
63,121.42576599121094
64,121.42573547363281
65,121.42573547363281
66,121.42578125
67,121.42575073242188
68,121.42573547363281
69,121.42576599121094
70,121.42576599121094
71,121.42575073242188
72,121.42573547363281
73,121.42576599121094
74,121.42575073242188
75,121.42573547363281
76,121.42578125
77,121.42575073242188
78,121.42575073242188
79,121.42573547363281
80,121.42578125
81,121.42576599121094
82,121.42576599121094
83,121.42573547363281
84,121.42572021484375
85,121.42578125
86,121.42576599121094
87,121.42573547363281
88,121.42572021484375
89,121.42575073242188
90,121.42573547363281
91,121.42578125
92,121.42578125
93,121.42573547363281
94,121.42573547363281
95,121.42572021484375
96,121.42575073242188
97,121.42573547363281
98,121.42578125
99,121.42576599121094
100,121.42573547363281
101,121.42572021484375
102,121.42576599121094
103,121.42576599121094
104,121.42573547363281
105,121.42579650878906
106,121.42576599121094
107,121.42576599121094
108,121.42573547363281
109,121.42573547363281
110,121.42578125
111,121.42576599121094
112,121.42575073242188
113,121.42573547363281
114,121.42573547363281
115,121.42576599121094
116,121.42575073242188
117,121.42573547363281
118,121.42578125
119,121.42576599121094
120,121.42573547363281
121,121.42573547363281
122,121.42576599121094
123,121.42576599121094
124,121.42573547363281
125,121.42579650878906
126,121.42578125
127,121.42576599121094
128,121.42575073242188
129,121.42575073242188
130,121.42573547363281
131,121.42576599121094
132,121.42575073242188
133,121.42575073242188
134,121.42573547363281
135,121.42578125
136,121.42576599121094
137,121.42573547363281
138,121.42578125
139,121.42575073242188
140,121.42575073242188
141,121.42573547363281
142,121.42578125
143,121.42575073242188
144,121.42573547363281
145,121.42572021484375
146,121.42576599121094
147,121.42575073242188
148,121.42573547363281
149,121.42578125
150,121.42576599121094
151,121.42573547363281
152,121.42576599121094
153,121.42576599121094
154,121.42573547363281
155,121.42572021484375
156,121.42576599121094
157,121.42578125
158,121.42576599121094
159,121.42575073242188
160,121.42573547363281
161,121.42578125
162,121.42576599121094
163,121.42576599121094
164,121.42573547363281
165,121.42572021484375
166,121.42578125
167,121.42575073242188
168,121.42573547363281
169,121.42572021484375
170,121.42576599121094
171,121.42575073242188
172,121.42573547363281
173,121.42579650878906
174,121.42578125
175,121.42578125
176,121.42575073242188
177,121.42579650878906
178,121.42578125
179,121.42576599121094
180,121.42575073242188
181,121.42573547363281
182,121.42572021484375
183,121.42576599121094
184,121.42573547363281
185,121.42579650878906
186,121.42572021484375
187,121.42576599121094
188,121.42576599121094
189,121.42573547363281
190,121.42573547363281
191,121.42578125
192,121.42575073242188
193,121.42575073242188
194,121.42573547363281
195,121.42576599121094
196,121.42575073242188
197,121.42573547363281
198,121.42572021484375
