step,box_theta_deg_0
0,289.373046875
1,289.373046875
2,289.373046875
3,289.373046875
4,289.373046875
5,289.373046875
6,289.373046875
7,289.373046875
8,289.373046875
9,289.373046875
10,289.373046875
11,289.373046875
12,289.373046875
13,289.373046875
14,289.373046875
15,289.373046875
16,289.373046875
17,289.373046875
18,289.373046875
19,289.373046875
20,289.373046875
21,289.373046875
22,289.373046875
23,289.373046875
24,289.373046875
25,289.373046875
26,289.373046875
27,289.373046875
28,289.373046875
29,289.373046875
30,289.373046875
31,289.373046875
32,289.373046875
33,289.373046875
34,289.373046875
35,289.373046875
36,289.373046875
37,289.373046875
38,289.373046875
39,289.373046875
40,289.373046875
41,289.373046875
42,289.373046875
43,289.373046875
44,289.373046875
45,289.373046875
46,289.373046875
47,289.373046875
48,289.373046875
49,289.373046875
50,289.373046875
51,289.373046875
52,289.373046875
53,289.373046875
54,289.373046875
55,289.373046875
56,289.373046875
57,289.373046875
58,289.373046875
59,289.373046875
60,289.373046875
61,289.373046875
62,289.373046875
63,289.373046875
64,289.373046875
65,289.373046875
66,289.373046875
67,289.373046875
68,289.373046875
69,289.373046875
70,289.373046875
71,289.373046875
72,289.373046875
73,289.373046875
74,289.373046875
75,289.373046875
76,289.373046875
77,289.373046875
78,289.373046875
79,289.373046875
80,289.373046875
81,289.373046875
82,289.373046875
83,289.373046875
84,289.373046875
85,289.373046875
86,289.373046875
87,289.373046875
88,289.373046875
89,289.373046875
90,289.373046875
91,289.373046875
92,289.373046875
93,289.373046875
94,289.373046875
95,289.373046875
96,289.373046875
97,289.373046875
98,289.373046875
99,289.373046875
100,289.373046875
101,289.373046875
102,289.373046875
103,289.373046875
104,289.373046875
105,289.373046875
106,289.373046875
107,289.373046875
108,289.373046875
109,289.373046875
110,289.373046875
111,289.373046875
112,289.373046875
113,289.373046875
114,289.373046875
115,289.373046875
116,289.373046875
117,289.373046875
118,289.373046875
119,289.373046875
120,289.373046875
121,289.373046875
122,289.373046875
123,289.373046875
124,289.373046875
125,289.373046875
126,289.373046875
127,289.373046875
128,289.373046875
129,289.373046875
130,289.373046875
131,289.373046875
132,289.373046875
133,289.373046875
134,289.373046875
135,289.373046875
136,289.373046875
137,289.373046875
138,289.373046875
139,289.373046875
140,289.373046875
141,289.373046875
142,289.373046875
143,289.373046875
144,289.373046875
145,289.373046875
146,289.373046875
147,289.373046875
148,289.373046875
149,289.373046875
150,289.373046875
151,289.373046875
152,289.373046875
153,289.373046875
154,289.373046875
155,289.373046875
156,289.373046875
157,289.373046875
158,289.373046875
159,289.373046875
160,289.373046875
161,289.373046875
162,289.373046875
163,289.373046875
164,289.373046875
165,289.373046875
166,289.373046875
167,289.373046875
168,289.373046875
169,289.373046875
170,289.373046875
171,289.373046875
172,289.373046875
173,289.373046875
174,289.373046875
175,289.373046875
176,289.373046875
177,289.373046875
178,289.373046875
179,289.373046875
180,289.373046875
181,289.373046875
182,289.373046875
183,289.373046875
184,289.373046875
185,289.373046875
186,289.373046875
187,289.373046875
188,289.373046875
189,289.373046875
190,289.373046875
191,289.373046875
192,289.373046875
193,289.373046875
194,289.373046875
195,289.373046875
196,289.373046875
197,289.373046875
198,289.373046875
