step,rewards_t_0
0,-2.245004892349243
1,-0.1712484210729599
2,-0.16762898862361908
3,-0.16368898749351501
4,-0.1563139259815216
5,-0.1449173539876938
6,-0.13192705810070038
7,-0.11965619027614594
8,-0.10571372509002686
9,-0.08886107802391052
10,-0.06808915734291077
11,-0.05024091526865959
12,-0.04174467548727989
13,-0.04021258279681206
14,-0.036163579672575
15,-0.030996961519122124
16,-0.025753719732165337
17,-0.022998614236712456
18,-0.024929774925112724
19,-0.030275030061602592
20,-0.038858335465192795
21,-0.04925767704844475
22,-0.054936688393354416
23,-0.056304823607206345
24,-0.056290965527296066
25,-0.057050418108701706
26,-0.05608878657221794
27,-0.05484553799033165
28,-0.05301329493522644
29,-0.04942610487341881
30,-0.042976703494787216
31,-0.03131520375609398
32,-0.011251150630414486
33,0.020513998344540596
34,0.05942680314183235
35,0.09527300298213959
36,-0.3117181956768036
37,-1.0008392333984375
38,0.0008123293519020081
39,-0.029466643929481506
40,-0.002487901598215103
41,-0.0674063116312027
42,-0.16637107729911804
43,-0.4494643807411194
44,-0.9183599948883057
45,-1.6064072847366333
46,-2.0896410942077637
47,-2.2192599773406982
48,-2.332946300506592
49,-1.5930510759353638
50,-0.5440547466278076
51,-0.38614621758461
52,-0.3963041305541992
53,-0.41967344284057617
54,-0.44953641295433044
55,-0.4793231785297394
56,-0.5062432289123535
57,-0.5301914215087891
58,-0.5524850487709045
59,-0.5750888586044312
60,-0.5966991782188416
61,-0.6150995492935181
62,-0.6299657821655273
63,-0.6415910720825195
64,-0.6505303382873535
65,-0.6571643352508545
66,-0.6621582508087158
67,-0.6659467220306396
68,-0.6687970161437988
69,-0.6707313060760498
70,-0.672044038772583
71,-0.6729153394699097
72,-0.6737147569656372
73,-0.6743427515029907
74,-0.6747486591339111
75,-0.6749772429466248
76,-0.6749696731567383
77,-0.674841046333313
78,-0.6745860576629639
79,-0.6742637157440186
80,-0.673915445804596
81,-0.6734917163848877
82,-0.6730632185935974
83,-0.6725293397903442
84,-0.6719282865524292
85,-0.6712156534194946
86,-0.6704435348510742
87,-0.6696142554283142
88,-0.6686830520629883
89,-0.6677570343017578
90,-0.6668610572814941
91,-0.6662591695785522
92,-0.6658251285552979
93,-0.6656815409660339
94,-0.6657345294952393
95,-0.6659024953842163
96,-0.6663051843643188
97,-0.6669295430183411
98,-0.6676638126373291
99,-0.6684790849685669
100,-0.6693901419639587
101,-0.6702136993408203
102,-0.6708575487136841
103,-0.6713746786117554
104,-0.6716638803482056
105,-0.6719256639480591
106,-0.6723096370697021
107,-0.6730400323867798
108,-0.6741247177124023
109,-0.6755841374397278
110,-0.6772879362106323
111,-0.6788808107376099
112,-0.6802477836608887
113,-0.6812439560890198
114,-0.681938111782074
115,-0.6823457479476929
116,-0.6825938820838928
117,-0.682799220085144
118,-0.6830779314041138
119,-0.6834965944290161
120,-0.6839197278022766
121,-0.6842677593231201
122,-0.68459153175354
123,-0.684850811958313
124,-0.6850763559341431
125,-0.6852005124092102
126,-0.6853162050247192
127,-0.6854336857795715
128,-0.6854723691940308
129,-0.6855330467224121
130,-0.6855979561805725
131,-0.6856027841567993
132,-0.6856304407119751
133,-0.6856521368026733
134,-0.6856989860534668
135,-0.685683012008667
136,-0.6857011318206787
137,-0.6857107877731323
138,-0.6857196092605591
139,-0.6857279539108276
140,-0.685759961605072
141,-0.6857709884643555
142,-0.6857755184173584
143,-0.6857867240905762
144,-0.685796856880188
145,-0.68581223487854
146,-0.6857889294624329
147,-0.6858164668083191
148,-0.6858276128768921
149,-0.6858081817626953
150,-0.6858037114143372
151,-0.6858059763908386
152,-0.6858083009719849
153,-0.6858106851577759
154,-0.6858130097389221
155,-0.6858222484588623
156,-0.6858241558074951
157,-0.6858415007591248
158,-0.6858503818511963
159,-0.6858521699905396
160,-0.6858538389205933
161,-0.6858553290367126
162,-0.6858565211296082
163,-0.6858279705047607
164,-0.6858291029930115
165,-0.6858371496200562
166,-0.6858310699462891
167,-0.6858319640159607
168,-0.685855507850647
169,-0.6858564615249634
170,-0.6858417987823486
171,-0.6858426332473755
172,-0.6858658790588379
173,-0.6858664751052856
174,-0.6858669519424438
175,-0.6858673095703125
176,-0.6858378648757935
177,-0.6858381032943726
178,-0.6858454346656799
179,-0.6858456134796143
180,-0.6858386993408203
181,-0.6858387589454651
182,-0.6858388185501099
183,-0.6858459711074829
184,-0.6858686804771423
185,-0.6858389973640442
186,-0.6858687400817871
187,-0.6858460903167725
188,-0.6858389973640442
189,-0.6858389377593994
190,-0.6858459711074829
191,-0.6858615279197693
192,-0.6858614683151245
193,-0.685868501663208
194,-0.6858459711074829
195,-0.6858388185501099
196,-0.6858614683151245
197,-0.6858388781547546
198,-0.6858615279197693
