step,penalty_forward_rotation_stage1_0
0,-0.0
1,-0.0
2,-2.260561268485617e-05
3,-0.0
4,-0.0
5,-0.0
6,-0.0
7,-0.0
8,-0.0
9,-4.521122536971234e-05
10,-0.0
11,-0.0
12,-0.0
13,-0.0
14,-2.260561268485617e-05
15,-2.260561268485617e-05
16,-0.0
17,-0.0
18,-0.0
19,-0.0
20,-0.0
21,-0.0
22,-0.0
23,-0.0
24,-0.0
25,-0.0
26,-0.0
27,-0.0
28,-0.0
29,-0.0
30,-2.260561268485617e-05
31,-0.0
32,-0.0
33,-0.0
34,-0.0
35,-0.0
36,-2.260561268485617e-05
37,-0.0
38,-0.0
39,-2.260561268485617e-05
40,-0.0
41,-0.0
42,-0.0
43,-0.0
44,-2.260561268485617e-05
45,-3.390841811778955e-05
46,-0.0
47,-0.0
48,-0.0
49,-0.0
50,-0.0
51,-0.0
52,-3.390841811778955e-05
53,-0.0
54,-3.390841811778955e-05
55,-0.0
56,-0.0
57,-0.0
58,-0.0
59,-2.260561268485617e-05
60,-2.260561268485617e-05
61,-0.0
62,-0.0
63,-0.0
64,-2.260561268485617e-05
65,-0.0
66,-0.0
67,-4.521122536971234e-05
68,-0.0
69,-0.0
70,-0.0
71,-0.0
72,-0.0
73,-0.0
74,-0.0
75,-0.0
76,-0.0
77,-3.390841811778955e-05
78,-0.0
79,-0.0
80,-0.0
81,-0.0
82,-4.521122536971234e-05
83,-0.0
84,-0.0
85,-0.0
86,-0.0
87,-4.521122536971234e-05
88,-0.0
89,-0.0
90,-0.0
91,-2.260561268485617e-05
92,-0.0
93,-0.0
94,-0.0
95,-2.260561268485617e-05
96,-3.390841811778955e-05
97,-0.0
98,-0.0
99,-0.0
100,-3.390841811778955e-05
101,-0.0
102,-0.0
103,-3.390841811778955e-05
104,-0.0
105,-0.0
106,-3.390841811778955e-05
107,-0.0
108,-4.521122536971234e-05
109,-0.0
110,-0.0
111,-4.521122536971234e-05
112,-0.0
113,-0.0
114,-0.0
115,-0.0
116,-0.0
117,-2.260561268485617e-05
118,-0.0
119,-3.390841811778955e-05
120,-0.0
121,-0.0
122,-3.390841811778955e-05
123,-0.0
124,-0.0
125,-0.0
126,-4.521122536971234e-05
127,-0.0
128,-3.390841811778955e-05
129,-0.0
130,-4.521122536971234e-05
131,-0.0
132,-0.0
133,-0.0
134,-0.0
135,-0.0
136,-0.0
137,-0.0
138,-2.260561268485617e-05
139,-0.0
140,-0.0
141,-0.0
142,-4.521122536971234e-05
143,-0.0
144,-0.0
145,-2.260561268485617e-05
146,-0.0
147,-0.0
148,-2.260561268485617e-05
149,-0.0
150,-0.0
151,-3.390841811778955e-05
152,-0.0
153,-0.0
154,-0.0
155,-2.260561268485617e-05
156,-0.0
157,-4.521122536971234e-05
158,-0.0
159,-0.0
160,-0.0
161,-0.0
162,-0.0
163,-0.0
164,-0.0
165,-0.0
166,-0.0
167,-2.260561268485617e-05
168,-0.0
169,-0.0
170,-2.260561268485617e-05
171,-0.0
172,-0.0
173,-4.521122536971234e-05
174,-0.0
175,-2.260561268485617e-05
176,-0.0
177,-0.0
178,-2.260561268485617e-05
179,-0.0
180,-0.0
181,-0.0
182,-0.0
183,-0.0
184,-0.0
185,-2.260561268485617e-05
186,-0.0
187,-2.260561268485617e-05
188,-0.0
189,-0.0
190,-2.260561268485617e-05
191,-0.0
192,-2.260561268485617e-05
193,-0.0
194,-0.0
195,-0.0
196,-2.260561268485617e-05
197,-0.0
198,-0.0
