step,box_rotation_step_score_0
0,2.0
1,2.260561268485617e-05
2,-4.521122536971234e-05
3,2.260561268485617e-05
4,2.260561268485617e-05
5,0.0
6,0.0
7,-4.521122536971234e-05
8,2.260561268485617e-05
9,2.260561268485617e-05
10,0.0
11,0.0
12,0.0
13,0.0
14,-4.521122536971234e-05
15,2.260561268485617e-05
16,2.260561268485617e-05
17,-4.521122536971234e-05
18,2.260561268485617e-05
19,4.521122536971234e-05
20,-2.260561268485617e-05
21,0.0
22,-4.521122536971234e-05
23,2.260561268485617e-05
24,2.260561268485617e-05
25,-4.521122536971234e-05
26,2.260561268485617e-05
27,2.260561268485617e-05
28,0.0
29,0.0
30,-4.521122536971234e-05
31,2.260561268485617e-05
32,2.260561268485617e-05
33,-4.521122536971234e-05
34,2.260561268485617e-05
35,4.521122536971234e-05
36,-6.78168362355791e-05
37,2.260561268485617e-05
38,4.521122536971234e-05
39,-6.78168362355791e-05
40,4.521122536971234e-05
41,2.260561268485617e-05
42,-2.260561268485617e-05
43,0.0
44,-4.521122536971234e-05
45,2.260561268485617e-05
46,4.521122536971234e-05
47,-6.78168362355791e-05
48,2.260561268485617e-05
49,4.521122536971234e-05
50,-2.260561268485617e-05
51,2.260561268485617e-05
52,-6.78168362355791e-05
53,4.521122536971234e-05
54,2.260561268485617e-05
55,-6.78168362355791e-05
56,4.521122536971234e-05
57,2.260561268485617e-05
58,-2.260561268485617e-05
59,2.260561268485617e-05
60,-6.78168362355791e-05
61,4.521122536971234e-05
62,2.260561268485617e-05
63,-6.78168362355791e-05
64,4.521122536971234e-05
65,2.260561268485617e-05
66,-6.78168362355791e-05
67,4.521122536971234e-05
68,2.260561268485617e-05
69,-4.521122536971234e-05
70,2.260561268485617e-05
71,-2.260561268485617e-05
72,2.260561268485617e-05
73,2.260561268485617e-05
74,-6.78168362355791e-05
75,4.521122536971234e-05
76,2.260561268485617e-05
77,-6.78168362355791e-05
78,4.521122536971234e-05
79,2.260561268485617e-05
80,0.7384123206138611
81,2.0
82,2.0
83,1.0708956718444824
84,0.7008870244026184
85,0.4144287109375
86,1.1727792024612427
87,1.034794569015503
88,0.157470703125
89,2.260561268485617e-05
90,0.0
91,-4.521122536971234e-05
92,2.260561268485617e-05
93,2.260561268485617e-05
94,-4.521122536971234e-05
95,0.0
96,2.260561268485617e-05
97,2.260561268485617e-05
98,-4.521122536971234e-05
99,2.260561268485617e-05
100,0.0
101,2.260561268485617e-05
102,-4.521122536971234e-05
103,2.260561268485617e-05
104,2.260561268485617e-05
105,-4.521122536971234e-05
106,0.0
107,2.260561268485617e-05
108,2.260561268485617e-05
109,0.0
110,-4.521122536971234e-05
111,2.260561268485617e-05
112,2.260561268485617e-05
113,0.0
114,-2.260561268485617e-05
115,0.0
116,0.0
117,2.260561268485617e-05
118,-2.260561268485617e-05
119,0.0
120,2.260561268485617e-05
121,-4.521122536971234e-05
122,0.0
123,2.260561268485617e-05
124,2.260561268485617e-05
125,-4.521122536971234e-05
126,0.0
127,2.260561268485617e-05
128,2.260561268485617e-05
129,-4.521122536971234e-05
130,2.260561268485617e-05
131,0.0
132,2.260561268485617e-05
133,-4.521122536971234e-05
134,2.260561268485617e-05
135,2.260561268485617e-05
136,-4.521122536971234e-05
137,0.0
138,2.260561268485617e-05
139,2.260561268485617e-05
140,-4.521122536971234e-05
141,4.521122536971234e-05
142,-4.521122536971234e-05
143,2.260561268485617e-05
144,2.260561268485617e-05
145,-4.521122536971234e-05
146,0.0
147,2.260561268485617e-05
148,2.260561268485617e-05
149,-2.260561268485617e-05
150,0.0
151,2.260561268485617e-05
152,-4.521122536971234e-05
153,0.0
154,2.260561268485617e-05
155,2.260561268485617e-05
156,-4.521122536971234e-05
157,0.0
158,2.260561268485617e-05
159,2.260561268485617e-05
160,-2.260561268485617e-05
161,0.0
162,2.260561268485617e-05
163,-4.521122536971234e-05
164,0.0
165,2.260561268485617e-05
166,2.260561268485617e-05
167,0.0
168,-2.260561268485617e-05
169,0.0
170,2.260561268485617e-05
171,-4.521122536971234e-05
172,0.0
173,2.260561268485617e-05
174,2.260561268485617e-05
175,-4.521122536971234e-05
176,0.0
177,2.260561268485617e-05
178,2.260561268485617e-05
179,-2.260561268485617e-05
180,0.0
181,2.260561268485617e-05
182,-4.521122536971234e-05
183,0.0
184,2.260561268485617e-05
185,2.260561268485617e-05
186,-4.521122536971234e-05
187,0.0
188,2.260561268485617e-05
189,2.260561268485617e-05
190,-4.521122536971234e-05
191,2.260561268485617e-05
192,0.0
193,2.260561268485617e-05
194,-4.521122536971234e-05
195,2.260561268485617e-05
196,2.260561268485617e-05
197,0.0
198,-2.260561268485617e-05
