step,pushpoint_right_world_0,pushpoint_right_world_1,pushpoint_right_world_2
0,-0.12152539193630219,0.01539842039346695,0.05699984356760979
1,-0.12152539193630219,0.01539846882224083,0.056999631226062775
2,-0.12152539193630219,0.01539846882224083,0.05699979141354561
3,-0.12152539193630219,0.015398455783724785,0.05699964240193367
4,-0.12152537703514099,0.015398293733596802,0.05699976906180382
5,-0.12152540683746338,0.015398440882563591,0.05699983611702919
6,-0.12152539193630219,0.015398398041725159,0.05699967220425606
7,-0.12152490019798279,0.015398362651467323,0.05699964985251427
8,-0.12152539193630219,0.01539846882224083,0.05699976161122322
9,-0.12152540683746338,0.015398489311337471,0.056999631226062775
10,-0.12152537703514099,0.01539829932153225,0.056999679654836655
11,-0.12152540683746338,0.015398440882563591,0.05699962005019188
12,-0.12152540683746338,0.015398440882563591,0.05699978768825531
13,-0.12152540683746338,0.015398440882563591,0.05699963495135307
14,-0.12152540683746338,0.015398440882563591,0.05699979513883591
15,-0.12152539193630219,0.01539842039346695,0.056999772787094116
16,-0.12152539193630219,0.01539846882224083,0.05699961632490158
17,-0.1215253621339798,0.015398314222693443,0.056999776512384415
18,-0.12152540683746338,0.015398440882563591,0.05699983984231949
19,-0.12152539193630219,0.01539846882224083,0.056999627500772476
20,-0.12152537703514099,0.015398293733596802,0.056999679654836655
21,-0.12152540683746338,0.015398440882563591,0.05699962005019188
22,-0.12152540683746338,0.015398440882563591,0.05699978768825531
23,-0.12152539193630219,0.015398398041725159,0.05699966847896576
24,-0.12152490019798279,0.015398357063531876,0.05699964985251427
25,-0.12152491509914398,0.01539832167327404,0.056999653577804565
26,-0.12152539193630219,0.01539842039346695,0.056999802589416504
27,-0.12152539193630219,0.01539842039346695,0.056999776512384415
28,-0.12152539193630219,0.01539842039346695,0.05699978023767471
29,-0.12152539193630219,0.015398448333144188,0.05699962377548218
30,-0.12152539193630219,0.015398448333144188,0.05699978396296501
31,-0.12152539193630219,0.01539842039346695,0.05699983239173889
32,-0.12152539193630219,0.015398448333144188,0.05699963867664337
33,-0.12152539193630219,0.015398448333144188,0.056999798864126205
34,-0.12152539193630219,0.015398448333144188,0.05699961632490158
35,-0.12152539193630219,0.01539842039346695,0.056999631226062775
36,-0.12152539193630219,0.015398405492305756,0.05699964612722397
37,-0.12152537703514099,0.01539837010204792,0.056999776512384415
38,-0.12152537703514099,0.015398362651467323,0.056999802589416504
39,-0.12152539193630219,0.015398349612951279,0.056999776512384415
40,-0.12152537703514099,0.015398329123854637,0.056999798864126205
41,-0.12152537703514099,0.015398306772112846,0.056999776512384415
42,-0.12152539193630219,0.01539846882224083,0.05699967220425606
43,-0.12152537703514099,0.015398306772112846,0.05699978768825531
44,-0.12152539193630219,0.015398455783724785,0.056999798864126205
45,-0.12152539193630219,0.015398412942886353,0.05699983611702919
46,-0.12152537703514099,0.015398362651467323,0.05699964985251427
47,-0.12152540683746338,0.015398511663079262,0.05699962377548218
48,-0.12152540683746338,0.015398511663079262,0.056999627500772476
49,-0.12152537703514099,0.015398357063531876,0.05699978396296501
50,-0.12152490019798279,0.015398362651467323,0.05699969455599785
51,-0.12152537703514099,0.015398357063531876,0.05699976533651352
52,-0.12152537703514099,0.01539832167327404,0.05699968338012695
53,-0.12152537703514099,0.01539832167327404,0.05699979513883591
54,-0.12152540683746338,0.015398511663079262,0.05699963495135307
55,-0.12152540683746338,0.015398440882563591,0.05699983984231949
56,-0.12152540683746338,0.015398489311337471,0.056999627500772476
57,-0.12152537703514099,0.015398306772112846,0.056999679654836655
58,-0.12152539193630219,0.015398448333144188,0.05699962005019188
59,-0.12152539193630219,0.015398448333144188,0.05699978768825531
60,-0.12152540683746338,0.015398440882563591,0.05699963867664337
61,-0.12152540683746338,0.015398440882563591,0.05699979513883591
62,-0.12152540683746338,0.015398412942886353,0.056999772787094116
63,-0.12152539193630219,0.015398455783724785,0.05699961632490158
64,-0.12152540683746338,0.015398440882563591,0.056999631226062775
65,-0.12152539193630219,0.01539842039346695,0.05699964612722397
66,-0.12152539193630219,0.01539842039346695,0.05699961632490158
67,-0.12152537703514099,0.015398385003209114,0.056999851018190384
68,-0.12152539193630219,0.01539842039346695,0.056999631226062775
69,-0.12152539193630219,0.015398398041725159,0.05699968338012695
70,-0.12152539193630219,0.015398398041725159,0.05699976906180382
71,-0.12152537703514099,0.015398362651467323,0.05699968338012695
72,-0.12152537703514099,0.015398362651467323,0.05699979141354561
73,-0.12152539193630219,0.015398398041725159,0.05699963495135307
74,-0.12152537703514099,0.015398357063531876,0.05699976906180382
75,-0.12152537703514099,0.015398385003209114,0.05699961632490158
