step,obs/extra/left_tcp_pose_6d_from_bimanual_center_0,obs/extra/left_tcp_pose_6d_from_bimanual_center_1,obs/extra/left_tcp_pose_6d_from_bimanual_center_2,obs/extra/left_tcp_pose_6d_from_bimanual_center_3,obs/extra/left_tcp_pose_6d_from_bimanual_center_4,obs/extra/left_tcp_pose_6d_from_bimanual_center_5,obs/extra/left_tcp_pose_6d_from_bimanual_center_6,obs/extra/left_tcp_pose_6d_from_bimanual_center_7,obs/extra/left_tcp_pose_6d_from_bimanual_center_8
0,0.2075536847114563,0.26281261444091797,0.13212811946868896,-0.2618328332901001,-0.9233468770980835,0.28084561228752136,-0.4531647861003876,-0.13930213451385498,-0.8804752230644226
1,0.20413735508918762,0.2486286163330078,0.12023435533046722,-0.24200880527496338,-0.9149786233901978,0.32287150621414185,-0.4696778655052185,-0.18070578575134277,-0.8641459941864014
2,0.20029941201210022,0.23384571075439453,0.10885930061340332,-0.21862447261810303,-0.9080837965011597,0.35719358921051025,-0.4857036769390106,-0.2162160873413086,-0.8469608426094055
3,0.19529688358306885,0.21925640106201172,0.0978468507528305,-0.19045591354370117,-0.9015997648239136,0.38838711380958557,-0.5021206140518188,-0.25049448013305664,-0.827724277973175
4,0.18962362408638,0.20608282089233398,0.08732831478118896,-0.16380369663238525,-0.8911892175674438,0.42302513122558594,-0.5173971056938171,-0.28749239444732666,-0.8060078024864197
5,0.18282219767570496,0.19415044784545898,0.07711142301559448,-0.14525866508483887,-0.8745371699333191,0.46269285678863525,-0.5324851274490356,-0.325046181678772,-0.7815399765968323
6,0.17286527156829834,0.18282222747802734,0.06827551126480103,-0.12861597537994385,-0.8531252145767212,0.5056038498878479,-0.5520643591880798,-0.36193931102752686,-0.75114905834198
7,0.15410369634628296,0.17129135131835938,0.06472855806350708,-0.10084271430969238,-0.8266831040382385,0.553557276725769,-0.589139997959137,-0.39873552322387695,-0.7027971744537354
8,0.13339179754257202,0.15999174118041992,0.06367820501327515,-0.06672286987304688,-0.7978901863098145,0.5990986227989197,-0.6270337104797363,-0.43352627754211426,-0.6472121477127075
9,0.1116686463356018,0.14887094497680664,0.06489762663841248,-0.029517650604248047,-0.7673279047012329,0.6405753493309021,-0.6637119054794312,-0.46414124965667725,-0.5865659117698669
10,0.08557164669036865,0.13714838027954102,0.06901697814464569,-0.00012636184692382812,-0.7355964779853821,0.677419900894165,-0.7077664732933044,-0.47849512100219727,-0.5197200775146484
11,0.05670034885406494,0.12698936462402344,0.07426223158836365,0.024293899536132812,-0.7106613516807556,0.7031147480010986,-0.7551410794258118,-0.47393596172332764,-0.4529312252998352
12,0.02975374460220337,0.11983203887939453,0.0777934193611145,0.05498474836349487,-0.7032683491706848,0.7087949514389038,-0.7950713634490967,-0.4602614641189575,-0.39499497413635254
13,0.008942723274230957,0.11797428131103516,0.08089956641197205,0.09547418355941772,-0.6998459696769714,0.7078843116760254,-0.8201091289520264,-0.4583538770675659,-0.3425388038158417
14,-0.0033364295959472656,0.11793947219848633,0.08035202324390411,0.12228274345397949,-0.6914340853691101,0.7120153307914734,-0.8305885791778564,-0.4639993906021118,-0.30794039368629456
15,-0.011304378509521484,0.11947298049926758,0.07671821117401123,0.13759535551071167,-0.6970005035400391,0.7037455439567566,-0.8391080498695374,-0.4595376253128052,-0.29107189178466797
16,-0.021889686584472656,0.12338876724243164,0.07333467900753021,0.13557493686676025,-0.7110685110092163,0.6899282336235046,-0.8570489287376404,-0.4335390329360962,-0.27840813994407654
17,-0.027880370616912842,0.1291365623474121,0.06754469871520996,0.11218035221099854,-0.7326435446739197,0.671303927898407,-0.8742896318435669,-0.39384543895721436,-0.2837315499782562
18,-0.029051363468170166,0.13544082641601562,0.0584736168384552,0.07009708881378174,-0.7538719177246094,0.6532713770866394,-0.8860940933227539,-0.3478463888168335,-0.3063335716724396
19,-0.025711536407470703,0.1415400505065918,0.047473207116127014,0.01633930206298828,-0.7737249732017517,0.6333109736442566,-0.8908483386039734,-0.2988697290420532,-0.3421494662761688
20,-0.021017134189605713,0.14654970169067383,0.036414600908756256,-0.0409700870513916,-0.7893600463867188,0.6125619411468506,-0.8893529772758484,-0.2506086826324463,-0.38242217898368835
21,-0.012387514114379883,0.15165042877197266,0.025134801864624023,-0.10322844982147217,-0.8011724352836609,0.5894631147384644,-0.878995954990387,-0.20388400554656982,-0.4310424029827118
22,-0.007350564002990723,0.15347576141357422,0.019953638315200806,-0.15838682651519775,-0.8068926930427551,0.5690673589706421,-0.8696090579032898,-0.1589735746383667,-0.46744781732559204
23,-0.007345378398895264,0.15331506729125977,0.020015597343444824,-0.20701181888580322,-0.8069981932640076,0.5530822277069092,-0.8644698262214661,-0.11381697654724121,-0.4896300137042999
24,-0.007424294948577881,0.1531362533569336,0.02000754326581955,-0.2629969120025635,-0.8013572692871094,0.5372700095176697,-0.8552670478820801,-0.06406378746032715,-0.5142120122909546
25,-0.004090070724487305,0.1549205780029297,0.020000547170639038,-0.32420670986175537,-0.7859839797019958,0.5264212489128113,-0.8393812775611877,-0.017620444297790527,-0.5432575345039368
26,-0.003971219062805176,0.15481042861938477,0.019993044435977936,-0.37814927101135254,-0.7759568095207214,0.5048705339431763,-0.8218870759010315,0.030422568321228027,-0.568837583065033
27,0.012782812118530273,0.1561756134033203,0.019975706934928894,-0.41087961196899414,-0.7808049917221069,0.47066086530685425,-0.7912769317626953,0.04899489879608154,-0.6094920039176941
28,0.014998555183410645,0.15679550170898438,0.01996789127588272,-0.4401235580444336,-0.766598641872406,0.4675658941268921,-0.7754184603691101,0.0619083046913147,-0.6284056305885315
29,0.030820071697235107,0.15758752822875977,0.019979119300842285,-0.474850058555603,-0.7646819949150085,0.43563607335090637,-0.7413650751113892,0.08083033561706543,-0.666216254234314
30,0.04175877571105957,0.15842247009277344,0.01999485492706299,-0.5050836801528931,-0.7582520246505737,0.41224321722984314,-0.7121803164482117,0.09634780883789062,-0.6953533291816711
31,0.059600770473480225,0.15735292434692383,0.01996937394142151,-0.5383446216583252,-0.7526034116744995,0.3791743218898773,-0.6698017120361328,0.1090693473815918,-0.7344858646392822
32,0.07151955366134644,0.15824460983276367,0.020000137388706207,-0.5707641839981079,-0.7363869547843933,0.3632665276527405,-0.6372818350791931,0.11829537153244019,-0.7614972591400146
33,0.0873536467552185,0.15579843521118164,0.018800906836986542,-0.5991064310073853,-0.7241395115852356,0.3416043817996979,-0.5981717705726624,0.12120145559310913,-0.792149543762207
34,0.1067536473274231,0.15026283264160156,0.018446944653987885,-0.6172013282775879,-0.7161110043525696,0.3259563744068146,-0.557218611240387,0.1053469181060791,-0.8236561417579651
35,0.12009772658348083,0.14879894256591797,0.017909996211528778,-0.6303756237030029,-0.7108808159828186,0.3118894100189209,-0.5273502469062805,0.09731054306030273,-0.8440571427345276
36,0.12829458713531494,0.15081405639648438,0.018602535128593445,-0.6400665044784546,-0.7065688967704773,0.3017866909503937,-0.5101795792579651,0.09716463088989258,-0.8545618057250977
37,0.12977099418640137,0.15762948989868164,0.019542939960956573,-0.6451424360275269,-0.7041544318199158,0.2965766489505768,-0.5094004273414612,0.10708838701248169,-0.8538402915000916
38,0.12574031949043274,0.16796255111694336,0.019110046327114105,-0.6439380645751953,-0.7053149342536926,0.29643651843070984,-0.5235074162483215,0.12364685535430908,-0.8430014252662659
39,0.11727088689804077,0.1809988021850586,0.017658427357673645,-0.6372051239013672,-0.7092424631118774,0.30157047510147095,-0.549343466758728,0.1435314416885376,-0.8231770396232605
40,0.1050373911857605,0.19310665130615234,0.015152692794799805,-0.6251639127731323,-0.7135269641876221,0.31630587577819824,-0.5838892459869385,0.15863275527954102,-0.7961840033531189
41,0.0937492847442627,0.20357608795166016,0.013840660452842712,-0.6139411926269531,-0.7145563960075378,0.3353882431983948,-0.6163409352302551,0.16849994659423828,-0.7692409157752991
42,0.08662843704223633,0.2084803581237793,0.013601690530776978,-0.6017197370529175,-0.7148537039756775,0.35625505447387695,-0.6417896151542664,0.16723334789276123,-0.7484244704246521
43,0.0867876410484314,0.20885181427001953,0.013422191143035889,-0.58890700340271,-0.7164323329925537,0.3740498423576355,-0.654313325881958,0.15096783638000488,-0.7410011887550354
44,0.08690100908279419,0.20929765701293945,0.01330307126045227,-0.5720174312591553,-0.72003573179245,0.39286741614341736,-0.6669313311576843,0.12945938110351562,-0.7337867617607117
45,0.08688938617706299,0.20976734161376953,0.01333172619342804,-0.550674557685852,-0.7253926992416382,0.412992924451828,-0.6798765659332275,0.10272812843322754,-0.7260956168174744
46,0.0869399905204773,0.2102971076965332,0.013263866305351257,-0.5245999097824097,-0.7305883765220642,0.437076210975647,-0.6946889758110046,0.07056903839111328,-0.7158403992652893
47,0.08691370487213135,0.21085214614868164,0.013287529349327087,-0.49222302436828613,-0.7395935654640198,0.4590400457382202,-0.7089983820915222,0.034691452980041504,-0.7043562531471252
48,0.08698427677154541,0.21143865585327148,0.013200409710407257,-0.4591665267944336,-0.7450132369995117,0.48386096954345703,-0.7230544090270996,-0.0030084848403930664,-0.6907845735549927
49,0.08700090646743774,0.2120499610900879,0.01318928599357605,-0.41517841815948486,-0.758021891117096,0.5030205845832825,-0.7361363768577576,-0.044960737228393555,-0.6753382682800293
50,0.0852804183959961,0.21146821975708008,0.014916747808456421,-0.3584693670272827,-0.7703806161880493,0.5272698998451233,-0.7522733211517334,-0.09607243537902832,-0.6518090963363647
51,0.0764811635017395,0.209442138671875,0.020160146057605743,-0.2757045030593872,-0.7892569899559021,0.5486897230148315,-0.7780192494392395,-0.15199697017669678,-0.6095760464668274
52,0.07211977243423462,0.20705413818359375,0.026054546236991882,-0.19632530212402344,-0.8030045032501221,0.5627077221870422,-0.7944802045822144,-0.20606982707977295,-0.571258544921875
53,0.06810939311981201,0.2057027816772461,0.03129064291715622,-0.11837005615234375,-0.8159041404724121,0.5659407377243042,-0.8061573505401611,-0.25379741191864014,-0.534506618976593
54,0.06603109836578369,0.20546722412109375,0.035522326827049255,-0.05045902729034424,-0.8241110444068909,0.5641761422157288,-0.8128995299339294,-0.2942885160446167,-0.502581775188446
55,0.068916916847229,0.20669269561767578,0.03789393603801727,0.004091024398803711,-0.8273749947547913,0.5616350769996643,-0.8111960291862488,-0.3311731815338135,-0.4819600582122803
56,0.0732349157333374,0.2098851203918457,0.03689920902252197,0.0445023775100708,-0.8302056193351746,0.555678129196167,-0.805608332157135,-0.3587552309036255,-0.47147634625434875
57,0.07761478424072266,0.21598482131958008,0.031407587230205536,0.06307864189147949,-0.8357231616973877,0.5455162525177002,-0.8005545139312744,-0.36875951290130615,-0.4723653793334961
58,0.08459138870239258,0.2252826690673828,0.023065291345119476,0.06458890438079834,-0.8440672755241394,0.5323331952095032,-0.7944417595863342,-0.36631298065185547,-0.48443472385406494
59,0.09449571371078491,0.23722219467163086,0.013297364115715027,0.0562596321105957,-0.8538869023323059,0.517409086227417,-0.7859134078025818,-0.35749244689941406,-0.5045191645622253
60,0.10658502578735352,0.2513585090637207,0.0025040805339813232,0.03786826133728027,-0.8631019592285156,0.5036082863807678,-0.7749475240707397,-0.34354281425476074,-0.5305045247077942
61,0.11908465623855591,0.2670431137084961,-0.008375033736228943,0.01114201545715332,-0.8717896342277527,0.48975372314453125,-0.764059841632843,-0.32337725162506104,-0.5582471489906311
62,0.13138660788536072,0.2841782569885254,-0.018445193767547607,-0.01582479476928711,-0.8794322609901428,0.4757610857486725,-0.7529345154762268,-0.30260300636291504,-0.5843981504440308
63,0.1430918276309967,0.30259037017822266,-0.027628231793642044,-0.04205584526062012,-0.8866736888885498,0.4604790210723877,-0.7421340346336365,-0.28085124492645264,-0.6085717082023621
64,0.15375858545303345,0.3206954002380371,-0.03585466742515564,-0.06829202175140381,-0.892720103263855,0.4454067349433899,-0.7329444289207458,-0.257993221282959,-0.629469633102417
65,0.16028311848640442,0.33643388748168945,-0.04168287664651871,-0.09396517276763916,-0.8954521417617798,0.43512749671936035,-0.7322676777839661,-0.23394644260406494,-0.6395724415779114
66,0.15696129202842712,0.3488316535949707,-0.04812213033437729,-0.12011003494262695,-0.8958017230033875,0.42791691422462463,-0.7440159320831299,-0.2041531801223755,-0.6362089514732361
