step,obs/extra/left_tcp_pose_6d_from_bimanual_center_0,obs/extra/left_tcp_pose_6d_from_bimanual_center_1,obs/extra/left_tcp_pose_6d_from_bimanual_center_2,obs/extra/left_tcp_pose_6d_from_bimanual_center_3,obs/extra/left_tcp_pose_6d_from_bimanual_center_4,obs/extra/left_tcp_pose_6d_from_bimanual_center_5,obs/extra/left_tcp_pose_6d_from_bimanual_center_6,obs/extra/left_tcp_pose_6d_from_bimanual_center_7,obs/extra/left_tcp_pose_6d_from_bimanual_center_8
0,0.45142197608947754,0.4527454376220703,0.21912944316864014,-0.22805559635162354,-0.9192357063293457,-0.32093095779418945,0.19003994762897491,0.2812522053718567,-0.9406286478042603
1,0.444260835647583,0.4282522201538086,0.19421735405921936,-0.2748757600784302,-0.9074999094009399,-0.3176276683807373,0.14611007273197174,0.2870902419090271,-0.9466948509216309
2,0.4376366138458252,0.4041938781738281,0.17297154664993286,-0.3126453161239624,-0.8978996872901917,-0.30988597869873047,0.10977764427661896,0.28989845514297485,-0.9507407546043396
3,0.43801045417785645,0.37987422943115234,0.1581530123949051,-0.3468207120895386,-0.885570764541626,-0.30899789929389954,0.09764586389064789,0.29356497526168823,-0.9509389400482178
4,0.445387601852417,0.35440635681152344,0.14900529384613037,-0.37863075733184814,-0.8704208135604858,-0.3146532475948334,0.10863165557384491,0.29582148790359497,-0.9490463733673096
5,0.45485997200012207,0.32848024368286133,0.14317777752876282,-0.4089711904525757,-0.8530082702636719,-0.3242211639881134,0.12946069240570068,0.2974647283554077,-0.9459146857261658
6,0.46201300621032715,0.30359458923339844,0.13765546679496765,-0.43840479850769043,-0.8339545726776123,-0.33514317870140076,0.14850765466690063,0.3005479574203491,-0.9421339631080627
7,0.46213793754577637,0.2797393798828125,0.12721899151802063,-0.46671199798583984,-0.8170238733291626,-0.33860281109809875,0.15443865954875946,0.3016858696937561,-0.940815806388855
8,0.4538881778717041,0.25631237030029297,0.1104772537946701,-0.49170422554016113,-0.806637167930603,-0.3279688358306885,0.1421542465686798,0.2972319722175598,-0.9441637992858887
9,0.44043564796447754,0.23325777053833008,0.08947126567363739,-0.5132572650909424,-0.8013993501663208,-0.3071255385875702,0.12005522847175598,0.28729569911956787,-0.9502884149551392
10,0.420271635055542,0.2157435417175293,0.06574571132659912,-0.535353422164917,-0.7940653562545776,-0.28784865140914917,0.08635491132736206,0.28755539655685425,-0.9538630247116089
11,0.3930981159210205,0.20395326614379883,0.041382282972335815,-0.5543015003204346,-0.7879151105880737,-0.26821646094322205,0.03824475780129433,0.29780131578445435,-0.9538615942001343
12,0.3632466793060303,0.1948552131652832,0.01833738386631012,-0.5708657503128052,-0.7821146249771118,-0.24981838464736938,-0.011688890866935253,0.31198030710220337,-0.9500167965888977
13,0.33644747734069824,0.1983485221862793,0.003146722912788391,-0.585729718208313,-0.7694796323776245,-0.25460147857666016,-0.050006695091724396,0.34783703088760376,-0.9362204074859619
14,0.31763243675231934,0.2015829086303711,-0.0030957013368606567,-0.5845737457275391,-0.7679495811462402,-0.26177680492401123,-0.0689002275466919,0.36846959590911865,-0.9270830154418945
15,0.30084872245788574,0.19948768615722656,-0.007299140095710754,-0.5788164138793945,-0.7728803157806396,-0.2600533664226532,-0.08532895892858505,0.37455838918685913,-0.9232686758041382
16,0.29280924797058105,0.1855616569519043,-0.010280326008796692,-0.5802656412124634,-0.7777615785598755,-0.24161729216575623,-0.09327252954244614,0.35818254947662354,-0.9289809465408325
17,0.2889869213104248,0.1744251251220703,-0.006241351366043091,-0.576508641242981,-0.7828039526939392,-0.2342129349708557,-0.09362107515335083,0.3480382561683655,-0.932793915271759
18,0.2806384563446045,0.16808223724365234,-0.005641154944896698,-0.5841994285583496,-0.7819473147392273,-0.217415913939476,-0.10675244778394699,0.3395870327949524,-0.9344969987869263
