step,box_theta_deg_0
0,202.11598205566406
1,202.11598205566406
2,202.115966796875
3,202.11598205566406
4,202.115966796875
5,202.11598205566406
6,202.115966796875
7,202.115966796875
8,202.11598205566406
9,202.115966796875
10,202.11598205566406
11,202.115966796875
12,202.115966796875
13,202.115966796875
14,202.11598205566406
15,202.115966796875
16,202.115966796875
17,202.11598205566406
18,202.115966796875
19,202.115966796875
20,202.115966796875
21,202.11598205566406
22,202.115966796875
23,202.11598205566406
24,202.115966796875
25,202.11598205566406
26,202.11598205566406
27,202.115966796875
28,202.11598205566406
29,202.115966796875
30,202.115966796875
31,202.115966796875
32,202.11598205566406
33,202.115966796875
34,202.11598205566406
35,202.11598205566406
36,202.115966796875
37,202.11598205566406
38,202.115966796875
39,202.11598205566406
40,202.115966796875
41,202.115966796875
42,202.11598205566406
43,202.115966796875
44,202.11598205566406
45,202.115966796875
46,202.115966796875
47,202.115966796875
48,202.11598205566406
49,202.115966796875
50,202.11598205566406
51,202.115966796875
52,202.11598205566406
53,202.11598205566406
54,202.11598205566406
55,202.11598205566406
56,202.115966796875
57,202.11598205566406
58,202.115966796875
59,202.11598205566406
60,202.115966796875
61,202.11598205566406
62,202.115966796875
63,202.11598205566406
64,202.11598205566406
65,202.115966796875
66,202.11598205566406
67,202.115966796875
68,202.11598205566406
69,202.115966796875
70,202.11598205566406
71,202.11598205566406
72,202.115966796875
73,202.11598205566406
74,202.115966796875
75,202.11598205566406
76,202.115966796875
77,202.115966796875
78,202.11598205566406
79,202.115966796875
80,202.11598205566406
81,202.115966796875
82,202.11598205566406
83,202.115966796875
84,202.11598205566406
85,202.11598205566406
86,202.11598205566406
87,202.11598205566406
88,202.115966796875
89,202.11598205566406
90,202.115966796875
91,202.115966796875
92,202.115966796875
93,202.11598205566406
94,202.11598205566406
95,202.115966796875
96,202.11598205566406
97,202.115966796875
98,202.11598205566406
99,202.115966796875
100,202.11598205566406
101,202.115966796875
102,202.11598205566406
103,202.115966796875
104,202.11598205566406
105,202.11598205566406
106,202.115966796875
107,202.11598205566406
108,202.115966796875
109,202.11598205566406
110,202.115966796875
111,202.11598205566406
112,202.11598205566406
113,202.115966796875
114,202.11598205566406
115,202.115966796875
116,202.11598205566406
117,202.115966796875
118,202.11598205566406
119,202.11598205566406
120,202.115966796875
121,202.11598205566406
122,202.115966796875
123,202.11598205566406
124,202.115966796875
125,202.11598205566406
126,202.115966796875
127,202.11598205566406
128,202.11598205566406
129,202.115966796875
130,202.11598205566406
131,202.115966796875
132,202.115966796875
133,202.115966796875
134,202.115966796875
135,202.115966796875
136,202.115966796875
137,202.115966796875
138,202.11598205566406
139,202.115966796875
140,202.115966796875
141,202.11598205566406
142,202.11598205566406
143,202.11598205566406
144,202.115966796875
145,202.115966796875
146,202.115966796875
147,202.11598205566406
148,202.115966796875
149,202.115966796875
150,202.115966796875
151,202.11598205566406
152,202.115966796875
153,202.11598205566406
154,202.11598205566406
155,202.115966796875
156,202.11598205566406
157,202.115966796875
158,202.11598205566406
159,202.115966796875
160,202.11598205566406
161,202.115966796875
162,202.11598205566406
163,202.11598205566406
164,202.115966796875
165,202.11598205566406
166,202.115966796875
167,202.11598205566406
168,202.115966796875
169,202.11598205566406
170,202.11598205566406
171,202.115966796875
172,202.115966796875
173,202.115966796875
174,202.11598205566406
175,202.115966796875
176,202.115966796875
177,202.11598205566406
178,202.115966796875
179,202.11598205566406
180,202.115966796875
181,202.11598205566406
182,202.115966796875
183,202.11598205566406
184,202.11598205566406
185,202.11598205566406
186,202.11598205566406
187,202.115966796875
188,202.11598205566406
189,202.115966796875
190,202.11598205566406
191,202.115966796875
192,202.115966796875
193,202.11598205566406
194,202.115966796875
195,202.11598205566406
196,202.115966796875
197,202.115966796875
198,202.115966796875
