step,obs/extra/right_tcp_pose_6d_from_bimanual_center_0,obs/extra/right_tcp_pose_6d_from_bimanual_center_1,obs/extra/right_tcp_pose_6d_from_bimanual_center_2,obs/extra/right_tcp_pose_6d_from_bimanual_center_3,obs/extra/right_tcp_pose_6d_from_bimanual_center_4,obs/extra/right_tcp_pose_6d_from_bimanual_center_5,obs/extra/right_tcp_pose_6d_from_bimanual_center_6,obs/extra/right_tcp_pose_6d_from_bimanual_center_7,obs/extra/right_tcp_pose_6d_from_bimanual_center_8
0,0.010967016220092773,-0.25655344128608704,0.08543139696121216,0.1342684030532837,-0.9769272804260254,-0.16608746349811554,-0.8440355062484741,-0.02492809295654297,-0.5357076525688171
1,0.010396063327789307,-0.25551846623420715,0.0812496691942215,0.17101377248764038,-0.9715626835823059,-0.16376955807209015,-0.837479829788208,-0.055779457092285156,-0.5436142683029175
2,0.00883173942565918,-0.2548907995223999,0.07637183368206024,0.2202357053756714,-0.9619098901748657,-0.16194356977939606,-0.8285930156707764,-0.09687948226928711,-0.5514055490493774
3,0.006796300411224365,-0.2544630765914917,0.07182876765727997,0.2678821086883545,-0.9502745270729065,-0.15880019962787628,-0.8184701800346375,-0.1375037431716919,-0.5578523278236389
4,0.004677534103393555,-0.25397661328315735,0.06754031777381897,0.31307655572891235,-0.9370148777961731,-0.1548747420310974,-0.8069139122962952,-0.17643535137176514,-0.5637024641036987
5,0.002591550350189209,-0.2535246014595032,0.06359595060348511,0.35629838705062866,-0.9222080707550049,-0.15027916431427002,-0.7939807772636414,-0.21403205394744873,-0.5690210461616516
6,0.0006005764007568359,-0.2531086504459381,0.0599946528673172,0.3975042700767517,-0.9060800075531006,-0.1449461579322815,-0.7797999382019043,-0.25031185150146484,-0.573808491230011
7,-0.0012744665145874023,-0.2527262568473816,0.05672033131122589,0.43688035011291504,-0.8887166380882263,-0.13899075984954834,-0.7644307017326355,-0.285369873046875,-0.5781088471412659
8,-0.0031496286392211914,-0.25239264965057373,0.053911224007606506,0.4748079776763916,-0.8699930310249329,-0.13292664289474487,-0.7480571866035461,-0.3193777799606323,-0.5817288756370544
9,-0.005294442176818848,-0.25226035714149475,0.051526933908462524,0.5115587711334229,-0.8498381972312927,-0.1268174797296524,-0.7309440970420837,-0.3528198003768921,-0.5841567516326904
10,-0.007559299468994141,-0.2523418068885803,0.04955238103866577,0.5471278429031372,-0.8283593058586121,-0.12029929459095001,-0.7128471732139587,-0.3857760429382324,-0.5856839418411255
11,-0.009301364421844482,-0.25242796540260315,0.04828721284866333,0.5817356705665588,-0.8053803443908691,-0.11378081142902374,-0.6931833624839783,-0.4177119731903076,-0.5873784422874451
12,-0.01059025526046753,-0.25250762701034546,0.047513216733932495,0.6153085231781006,-0.780939519405365,-0.10737287998199463,-0.6721106171607971,-0.4485626220703125,-0.5891171097755432
13,-0.011695802211761475,-0.25259581208229065,0.04701519012451172,0.6480969190597534,-0.7547844052314758,-0.10134533047676086,-0.649755597114563,-0.47862136363983154,-0.5905413627624512
14,-0.012676656246185303,-0.252684086561203,0.046825945377349854,0.6802851557731628,-0.7266664505004883,-0.09574934095144272,-0.6259254217147827,-0.5080041885375977,-0.5917341113090515
15,-0.013687312602996826,-0.25278547406196594,0.04667899012565613,0.711675763130188,-0.6966851949691772,-0.09026233851909637,-0.6005889177322388,-0.5367305278778076,-0.5926324129104614
16,-0.014662504196166992,-0.252901554107666,0.04660600423812866,0.7423000931739807,-0.6646933555603027,-0.0846954882144928,-0.5734862089157104,-0.5648382902145386,-0.5933558344841003
17,-0.015548169612884521,-0.2529975473880768,0.046592339873313904,0.7721803784370422,-0.6304706335067749,-0.07902037352323532,-0.544402003288269,-0.5923229455947876,-0.5939528942108154
18,-0.016501545906066895,-0.25311192870140076,0.0465790331363678,0.80098557472229,-0.5941901803016663,-0.07321258634328842,-0.5134597420692444,-0.6189219951629639,-0.5943859815597534
19,-0.017404675483703613,-0.2532152533531189,0.04662826657295227,0.8285360336303711,-0.555907130241394,-0.06704717874526978,-0.48049890995025635,-0.6443996429443359,-0.5948696732521057
20,-0.018292486667633057,-0.25330835580825806,0.0466427206993103,0.8547345995903015,-0.5154924392700195,-0.06079734116792679,-0.4455970227718353,-0.6686323881149292,-0.5952931046485901
21,-0.019238412380218506,-0.25341787934303284,0.04666846990585327,0.8794543743133545,-0.4728275537490845,-0.0547184944152832,-0.4088154435157776,-0.6914654970169067,-0.5956051349639893
22,-0.020180106163024902,-0.2535267174243927,0.046736955642700195,0.9026373624801636,-0.42760708928108215,-0.0489690825343132,-0.3700002133846283,-0.7128008604049683,-0.5958310961723328
23,-0.021224617958068848,-0.25370341539382935,0.04672056436538696,0.9240033030509949,-0.37987759709358215,-0.04371362179517746,-0.3293902575969696,-0.7326654195785522,-0.5955698490142822
24,-0.02226155996322632,-0.25392594933509827,0.046729594469070435,0.9432364702224731,-0.3298454284667969,-0.03881918266415596,-0.28700268268585205,-0.750690221786499,-0.5950577259063721
25,-0.02330881357192993,-0.2542223036289215,0.046772465109825134,0.9600369930267334,-0.27775683999061584,-0.03435259684920311,-0.24306882917881012,-0.7666406631469727,-0.594289243221283
26,-0.024326801300048828,-0.2545624375343323,0.04687686264514923,0.974207878112793,-0.22368572652339935,-0.029727857559919357,-0.19727592170238495,-0.7803162336349487,-0.5934550166130066
27,-0.02538597583770752,-0.2549361288547516,0.04706194996833801,0.9854464530944824,-0.1681593507528305,-0.024854037910699844,-0.14998377859592438,-0.7913320064544678,-0.5927043557167053
28,-0.026401400566101074,-0.25529903173446655,0.047425851225852966,0.993553638458252,-0.11161992698907852,-0.01980365812778473,-0.10161139816045761,-0.7994091510772705,-0.5921317934989929
29,-0.02739417552947998,-0.25566405057907104,0.047833919525146484,0.9983932971954346,-0.054748378694057465,-0.014609700068831444,-0.05277622491121292,-0.8045921325683594,-0.591478168964386
30,-0.02837294340133667,-0.25601986050605774,0.04804752767086029,0.99994957447052,0.0024551411624997854,-0.009739468805491924,-0.003773211967200041,-0.8068236112594604,-0.5907804369926453
31,-0.029372870922088623,-0.2563547194004059,0.04819554090499878,0.9981949329376221,0.05979561060667038,-0.005602564662694931,0.04498286545276642,-0.8061935901641846,-0.5899393558502197
32,-0.03039538860321045,-0.25671374797821045,0.0482117235660553,0.9931135177612305,0.11713594198226929,-0.0021637047175318003,0.0934017226099968,-0.8027664422988892,-0.5889332890510559
33,-0.03140377998352051,-0.25711682438850403,0.04820318520069122,0.9846596121788025,0.17448288202285767,0.0010915138991549611,0.14180219173431396,-0.7965561151504517,-0.587699294090271
34,-0.032411932945251465,-0.257601797580719,0.048206448554992676,0.972782552242279,0.23167800903320312,0.004408754408359528,0.1902119517326355,-0.7875171899795532,-0.5862048268318176
35,-0.033398211002349854,-0.25814270973205566,0.048171475529670715,0.9575098752975464,0.28829142451286316,0.007931629195809364,0.23833230137825012,-0.7754944562911987,-0.5846420526504517
36,-0.034347355365753174,-0.25868886709213257,0.0481400191783905,0.9389373660087585,0.34388625621795654,0.011782759800553322,0.2858312129974365,-0.7604460716247559,-0.5831145644187927
37,-0.03520709276199341,-0.25917840003967285,0.04816034436225891,0.9171932339668274,0.3981187641620636,0.016063006594777107,0.3324235677719116,-0.7423735857009888,-0.5817012190818787
38,-0.036073923110961914,-0.2596692144870758,0.0481640100479126,0.8924292325973511,0.4507412314414978,0.020061837509274483,0.377480149269104,-0.7215452194213867,-0.5804149508476257
39,-0.03687375783920288,-0.26013287901878357,0.04817557334899902,0.8648535013198853,0.5014450550079346,0.024108394980430603,0.4208616614341736,-0.6980154514312744,-0.579352855682373
40,-0.03759467601776123,-0.2605423927307129,0.04819318652153015,0.8346238136291504,0.5500950217247009,0.028259538114070892,0.4624408781528473,-0.6719121932983398,-0.5785176157951355
41,-0.03812617063522339,-0.2608391046524048,0.04820357263088226,0.8019701242446899,0.5964727997779846,0.03262190893292427,0.5020635724067688,-0.6434308290481567,-0.5778660774230957
42,-0.03818243741989136,-0.26086944341659546,0.04822498559951782,0.7670937776565552,0.6404252648353577,0.037716690450906754,0.5398761630058289,-0.6126632690429688,-0.5772153735160828
43,-0.03727191686630249,-0.2603380084037781,0.04831971228122711,0.7301427125930786,0.6818445920944214,0.04449254274368286,0.5762490034103394,-0.579459547996521,-0.5763365030288696
44,-0.035707056522369385,-0.2594500780105591,0.048569172620773315,0.6916385889053345,0.7203699946403503,0.05199132859706879,0.6106653809547424,-0.5448338985443115,-0.5746685266494751
45,-0.03407019376754761,-0.2585453987121582,0.04900430142879486,0.6508859395980835,0.7568791508674622,0.05900396406650543,0.6436001658439636,-0.5089057683944702,-0.571658730506897
46,-0.032304584980010986,-0.2576305568218231,0.049664586782455444,0.6071854829788208,0.7918481230735779,0.06559209525585175,0.6756157279014587,-0.47108209133148193,-0.5671200752258301
47,-0.029978275299072266,-0.2567666471004486,0.05072303116321564,0.5604394674301147,0.8250830173492432,0.07173322886228561,0.7070794701576233,-0.43158531188964844,-0.5601541996002197
48,-0.02699911594390869,-0.2559618651866913,0.05224701762199402,0.5110801458358765,0.8560500144958496,0.07730111479759216,0.7377802133560181,-0.3907660245895386,-0.5504382848739624
49,-0.023548007011413574,-0.25506675243377686,0.054292768239974976,0.45942622423171997,0.8844183087348938,0.08204763382673264,0.7673050761222839,-0.34865903854370117,-0.5382192134857178
50,-0.020156145095825195,-0.2536942958831787,0.056630268692970276,0.4061394929885864,0.9097103476524353,0.08647480607032776,0.7946180701255798,-0.30484938621520996,-0.5250228643417358
51,-0.017041504383087158,-0.25174081325531006,0.059166789054870605,0.3517603874206543,0.9316691756248474,0.09086919575929642,0.819214940071106,-0.2594180107116699,-0.5114580392837524
52,-0.014331996440887451,-0.24921655654907227,0.061887577176094055,0.2965888977050781,0.9502456188201904,0.095227912068367,0.8408898115158081,-0.212579607963562,-0.49770909547805786
53,-0.012078404426574707,-0.24620789289474487,0.06475979089736938,0.2408517599105835,0.9654465317726135,0.09951598942279816,0.8595588803291321,-0.1645653247833252,-0.4838148355484009
54,-0.010317325592041016,-0.24278870224952698,0.06775574386119843,0.18469631671905518,0.9773086905479431,0.10370688140392303,0.8751705288887024,-0.11553943157196045,-0.46981632709503174
55,-0.0091170072555542,-0.23900701105594635,0.07087084650993347,0.12824857234954834,0.9858715534210205,0.10774828493595123,0.887665867805481,-0.06565976142883301,-0.4557831883430481
56,-0.008544325828552246,-0.23491710424423218,0.07408738136291504,0.07170379161834717,0.9911604523658752,0.11162276566028595,0.896968424320221,-0.015130996704101562,-0.441835880279541
57,-0.008537054061889648,-0.23057231307029724,0.07735899090766907,0.01530987024307251,0.9931767582893372,0.11560958623886108,0.9030742049217224,0.035897672176361084,-0.42798173427581787
58,-0.009101510047912598,-0.22601653635501862,0.08066898584365845,-0.04074406623840332,0.9919660091400146,0.11976361274719238,0.9059666395187378,0.08722740411758423,-0.414265513420105
