step,mesured_q_0,mesured_q_1,mesured_q_2,mesured_q_3,mesured_q_4,mesured_q_5,mesured_q_6,mesured_q_7,mesured_q_8,mesured_q_9,mesured_q_10,mesured_q_11,mesured_q_12,mesured_q_13,mesured_q_14,mesured_q_15
0,0.2840685248374939,-0.08290784806013107,-0.45984601974487305,0.38023221492767334,-0.4044647216796875,1.5750517845153809,0.1601623296737671,0.7303667664527893,0.02250056155025959,-0.27714672684669495,0.4133891761302948,1.0673575401306152,-0.06869642436504364,1.6505166292190552,-0.10564611107110977,0.7308563590049744
1,0.32040801644325256,-0.05697488412261009,-0.47042614221572876,0.37269604206085205,-0.40998589992523193,1.5692148208618164,0.1883224993944168,0.7303536534309387,0.003648849669843912,-0.24863165616989136,0.4417157471179962,1.0748827457427979,-0.043803464621305466,1.6207391023635864,-0.1005098968744278,0.730802595615387
2,0.351561963558197,-0.032299626618623734,-0.46772441267967224,0.3693222403526306,-0.41469332575798035,1.5850675106048584,0.21804779767990112,0.7309367656707764,-0.017089329659938812,-0.21860374510288239,0.4698896110057831,1.0857548713684082,-0.03516615554690361,1.5910753011703491,-0.10519150644540787,0.7308977246284485
3,0.38118985295295715,-0.011525969952344894,-0.4464781880378723,0.37295567989349365,-0.41443684697151184,1.595507264137268,0.24789144098758698,0.730374813079834,-0.03997061774134636,-0.19024740159511566,0.4983364939689636,1.0891071557998657,-0.028882814571261406,1.5613692998886108,-0.1114664152264595,0.7308844327926636
4,0.4131222069263458,0.007360395509749651,-0.4261932075023651,0.37474092841148376,-0.41601070761680603,1.602562665939331,0.2751120924949646,0.7299186587333679,-0.06384651362895966,-0.16379451751708984,0.5265933275222778,1.0857923030853271,-0.024148879572749138,1.5330206155776978,-0.1114899218082428,0.7308775782585144
5,0.4475242793560028,0.021828120574355125,-0.4182879328727722,0.376375675201416,-0.41749754548072815,1.6109915971755981,0.3025822639465332,0.7299897074699402,-0.08724360913038254,-0.14074644446372986,0.5510340332984924,1.0839719772338867,-0.019728705286979675,1.506219506263733,-0.11033675819635391,0.7308831810951233
6,0.47881433367729187,0.030947433784604073,-0.4135679304599762,0.37746623158454895,-0.4191291034221649,1.6214452981948853,0.33257192373275757,0.7302132248878479,-0.11122091114521027,-0.12092489749193192,0.5731420516967773,1.0930246114730835,-0.02910258248448372,1.477859377861023,-0.10387790203094482,0.731010377407074
7,0.5050275921821594,0.03191198408603668,-0.39569202065467834,0.3765774369239807,-0.42169010639190674,1.6308009624481201,0.36396944522857666,0.730312705039978,-0.13824452459812164,-0.10233882069587708,0.5961386561393738,1.0951610803604126,-0.04373879358172417,1.4500080347061157,-0.08971184492111206,0.7310062050819397
8,0.5322185158729553,0.030900776386260986,-0.3730139434337616,0.37424933910369873,-0.42466139793395996,1.638629674911499,0.3961223363876343,0.7304288148880005,-0.16768881678581238,-0.08866485208272934,0.6197119951248169,1.0947792530059814,-0.06017129123210907,1.423437476158142,-0.07870056480169296,0.7310371994972229
9,0.5611711740493774,0.030136987566947937,-0.3520752787590027,0.37201663851737976,-0.4272022843360901,1.6461925506591797,0.4283948838710785,0.7304844260215759,-0.19685329496860504,-0.07736309617757797,0.6427538990974426,1.0957766771316528,-0.08026711642742157,1.3978475332260132,-0.06659464538097382,0.7310575246810913
