step,rewards_t_0
0,-2.230679988861084
1,-0.22398069500923157
2,-0.21666160225868225
3,-0.2096000611782074
4,-0.01594257727265358
5,0.04834406450390816
6,0.04741450399160385
7,0.21556638181209564
8,0.28786465525627136
9,0.28137996792793274
10,0.27532723546028137
11,0.2702215611934662
12,0.26606056094169617
13,0.26272717118263245
14,0.2600518763065338
15,0.25793442130088806
16,0.2563554346561432
17,0.25521257519721985
18,0.25427648425102234
19,0.25341591238975525
20,0.25268837809562683
21,0.25207045674324036
22,0.2516697347164154
23,0.25137946009635925
24,0.2511598765850067
25,0.2510160505771637
26,0.25089481472969055
27,0.25079360604286194
28,0.25074049830436707
29,0.2507149875164032
30,0.25086191296577454
31,0.2511456310749054
32,0.2514629065990448
33,0.2517155110836029
34,0.25196340680122375
35,0.2523023188114166
36,0.2527884542942047
37,0.25324007868766785
38,0.2537910044193268
39,0.2543835937976837
40,0.2548997104167938
41,0.25514253973960876
42,0.25525256991386414
43,0.2553955614566803
44,0.25569459795951843
45,0.25619402527809143
46,0.25674328207969666
47,0.2571801245212555
48,0.2574332654476166
49,0.25759556889533997
50,0.25772443413734436
51,0.2578296661376953
52,0.2579548954963684
53,0.25806525349617004
54,0.25778284668922424
55,0.2572515904903412
56,0.25658658146858215
57,0.2560000717639923
58,0.2554278075695038
59,0.2548917233943939
60,0.2545489966869354
61,0.25432083010673523
62,0.25409647822380066
63,0.2538822591304779
64,0.25364693999290466
65,0.25336238741874695
66,0.2530498206615448
67,0.252712219953537
68,0.2524195611476898
69,0.2521806061267853
70,0.2519654333591461
71,0.25179633498191833
72,0.25170382857322693
73,0.2516425549983978
74,0.2515871226787567
75,0.25156089663505554
76,0.2515476644039154
77,0.2514851987361908
78,0.2513551414012909
79,0.25123295187950134
80,0.2511630356311798
81,0.25114086270332336
82,0.2511994540691376
83,0.2513517439365387
84,0.25153282284736633
85,0.25173309445381165
86,0.2519661486148834
87,0.2522027790546417
88,0.2523949444293976
89,0.25251051783561707
90,0.2525472342967987
91,0.25251397490501404
92,0.25246092677116394
93,0.25237587094306946
94,0.2522576153278351
95,0.25210562348365784
96,0.25192907452583313
97,0.25173595547676086
98,0.25153353810310364
99,0.2513403594493866
100,0.2511862814426422
101,0.25106850266456604
102,0.2509573996067047
103,0.250855416059494
104,0.25076088309288025
105,0.2506813108921051
106,0.2506139576435089
107,0.2505556046962738
108,0.2505249083042145
109,0.25053146481513977
110,0.25055691599845886
111,0.25060126185417175
112,0.25067338347435
113,0.25077518820762634
114,0.2509085237979889
115,0.25106939673423767
116,0.2512619197368622
117,0.2514958083629608
118,0.25180360674858093
119,0.2522079646587372
120,0.2526859939098358
121,0.25316140055656433
122,0.25370821356773376
123,0.2543371021747589
124,0.2550535500049591
125,0.2558295428752899
126,0.256611168384552
127,0.2574199438095093
128,0.2581985890865326
129,0.2588154375553131
130,0.2591697871685028
131,0.2592994272708893
132,0.2592349946498871
133,0.2589106857776642
134,0.25840243697166443
135,0.25780346989631653
136,0.2571848928928375
137,0.2566322684288025
138,0.2561075687408447
139,0.2556042969226837
140,0.07044094055891037
141,0.0046048639342188835
142,0.0041337814182043076
143,0.003701860085129738
144,0.0032624839805066586
145,0.0027942536398768425
146,0.0023581578861922026
147,0.001965542556717992
148,0.0016280917916446924
149,0.001342914765700698
150,0.001111494842916727
151,0.0009185567032545805
152,0.000748772406950593
153,0.0005989226046949625
154,0.00046639773063361645
155,0.00034867553040385246
156,0.00024186796508729458
157,0.00014232227113097906
158,4.299613647162914e-05
159,-4.852982237935066e-05
160,-0.00010899966582655907
161,-0.00014088652096688747
162,-0.00014809821732342243
163,-0.0001378403976559639
164,-0.00011418433859944344
165,-9.055882401298732e-05
166,-3.718333027791232e-05
167,4.645402077585459e-05
168,0.00010986754205077887
169,0.00019030715338885784
170,0.00028001097962260246
171,0.0003935270942747593
172,0.0005438223015516996
173,0.000737686874344945
174,0.0009748516604304314
175,0.0012311532627791166
176,0.001501905731856823
177,0.0017863931134343147
178,0.002102743135765195
179,0.002234597457572818
180,0.0022611194290220737
181,0.0024524780455976725
182,0.0026790814008563757
183,0.0028270974289625883
184,0.002979661338031292
185,0.0031328704208135605
186,0.003287601750344038
187,0.0034537785686552525
188,0.0036285908427089453
189,0.003828624961897731
190,0.004058290272951126
191,0.004283653572201729
192,0.004434905480593443
193,0.004515338223427534
194,0.004588563926517963
195,0.004650431219488382
196,0.00470369029790163
197,0.004747261293232441
198,0.00478141475468874
