step,rewards_t_0
0,-1.7408215999603271
1,0.28013598918914795
2,0.2893693745136261
3,0.3007657825946808
4,0.31390082836151123
5,0.327926367521286
6,0.34086015820503235
7,0.3514610230922699
8,0.3570096492767334
9,0.35578563809394836
10,0.3495123088359833
11,0.33958399295806885
12,0.32858043909072876
13,0.31912389397621155
14,0.30998048186302185
15,0.3008125424385071
16,0.2915884554386139
17,0.28356122970581055
18,0.27797141671180725
19,0.27545252442359924
20,0.27475646138191223
21,0.27492475509643555
22,0.27561846375465393
23,0.2764528691768646
24,0.2771092355251312
25,0.2774756848812103
26,0.27748945355415344
27,0.2771044671535492
28,0.27635928988456726
29,0.27528077363967896
30,0.2740440368652344
31,0.2726075351238251
32,0.2710747718811035
33,0.2694191038608551
34,0.26773515343666077
35,0.2660590708255768
36,0.26448753476142883
37,0.26305267214775085
38,0.2619751989841461
39,0.26122671365737915
40,0.2608364224433899
41,0.2605970501899719
42,0.26055511832237244
43,0.2605147659778595
44,0.2604219615459442
45,0.2603306770324707
46,0.26023831963539124
47,0.2601883113384247
48,0.2604736089706421
49,0.2609327733516693
50,0.26140475273132324
51,0.2618584930896759
52,0.26254263520240784
53,0.2632119953632355
54,0.2632467448711395
55,0.2630701959133148
56,0.2623434066772461
57,0.26195207238197327
58,0.2618165612220764
59,0.2618667185306549
60,0.2623521685600281
61,0.2626560628414154
62,0.2629016041755676
63,0.2632903754711151
64,0.2637546956539154
65,0.26456278562545776
66,0.2655189037322998
67,0.26694366335868835
68,0.26896628737449646
69,0.271702378988266
70,0.27510714530944824
71,0.2786734402179718
72,0.2830878794193268
73,0.2885274589061737
74,0.29436591267585754
75,0.29852166771888733
76,0.2988067865371704
77,0.29447293281555176
78,0.28804218769073486
79,0.2819807827472687
80,0.27703937888145447
81,0.27386537194252014
82,0.27064403891563416
83,0.27160385251045227
84,0.27129676938056946
85,0.2699316143989563
86,0.2684074342250824
87,0.2690378725528717
88,0.2700798213481903
89,0.2711997926235199
90,0.27239885926246643
91,0.272724449634552
92,0.271424263715744
93,0.269183874130249
94,0.26772063970565796
95,0.26660433411598206
96,0.2656678855419159
97,0.2649317681789398
98,0.264469712972641
99,0.26416823267936707
100,0.263975590467453
101,0.26389142870903015
102,0.26358669996261597
103,0.26314908266067505
104,0.2625821530818939
105,0.26214486360549927
106,0.26200810074806213
107,0.26205769181251526
108,0.2620895802974701
109,0.26250308752059937
110,0.263309508562088
111,0.2645970284938812
112,0.2664211690425873
113,0.2685823142528534
114,0.27108949422836304
115,0.27346670627593994
116,0.2746110260486603
117,0.2753840982913971
118,0.2765602469444275
119,0.2786308825016022
120,0.28118839859962463
121,0.28395646810531616
122,0.28640198707580566
123,0.2887714207172394
124,0.29131272435188293
125,0.29311564564704895
126,0.2943780720233917
127,0.2930574119091034
128,0.2894439399242401
129,0.28478819131851196
130,0.2810424864292145
131,0.2792735993862152
132,0.2799113392829895
133,0.28262919187545776
134,0.2866019904613495
135,0.29197123646736145
136,0.29930180311203003
137,0.30528882145881653
138,0.3083913028240204
139,0.3127562701702118
140,0.3191991150379181
141,0.3350732624530792
142,0.3622263967990875
143,0.19102248549461365
144,0.18981486558914185
145,0.22428563237190247
146,0.2425079345703125
147,0.23834267258644104
148,0.21098092198371887
149,0.16932839155197144
150,0.1301981806755066
151,0.0990535318851471
152,0.07727858424186707
153,0.06310856342315674
154,0.0536552369594574
155,0.04513601213693619
156,0.03671034425497055
157,0.029285630211234093
158,0.024857809767127037
159,0.02284730225801468
160,0.022002167999744415
161,0.021396135911345482
162,0.14774033427238464
163,0.2076544165611267
164,0.12913073599338531
165,0.03593244403600693
166,0.02005147561430931
167,0.018902957439422607
168,0.017367161810398102
169,0.015563972294330597
170,0.01462279912084341
171,0.013807184994220734
172,0.012609638273715973
173,0.011278643272817135
174,0.11496751755475998
175,0.2560131847858429
176,0.2594556510448456
177,0.25892403721809387
178,0.25825998187065125
179,0.2574171721935272
180,0.2564927041530609
181,0.25573959946632385
182,0.2551816999912262
183,0.2548184096813202
184,0.25501498579978943
185,0.2556839883327484
186,0.25658559799194336
187,0.2575257420539856
188,0.2583029866218567
189,0.2587226331233978
190,0.2588503360748291
191,0.25860661268234253
192,0.2579359710216522
193,0.25699734687805176
194,0.2560443580150604
195,0.25521978735923767
196,0.25469836592674255
197,0.13408304750919342
198,0.003996766172349453
