step,actions_0,actions_1,actions_2,actions_3,actions_4,actions_5,actions_6,actions_7,actions_8,actions_9,actions_10,actions_11,actions_12,actions_13,actions_14,actions_15
0,-0.984546422958374,0.9980367422103882,-0.9919534921646118,-0.6500238180160522,-0.9767841696739197,-0.8545669317245483,0.3558318018913269,-0.23742438852787018,0.9721803665161133,0.9511554837226868,0.9847366809844971,-0.9315696358680725,0.9774418473243713,-0.3264712393283844,-0.7020004987716675,0.03383106365799904
1,-0.9871416091918945,0.9979238510131836,-0.9763223528862,-0.8060749769210815,-0.9891692996025085,-0.6926524043083191,-0.4963668882846832,-0.3286724090576172,0.9825690388679504,0.9458733201026917,0.9874603152275085,-0.8853773474693298,0.993131160736084,-0.4835189878940582,-0.8349193334579468,-0.10958192497491837
2,-0.9901410341262817,0.996246337890625,-0.981176495552063,-0.8851377964019775,-0.9780337810516357,-0.5242209434509277,-0.6827032566070557,-0.16733047366142273,0.9776583909988403,0.9616566300392151,0.9504948854446411,-0.8922944664955139,0.9932848215103149,-0.3783092200756073,-0.8914325833320618,-0.24035266041755676
3,-0.990989625453949,0.9857670664787292,-0.9692165851593018,-0.9000361561775208,-0.9643098711967468,-0.5376399159431458,-0.737910270690918,-0.025400955229997635,0.9824520349502563,0.9751482605934143,0.9193458557128906,-0.9313271045684814,0.9967252016067505,-0.3677596151828766,-0.933523952960968,-0.2812480926513672
4,-0.9860901832580566,0.9034411907196045,-0.9081878662109375,-0.8679309487342834,-0.8918004035949707,-0.6668673157691956,-0.7648540735244751,0.10250543057918549,0.9843447208404541,0.9817007184028625,0.8984715938568115,-0.954359233379364,0.998244047164917,-0.21365302801132202,-0.9277463555335999,-0.31419333815574646
5,-0.982775866985321,0.34787243604660034,-0.5814193487167358,-0.8477736115455627,-0.7339989542961121,-0.6621087193489075,-0.7494543194770813,0.08404281735420227,0.9883043766021729,0.9860906600952148,0.9216378331184387,-0.9653287529945374,0.999057948589325,-0.19131238758563995,-0.9216930866241455,-0.288440078496933
6,-0.9733032584190369,-0.3637905716896057,-0.45603373646736145,-0.734573483467102,-0.2939743101596832,-0.650938868522644,-0.5631383061408997,0.19313420355319977,0.9896787405014038,0.9857338666915894,0.9557087421417236,-0.9807716012001038,0.9991819262504578,0.036440860480070114,-0.8303163051605225,-0.3297334909439087
7,-0.9320449829101562,-0.1078997477889061,-0.6692600846290588,-0.7680795788764954,0.34800633788108826,-0.48080188035964966,-0.3971139192581177,0.28190740942955017,0.9927710890769958,0.9782325625419617,0.9602077007293701,-0.9825093150138855,0.9990419149398804,-0.0890975371003151,-0.5224969983100891,-0.41753411293029785
8,-0.3279099464416504,-0.46704307198524475,-0.7377196550369263,-0.469882994890213,0.8322364687919617,-0.2513160705566406,-0.0864047259092331,0.4040212631225586,0.9895866513252258,0.9200779795646667,0.9888875484466553,-0.9535236358642578,0.9982399940490723,-0.09317885339260101,0.1996370553970337,-0.5249243974685669
9,0.463213711977005,-0.14336110651493073,-0.822665274143219,-0.5006554126739502,0.8429229855537415,-0.06456046551465988,0.4473768174648285,0.476445734500885,0.9843132495880127,0.7616857290267944,0.9930837154388428,-0.9137212634086609,0.9968947768211365,-0.041935257613658905,0.33123457431793213,-0.5907833576202393
10,0.8481384515762329,-0.10893834382295609,-0.9201619625091553,-0.1632717400789261,0.7062203884124756,0.19625842571258545,0.13005433976650238,0.6269801259040833,0.9769402742385864,0.5296579599380493,0.996799647808075,-0.8669317364692688,0.9978315234184265,-0.04882463440299034,0.16317756474018097,-0.7606593370437622
11,0.9706665277481079,-0.19738075137138367,-0.9469484090805054,0.14031462371349335,0.6637663245201111,0.08679646998643875,-0.012437774799764156,0.7677837610244751,0.9005773067474365,0.46380752325057983,0.9982103109359741,-0.8039261102676392,0.9974881410598755,0.13527406752109528,-0.40304142236709595,-0.8700246810913086
12,0.990226149559021,-0.004960556048899889,-0.9376747012138367,-0.03082127310335636,0.5084648728370667,0.30945348739624023,-0.24031586945056915,0.8030223846435547,0.6818212270736694,0.23095197975635529,0.9982125759124756,-0.6969305276870728,0.9961631894111633,0.18246634304523468,-0.6974350214004517,-0.9219518303871155
13,0.9846771955490112,-0.20614707469940186,-0.9520492553710938,-0.35889679193496704,0.4442334771156311,0.570375919342041,-0.4388295114040375,0.8407944440841675,0.4913877248764038,0.1895434856414795,0.9968681931495667,-0.7778672575950623,0.9961897134780884,-0.05667431652545929,-0.6933943033218384,-0.9509762525558472
14,0.9786960482597351,-0.3358210027217865,-0.9681485891342163,-0.231730118393898,0.45750635862350464,0.57085120677948,-0.4027833938598633,0.8169978260993958,0.4791038930416107,0.141323521733284,0.9938337206840515,-0.8357054591178894,0.9967387914657593,-0.043185655027627945,-0.6309281587600708,-0.9372571706771851
15,0.9550044536590576,-0.46159568428993225,-0.972528338432312,-0.39857417345046997,0.46268340945243835,0.6840430498123169,-0.4108526408672333,0.829745352268219,0.37428194284439087,-0.04894794523715973,0.9795315861701965,-0.8634427189826965,0.9962947964668274,0.13924133777618408,-0.5267460942268372,-0.9255325794219971
16,0.9428297877311707,-0.7326318621635437,-0.9837960004806519,-0.2896251678466797,0.8467608094215393,0.49322718381881714,-0.5136527419090271,0.8729132413864136,0.6035239696502686,-0.1046791598200798,0.9591566324234009,-0.8999788761138916,0.9966073036193848,0.3994389474391937,-0.3290935158729553,-0.9102103114128113
17,0.9042111039161682,-0.8079109191894531,-0.9784715175628662,-0.30309954285621643,0.9397459030151367,0.12822355329990387,-0.667113184928894,0.8835813999176025,0.765267550945282,-0.41374558210372925,0.9242041110992432,-0.8716416954994202,0.9956446886062622,0.5127937197685242,-0.1657456010580063,-0.8734909296035767
18,0.7502260804176331,-0.816543459892273,-0.9578812122344971,-0.6013535857200623,0.8414826393127441,0.4456639587879181,-0.7877051830291748,0.8718255758285522,0.23662422597408295,-0.5812653303146362,0.6933106184005737,-0.8088598251342773,0.9795693755149841,0.44340789318084717,-0.3595968782901764,-0.8375805020332336
19,0.68141770362854,-0.9316303730010986,-0.8815222978591919,-0.6938797235488892,0.5622243285179138,0.786698579788208,-0.7063398361206055,0.8185643553733826,-0.712431013584137,-0.7989751696586609,0.5483221411705017,-0.43097755312919617,0.8814147710800171,0.17904290556907654,-0.522597074508667,-0.7641286849975586
20,0.7950795888900757,-0.968845784664154,-0.766539990901947,-0.5977813005447388,0.3244599997997284,0.7993097901344299,-0.550973653793335,0.7904216051101685,-0.9600486159324646,-0.9230829477310181,0.2867642045021057,0.14664503931999207,0.2707012891769409,0.40937161445617676,-0.6576284170150757,-0.647824764251709
