step,penalty_translation_0
0,-9.00203303899616e-05
1,-9.002041042549536e-05
2,-9.001991566037759e-05
3,-9.002005390357226e-05
4,-9.002022125059739e-05
5,-9.002041042549536e-05
6,-9.002051956485957e-05
7,-9.002035221783444e-05
8,-9.002022125059739e-05
9,-9.002011211123317e-05
10,-9.002015576697886e-05
11,-9.002015576697886e-05
12,-9.002050501294434e-05
13,-9.001998841995373e-05
14,-9.002022125059739e-05
15,-9.002008300740272e-05
16,-9.002035221783444e-05
17,-9.002031583804637e-05
18,-9.002019214676693e-05
19,-9.002047590911388e-05
20,-9.002003935165703e-05
21,-9.002015576697886e-05
22,-9.002026490634307e-05
23,-9.00201775948517e-05
24,-9.002041042549536e-05
25,-9.002035221783444e-05
26,-9.002031583804637e-05
27,-9.002026490634307e-05
28,-9.002031583804637e-05
29,-9.00201775948517e-05
30,-9.00204322533682e-05
31,-9.001990110846236e-05
32,-9.002019214676693e-05
33,-9.002022125059739e-05
34,-9.002031583804637e-05
35,-9.002035221783444e-05
36,-9.002022125059739e-05
37,-9.002022125059739e-05
38,-9.002005390357226e-05
39,-9.002005390357226e-05
40,-9.00201266631484e-05
41,-9.002026490634307e-05
42,-9.002041042549536e-05
43,-9.002022125059739e-05
44,-9.002022125059739e-05
45,-9.002011211123317e-05
46,-9.00203303899616e-05
47,-9.00203303899616e-05
48,-9.002015576697886e-05
49,-9.002026490634307e-05
50,-9.002044680528343e-05
51,-9.002003935165703e-05
52,-9.002031583804637e-05
53,-9.002044680528343e-05
54,-9.002026490634307e-05
55,-9.002019214676693e-05
56,-9.002019214676693e-05
57,-9.002022125059739e-05
58,-9.002005390357226e-05
59,-9.002003935165703e-05
60,-9.002035221783444e-05
61,-9.002005390357226e-05
62,-9.002011211123317e-05
63,-9.002019214676693e-05
64,-9.002026490634307e-05
65,-9.002005390357226e-05
66,-9.002015576697886e-05
67,-9.002031583804637e-05
68,-9.00201266631484e-05
69,-9.00203303899616e-05
70,-9.002025035442784e-05
71,-9.002031583804637e-05
72,-9.002015576697886e-05
73,-9.00201775948517e-05
74,-9.001998841995373e-05
75,-9.002001752378419e-05
76,-9.002026490634307e-05
77,-9.002031583804637e-05
78,-9.002041042549536e-05
79,-9.001991566037759e-05
80,-9.002025035442784e-05
81,-9.002041042549536e-05
82,-9.002011211123317e-05
83,-9.00203303899616e-05
84,-9.002019214676693e-05
85,-9.002031583804637e-05
86,-9.002044680528343e-05
87,-9.002026490634307e-05
88,-9.002026490634307e-05
89,-9.002022125059739e-05
90,-9.00201775948517e-05
91,-9.002047590911388e-05
92,-9.002026490634307e-05
93,-9.002041042549536e-05
94,-9.002031583804637e-05
95,-9.002022125059739e-05
96,-9.002031583804637e-05
97,-9.001998841995373e-05
98,-9.002011211123317e-05
99,-9.002035221783444e-05
100,-9.002035221783444e-05
101,-9.002022125059739e-05
102,-9.002044680528343e-05
103,-9.00204322533682e-05
104,-9.002031583804637e-05
105,-9.002035221783444e-05
106,-9.002015576697886e-05
107,-9.002011211123317e-05
108,-9.002022125059739e-05
109,-9.001998841995373e-05
110,-9.002019214676693e-05
111,-9.002003935165703e-05
112,-9.002026490634307e-05
113,-9.001998841995373e-05
114,-9.00203303899616e-05
115,-9.00201266631484e-05
116,-9.00201266631484e-05
117,-9.002025035442784e-05
118,-9.002011211123317e-05
119,-9.002022125059739e-05
120,-9.002003935165703e-05
121,-9.002035221783444e-05
122,-9.00201775948517e-05
123,-9.002019214676693e-05
124,-9.002026490634307e-05
125,-9.002022125059739e-05
126,-9.002035221783444e-05
127,-9.002026490634307e-05
128,-9.002057777252048e-05
129,-9.001998841995373e-05
130,-9.002019214676693e-05
131,-9.002022125059739e-05
132,-9.002041042549536e-05
133,-9.002015576697886e-05
134,-9.002025035442784e-05
135,-9.001991566037759e-05
136,-9.002031583804637e-05
137,-9.002011211123317e-05
138,-9.002008300740272e-05
139,-9.002022125059739e-05
140,-9.002026490634307e-05
141,-9.002035221783444e-05
142,-9.00203303899616e-05
143,-9.002044680528343e-05
144,-9.002003935165703e-05
145,-9.00203303899616e-05
146,-9.001996659208089e-05
147,-9.00203303899616e-05
148,-9.001991566037759e-05
149,-9.00203303899616e-05
150,-9.00203303899616e-05
151,-9.00201775948517e-05
152,-9.002026490634307e-05
153,-9.002025035442784e-05
154,-9.002044680528343e-05
155,-9.002011211123317e-05
156,-9.002031583804637e-05
157,-9.002003935165703e-05
158,-9.002015576697886e-05
159,-9.002015576697886e-05
160,-9.00201775948517e-05
161,-9.002022125059739e-05
162,-9.002031583804637e-05
163,-9.002035221783444e-05
164,-9.002019214676693e-05
165,-9.002026490634307e-05
166,-9.00204322533682e-05
167,-9.002019214676693e-05
168,-9.002005390357226e-05
169,-9.002035221783444e-05
170,-9.00204322533682e-05
171,-9.001991566037759e-05
172,-9.00201266631484e-05
173,-9.002025035442784e-05
174,-9.002022125059739e-05
175,-9.002031583804637e-05
176,-9.002047590911388e-05
177,-9.002025035442784e-05
178,-9.002011211123317e-05
179,-9.00201266631484e-05
180,-9.002044680528343e-05
181,-9.00201266631484e-05
182,-9.002008300740272e-05
183,-9.002026490634307e-05
184,-9.002035221783444e-05
185,-9.002022125059739e-05
186,-9.00203303899616e-05
187,-9.001998841995373e-05
188,-9.00201266631484e-05
189,-9.00201266631484e-05
190,-9.002008300740272e-05
191,-9.00201266631484e-05
192,-9.002047590911388e-05
193,-9.002044680528343e-05
194,-9.002015576697886e-05
195,-9.00203303899616e-05
196,-9.002022125059739e-05
197,-9.002035221783444e-05
198,-9.002008300740272e-05
