step,obs/extra/right_tcp_pose_6d_from_bimanual_center_0,obs/extra/right_tcp_pose_6d_from_bimanual_center_1,obs/extra/right_tcp_pose_6d_from_bimanual_center_2,obs/extra/right_tcp_pose_6d_from_bimanual_center_3,obs/extra/right_tcp_pose_6d_from_bimanual_center_4,obs/extra/right_tcp_pose_6d_from_bimanual_center_5,obs/extra/right_tcp_pose_6d_from_bimanual_center_6,obs/extra/right_tcp_pose_6d_from_bimanual_center_7,obs/extra/right_tcp_pose_6d_from_bimanual_center_8
0,0.16056227684020996,-0.3912849426269531,0.0027354061603546143,0.2868918180465698,-0.9543896913528442,0.08266440778970718,-0.5320696234703064,-0.2305082082748413,-0.814719557762146
1,0.19099640846252441,-0.3691129684448242,0.0042038485407829285,0.294605016708374,-0.9510860443115234,0.09296915680170059,-0.46589750051498413,-0.2278902530670166,-0.854988694190979
2,0.21705222129821777,-0.3443417549133301,0.006063193082809448,0.3023712635040283,-0.9482251405715942,0.09716330468654633,-0.40579941868782043,-0.22029316425323486,-0.8870162963867188
3,0.23680615425109863,-0.3176593780517578,0.006759956479072571,0.3112579584121704,-0.9455366134643555,0.09528420865535736,-0.3564912676811218,-0.20911526679992676,-0.9105958342552185
4,0.25036120414733887,-0.29039478302001953,0.006566159427165985,0.31930142641067505,-0.9434837102890015,0.08879861980676651,-0.3162262737751007,-0.1944129467010498,-0.9285497665405273
5,0.26442933082580566,-0.2668156623840332,0.011025011539459229,0.30492037534713745,-0.9492179155349731,0.07751793414354324,-0.27075761556625366,-0.1644355058670044,-0.9484994411468506
6,0.28125596046447754,-0.24849319458007812,0.019123300909996033,0.26916348934173584,-0.9611343145370483,0.061415255069732666,-0.22499477863311768,-0.12475717067718506,-0.9663399457931519
7,0.3035585880279541,-0.23432111740112305,0.03211645781993866,0.22314167022705078,-0.9738705158233643,0.04223814979195595,-0.1704813688993454,-0.08165180683135986,-0.9819720983505249
8,0.32526564598083496,-0.22883892059326172,0.04464840888977051,0.1716775894165039,-0.984829843044281,0.02523816004395485,-0.11838968098163605,-0.04605734348297119,-0.9918984770774841
9,0.3399050235748291,-0.23033428192138672,0.051927462220191956,0.11595368385314941,-0.9932215809822083,0.008097321726381779,-0.08093053847551346,-0.017572760581970215,-0.9965648055076599
10,0.3454439640045166,-0.2327404022216797,0.054076820611953735,0.06283080577850342,-0.9979535341262817,-0.011870861053466797,-0.059462517499923706,0.008130073547363281,-0.9981973767280579
11,0.34955334663391113,-0.23612642288208008,0.055951252579689026,0.015290260314941406,-0.9994556903839111,-0.02923232689499855,-0.03898466005921364,0.02861762046813965,-0.9988299012184143
12,0.35227227210998535,-0.24326419830322266,0.056752413511276245,-0.036447882652282715,-0.9982631802558899,-0.04628458991646767,-0.025653067976236343,0.04723471403121948,-0.9985543489456177
