step,pushpoint_right_distance_0
0,0.5399677157402039
1,0.4242410361766815
2,0.3941514492034912
3,0.36638420820236206
4,0.34067413210868835
5,0.3172548711299896
6,0.29704511165618896
7,0.2818284332752228
8,0.27194470167160034
9,0.2667674720287323
10,0.265487402677536
11,0.2672334909439087
12,0.2705073356628418
13,0.2746279835700989
14,0.2791699469089508
15,0.28333422541618347
16,0.2874017655849457
17,0.2919335663318634
18,0.2965025305747986
19,0.30137673020362854
20,0.30671778321266174
21,0.3127416670322418
22,0.31963101029396057
23,0.3272634744644165
24,0.32945147156715393
25,0.3280682861804962
26,0.3264930844306946
27,0.32507798075675964
28,0.3236919641494751
29,0.322458416223526
30,0.32123956084251404
31,0.32012706995010376
32,0.31901782751083374
33,0.3180783689022064
34,0.31716516613960266
35,0.3164094388484955
36,0.31567004323005676
37,0.3150918185710907
38,0.3145557641983032
39,0.31416982412338257
40,0.31384459137916565
41,0.3136165142059326
42,0.3134198486804962
43,0.31326138973236084
44,0.3131113052368164
45,0.31300485134124756
46,0.3129158020019531
47,0.31286856532096863
48,0.31282007694244385
49,0.3127950429916382
50,0.31279459595680237
51,0.3129628896713257
52,0.31356897950172424
53,0.31451377272605896
54,0.31553810834884644
55,0.3166234493255615
56,0.3177069127559662
57,0.3188299238681793
58,0.3199901282787323
59,0.321281373500824
60,0.32273489236831665
61,0.32545238733291626
62,0.3300931453704834
63,0.3390423059463501
64,0.34394460916519165
65,0.34395143389701843
66,0.3447538912296295
67,0.34595295786857605
68,0.3473474979400635
69,0.3487648665904999
70,0.3511504828929901
71,0.3544684648513794
72,0.3586771488189697
73,0.36523744463920593
74,0.37199658155441284
75,0.3781614601612091
76,0.3847949504852295
77,0.39285799860954285
78,0.3952738344669342
79,0.3952309489250183
80,0.3946911096572876
81,0.39465874433517456
82,0.3948889672756195
83,0.39519670605659485
84,0.3957878649234772
85,0.39662888646125793
86,0.397710919380188
87,0.39856281876564026
88,0.3990528881549835
89,0.39939579367637634
90,0.39957043528556824
91,0.3995340168476105
92,0.3992297947406769
93,0.39861583709716797
94,0.39767593145370483
95,0.39636892080307007
96,0.39484795928001404
97,0.39316970109939575
98,0.3915065824985504
99,0.39009252190589905
100,0.3881756067276001
101,0.38618916273117065
102,0.3858048915863037
103,0.3852218687534332
104,0.3848661482334137
105,0.38449230790138245
106,0.3836575448513031
107,0.3819524943828583
108,0.3796563446521759
109,0.37838998436927795
110,0.37769994139671326
111,0.37746676802635193
112,0.37689679861068726
113,0.376068115234375
114,0.37579455971717834
115,0.37596413493156433
116,0.3766300082206726
117,0.37711361050605774
118,0.3782051205635071
119,0.3794184625148773
120,0.38082799315452576
121,0.38232913613319397
122,0.38393333554267883
123,0.3855349123477936
124,0.3867391049861908
125,0.38773512840270996
126,0.38873374462127686
127,0.38975316286087036
128,0.3913058340549469
129,0.39365366101264954
130,0.39610493183135986
131,0.399138867855072
132,0.4012278914451599
133,0.40236663818359375
134,0.4024454355239868
135,0.40131303668022156
136,0.398194283246994
137,0.39266011118888855
138,0.38660117983818054
139,0.3794739842414856
140,0.37305447459220886
141,0.36723774671554565
142,0.3632596731185913
143,0.3625290095806122
144,0.36357712745666504
145,0.3700316250324249
146,0.38155534863471985
147,0.39823195338249207
148,0.41679084300994873
149,0.43276259303092957
150,0.4459073543548584
151,0.45754021406173706
152,0.46716105937957764
153,0.47550687193870544
154,0.4833544194698334
155,0.4921300411224365
156,0.5033068060874939
157,0.5169058442115784
158,0.5321681499481201
159,0.548183798789978
160,0.564473032951355
161,0.580970048904419
162,0.5975732207298279
163,0.6140924096107483
164,0.6303107738494873
165,0.6463486552238464
166,0.6620248556137085
167,0.6772981882095337
168,0.6920081973075867
169,0.7057821750640869
170,0.7184951901435852
171,0.7302020788192749
172,0.7412911653518677
173,0.7523179650306702
174,0.763468325138092
175,0.7743899822235107
176,0.7848515510559082
177,0.7949481010437012
178,0.804664134979248
179,0.8139699101448059
180,0.8228209018707275
181,0.8311787843704224
182,0.8390055298805237
183,0.8461446762084961
184,0.8523236513137817
185,0.857845664024353
186,0.8627738952636719
187,0.8677498698234558
188,0.8730832934379578
189,0.8788432478904724
190,0.8850688934326172
191,0.8918520212173462
192,0.8972305655479431
193,0.9011196494102478
194,0.9035421013832092
195,0.9045913219451904
196,0.904396116733551
197,0.90297931432724
198,0.9002769589424133
