step,pushpoint_right_distance_0
0,0.20468248426914215
1,0.1844870150089264
2,0.16741833090782166
3,0.153664693236351
4,0.14305636286735535
5,0.13505412638187408
6,0.129271999001503
7,0.12596815824508667
8,0.1260974109172821
9,0.130617156624794
10,0.1398075670003891
11,0.154720738530159
12,0.17459812760353088
13,0.19796054065227509
14,0.223420187830925
15,0.2498331367969513
16,0.2751087248325348
17,0.2995109260082245
18,0.3232557773590088
19,0.3473048806190491
20,0.3730091452598572
21,0.40112051367759705
22,0.4312134087085724
23,0.46251043677330017
24,0.49256765842437744
25,0.5190582871437073
26,0.5408040881156921
27,0.5595638155937195
28,0.5765638947486877
29,0.5919477939605713
30,0.6057994365692139
31,0.6182208061218262
32,0.6292785406112671
33,0.6391311287879944
34,0.6478276252746582
35,0.6553627848625183
36,0.6619435548782349
37,0.6677913069725037
38,0.6730753183364868
39,0.677912712097168
40,0.6823722720146179
41,0.6866288781166077
42,0.6906630992889404
43,0.6945868134498596
44,0.6987566351890564
45,0.7032525539398193
46,0.7079259157180786
47,0.712665319442749
48,0.7174007892608643
49,0.7221634984016418
50,0.727080225944519
51,0.7319799065589905
52,0.7367157936096191
53,0.7414620518684387
54,0.7463371157646179
55,0.7513257265090942
56,0.756498396396637
57,0.7622113823890686
58,0.7683915495872498
59,0.7746996879577637
60,0.7810542583465576
61,0.7874541282653809
62,0.7939243316650391
63,0.8000392317771912
64,0.8055070042610168
65,0.8101953864097595
66,0.815284252166748
67,0.8205640316009521
68,0.8254727125167847
69,0.8294031620025635
70,0.8325376510620117
71,0.8347409963607788
72,0.8358237743377686
73,0.8358383774757385
74,0.8356651067733765
75,0.8359590172767639
76,0.8360904455184937
77,0.8347731828689575
78,0.8308082818984985
79,0.8241577744483948
80,0.8168672919273376
81,0.8092443943023682
82,0.8010635375976562
83,0.7928804159164429
84,0.7850562334060669
85,0.7818840742111206
86,0.7798823714256287
87,0.7781442403793335
88,0.7763406038284302
89,0.7748278379440308
90,0.7737389802932739
91,0.773223876953125
92,0.7732157707214355
93,0.7737359404563904
94,0.7744117379188538
95,0.7749003171920776
96,0.7750276327133179
97,0.7747191190719604
98,0.7738803625106812
99,0.7726160287857056
100,0.7710753083229065
101,0.7695469260215759
102,0.7685704231262207
103,0.7690520882606506
104,0.7696378231048584
105,0.7705931663513184
106,0.7715615630149841
107,0.7724663615226746
108,0.7738305330276489
109,0.7758828401565552
110,0.7786669731140137
111,0.7822893261909485
112,0.7867991328239441
113,0.7912687659263611
114,0.7958747148513794
115,0.8000591993331909
116,0.8034659624099731
117,0.8053618669509888
118,0.8066993951797485
119,0.8065688014030457
120,0.805962324142456
121,0.8054391145706177
122,0.8052389025688171
123,0.8053185939788818
124,0.8057287931442261
125,0.8065508008003235
126,0.810389518737793
127,0.8164097666740417
128,0.8243100643157959
129,0.8336870670318604
130,0.843737781047821
131,0.8547365069389343
132,0.8636655807495117
133,0.8706836104393005
134,0.8769776225090027
135,0.8830440044403076
136,0.8899688124656677
137,0.8975712656974792
138,0.9055815935134888
139,0.9138253927230835
140,0.9221889972686768
141,0.9307215809822083
142,0.9394129514694214
143,0.9482200145721436
144,0.9570465087890625
145,0.9657313823699951
146,0.97380131483078
147,0.9815279245376587
148,0.9894701242446899
149,0.9970213174819946
150,1.0043330192565918
151,1.0116491317749023
152,1.0188781023025513
153,1.0259941816329956
154,1.0328999757766724
155,1.0393693447113037
156,1.0454111099243164
157,1.0515533685684204
158,1.0577424764633179
159,1.064092755317688
160,1.0705912113189697
161,1.0757769346237183
162,1.0799384117126465
163,1.0829520225524902
164,1.0862234830856323
165,1.0888174772262573
166,1.091992974281311
167,1.0958155393600464
168,1.1003210544586182
169,1.1054444313049316
170,1.1112183332443237
171,1.1178772449493408
172,1.1252022981643677
173,1.1326624155044556
174,1.140138030052185
175,1.1475160121917725
176,1.1547644138336182
177,1.1617698669433594
178,1.1685044765472412
179,1.1749461889266968
180,1.1809173822402954
181,1.1863664388656616
182,1.1912068128585815
183,1.1954257488250732
184,1.1990083456039429
185,1.2018994092941284
186,1.2043890953063965
187,1.2071582078933716
188,1.2108392715454102
189,1.2154844999313354
190,1.2208495140075684
191,1.2268285751342773
192,1.2331621646881104
193,1.239606261253357
194,1.2459828853607178
195,1.2521928548812866
196,1.2581942081451416
197,1.26396644115448
198,1.2695622444152832
