step,obs/extra/right_tcp_pose_6d_from_bimanual_center_0,obs/extra/right_tcp_pose_6d_from_bimanual_center_1,obs/extra/right_tcp_pose_6d_from_bimanual_center_2,obs/extra/right_tcp_pose_6d_from_bimanual_center_3,obs/extra/right_tcp_pose_6d_from_bimanual_center_4,obs/extra/right_tcp_pose_6d_from_bimanual_center_5,obs/extra/right_tcp_pose_6d_from_bimanual_center_6,obs/extra/right_tcp_pose_6d_from_bimanual_center_7,obs/extra/right_tcp_pose_6d_from_bimanual_center_8
0,0.42208075523376465,-0.17203333973884583,0.40810343623161316,0.3240531086921692,-0.931847095489502,0.16325025260448456,0.5098230242729187,0.026652753353118896,-0.8598664999008179
1,0.4149901866912842,-0.17783698439598083,0.37624800205230713,0.34899187088012695,-0.9213581085205078,0.1711839884519577,0.44781726598739624,0.0035011768341064453,-0.8941183090209961
2,0.4073188304901123,-0.18617309629917145,0.3468896448612213,0.3705374598503113,-0.9119384288787842,0.17626814544200897,0.38699695467948914,-0.020938754081726074,-0.9218432903289795
3,0.39914536476135254,-0.1962607055902481,0.31973952054977417,0.39002686738967896,-0.9031696319580078,0.1793423444032669,0.3276883363723755,-0.0458751916885376,-0.9436715245246887
4,0.39016222953796387,-0.20794209837913513,0.29438406229019165,0.40678542852401733,-0.8955336809158325,0.18040280044078827,0.26869481801986694,-0.07145309448242188,-0.9605715274810791
5,0.38025546073913574,-0.22212541103363037,0.27061688899993896,0.418590784072876,-0.8900401592254639,0.18058323860168457,0.20878854393959045,-0.09920382499694824,-0.9729161262512207
6,0.36946702003479004,-0.239206001162529,0.24865543842315674,0.42438822984695435,-0.8873743414878845,0.18017035722732544,0.14759331941604614,-0.12852442264556885,-0.9806617498397827
7,0.35787224769592285,-0.25955575704574585,0.22931110858917236,0.423164963722229,-0.8880307674407959,0.17981351912021637,0.08532718569040298,-0.15851736068725586,-0.9836623072624207
8,0.3453834056854248,-0.2815822958946228,0.21246349811553955,0.4147246479988098,-0.8920590281486511,0.17953906953334808,0.0215266402810812,-0.18763375282287598,-0.9820032119750977
9,0.33174777030944824,-0.3040027618408203,0.19740062952041626,0.39733779430389404,-0.900104820728302,0.1787010282278061,-0.04523992910981178,-0.21370935440063477,-0.9758492708206177
10,0.3168814182281494,-0.3248533010482788,0.1842394769191742,0.36975330114364624,-0.9123783111572266,0.17563696205615997,-0.11318793892860413,-0.23185765743255615,-0.9661421179771423
11,0.30094361305236816,-0.3431318402290344,0.17318949103355408,0.33371227979660034,-0.9272119998931885,0.17004160583019257,-0.18032978475093842,-0.23984146118164062,-0.9539169073104858
12,0.283888578414917,-0.35798782110214233,0.16388249397277832,0.2895166277885437,-0.9436812400817871,0.16014321148395538,-0.2462562918663025,-0.23511195182800293,-0.9402554035186768
13,0.26639485359191895,-0.3694239854812622,0.15627488493919373,0.2369287610054016,-0.9603191614151001,0.147145614027977,-0.3094833195209503,-0.2181715965270996,-0.9255383014678955
14,0.2488877773284912,-0.3778685927391052,0.15012583136558533,0.17761415243148804,-0.9751263856887817,0.1325961947441101,-0.36914414167404175,-0.19091713428497314,-0.909551203250885
15,0.23087525367736816,-0.38325661420822144,0.14465589821338654,0.11530542373657227,-0.9864686727523804,0.11655251681804657,-0.4259243905544281,-0.15510106086730957,-0.8913654088973999
16,0.21361422538757324,-0.38612881302833557,0.14043565094470978,0.05233931541442871,-0.9933716654777527,0.1023402065038681,-0.47761034965515137,-0.11490046977996826,-0.8710261583328247
17,0.19526171684265137,-0.38714563846588135,0.1369396448135376,0.000406801700592041,-0.9960178136825562,0.089152991771698,-0.5279984474182129,-0.07592666149139404,-0.8458443880081177
18,0.17582488059997559,-0.3856145739555359,0.13406279683113098,-0.038091301918029785,-0.99653559923172,0.07393184304237366,-0.5776334404945374,-0.03841376304626465,-0.8153918981552124
19,0.15598654747009277,-0.3817165195941925,0.1322317272424698,-0.0636289119720459,-0.9964183568954468,0.05569291114807129,-0.6254191398620605,-0.0036745071411132812,-0.780280351638794
20,0.13651823997497559,-0.3758057951927185,0.13181079924106598,-0.0774848461151123,-0.9963958859443665,0.03451666608452797,-0.66990065574646,0.026391565799713135,-0.7419814467430115
21,0.11775898933410645,-0.36847344040870667,0.13284039497375488,-0.08287262916564941,-0.9965023398399353,0.010734349489212036,-0.7112475037574768,0.05159807205200195,-0.7010453343391418
22,0.09969973564147949,-0.3602084517478943,0.13520388305187225,-0.08275115489959717,-0.9964553117752075,-0.01513645052909851,-0.7497729063034058,0.07225656509399414,-0.657738208770752
