step,mesured_q_0,mesured_q_1,mesured_q_2,mesured_q_3,mesured_q_4,mesured_q_5,mesured_q_6,mesured_q_7,mesured_q_8,mesured_q_9,mesured_q_10,mesured_q_11,mesured_q_12,mesured_q_13,mesured_q_14,mesured_q_15
0,0.023970501497387886,-0.31844577193260193,0.42449095845222473,0.6854376792907715,0.04928909242153168,0.8703441023826599,0.25662335753440857,0.7310147285461426,0.4555007815361023,-0.5799708366394043,0.39424455165863037,0.593372642993927,-0.006067877635359764,1.342163324356079,0.21581512689590454,0.730977475643158
1,-0.006902165245264769,-0.28910985589027405,0.39443936944007874,0.6965335011482239,0.019915806129574776,0.841698408126831,0.22782975435256958,0.7310146689414978,0.45235762000083923,-0.5506840348243713,0.3704913556575775,0.564239501953125,0.009639579802751541,1.312843680381775,0.23542872071266174,0.7307712435722351
2,-0.036885928362607956,-0.2582944333553314,0.3647092580795288,0.7141096591949463,-0.009607000276446342,0.8131322860717773,0.19829753041267395,0.7310238480567932,0.44512757658958435,-0.5215004682540894,0.3456820845603943,0.5359171032905579,0.02634383551776409,1.2832893133163452,0.25014811754226685,0.7307722568511963
3,-0.06615449488162994,-0.22814978659152985,0.33487576246261597,0.7350441813468933,-0.039187781512737274,0.7843028903007507,0.16863243281841278,0.7310539484024048,0.4448777437210083,-0.4916951358318329,0.3218536078929901,0.5078766345977783,0.04523191601037979,1.2537293434143066,0.2606768310070038,0.7308181524276733
4,-0.09444280713796616,-0.19827434420585632,0.30500999093055725,0.7548194527626038,-0.06877856701612473,0.7553758025169373,0.13893023133277893,0.7310804724693298,0.4510066509246826,-0.46155908703804016,0.3008933663368225,0.4817729890346527,0.06738494336605072,1.2241164445877075,0.2644592821598053,0.7308611273765564
5,-0.12119241058826447,-0.16856668889522552,0.2750222980976105,0.7708389163017273,-0.09838008880615234,0.7264836430549622,0.10922639071941376,0.7310991883277893,0.46176981925964355,-0.43046796321868896,0.28684648871421814,0.46946394443511963,0.09355588257312775,1.1946563720703125,0.2635282874107361,0.7308861613273621
6,-0.1476677805185318,-0.13939844071865082,0.24521124362945557,0.7781407237052917,-0.12764202058315277,0.6988880634307861,0.07952631264925003,0.7311081886291504,0.4704216420650482,-0.39890483021736145,0.27907246351242065,0.481764554977417,0.12097839266061783,1.165322184562683,0.26530513167381287,0.7308346033096313
7,-0.17549476027488708,-0.10989565402269363,0.21563680469989777,0.7777903079986572,-0.15524350106716156,0.67305988073349,0.049829017370939255,0.7310968637466431,0.4681641459465027,-0.36838218569755554,0.2681520879268646,0.5066168308258057,0.14970608055591583,1.1356054544448853,0.2724975347518921,0.730704665184021
8,-0.2045903354883194,-0.07908344268798828,0.1861044019460678,0.7804412245750427,-0.17236310243606567,0.6482316255569458,0.02012261562049389,0.7310542464256287,0.45141908526420593,-0.33827120065689087,0.24943654239177704,0.5343754291534424,0.17858271300792694,1.1057056188583374,0.2889890670776367,0.7305504083633423
9,-0.234136164188385,-0.048493437469005585,0.15656696259975433,0.786563515663147,-0.17569145560264587,0.6226463317871094,-0.009596707299351692,0.7310097217559814,0.4281410276889801,-0.30842530727386475,0.22877125442028046,0.5598655343055725,0.2074805051088333,1.075657844543457,0.31288057565689087,0.7305526733398438
