step,mesured_q_0,mesured_q_1,mesured_q_2,mesured_q_3,mesured_q_4,mesured_q_5,mesured_q_6,mesured_q_7,mesured_q_8,mesured_q_9,mesured_q_10,mesured_q_11,mesured_q_12,mesured_q_13,mesured_q_14,mesured_q_15
0,0.42816880345344543,-0.4820421040058136,0.20536759495735168,0.8478609323501587,-0.4344671368598938,0.9390591382980347,0.3376370966434479,0.7310807704925537,0.6203675270080566,-0.13013134896755219,-0.3781161606311798,0.5657951235771179,0.15625949203968048,1.6735411882400513,-0.024333423003554344,0.7333765625953674
1,0.4067387878894806,-0.4541682004928589,0.19911137223243713,0.8709763288497925,-0.4286278188228607,0.9107897281646729,0.3440863788127899,0.7309478521347046,0.6405277848243713,-0.12553046643733978,-0.35949403047561646,0.5636898279190063,0.1579616218805313,1.6590558290481567,-0.025802943855524063,0.7315539121627808
2,0.38737788796424866,-0.42688891291618347,0.19511853158473969,0.8961663246154785,-0.42484474182128906,0.8815652132034302,0.35174092650413513,0.730994701385498,0.6681140065193176,-0.11933262646198273,-0.3369936943054199,0.5604966282844543,0.15880165994167328,1.6424808502197266,-0.029916811734437943,0.7314502000808716
3,0.368001252412796,-0.399673730134964,0.19045309722423553,0.9212067723274231,-0.4208316206932068,0.8525128364562988,0.3582102656364441,0.731006383895874,0.6958662271499634,-0.11320221424102783,-0.31486743688583374,0.5569916367530823,0.1595367044210434,1.6270544528961182,-0.03222526237368584,0.7315250635147095
4,0.3490484058856964,-0.37257692217826843,0.18542835116386414,0.946271538734436,-0.417483389377594,0.8235101699829102,0.3634260892868042,0.730999767780304,0.7230867147445679,-0.10708656907081604,-0.2931053638458252,0.5537932515144348,0.16060717403888702,1.6123905181884766,-0.03298965469002724,0.7315734624862671
5,0.33056116104125977,-0.34564366936683655,0.17992812395095825,0.9713215231895447,-0.4148002862930298,0.7946054339408875,0.3674924075603485,0.7309896945953369,0.7497057318687439,-0.10097450762987137,-0.2716098427772522,0.5513265132904053,0.16164249181747437,1.5989048480987549,-0.03255448490381241,0.7316194176673889
6,0.3126109540462494,-0.3188628852367401,0.17397251725196838,0.9963710308074951,-0.4131416976451874,0.765795111656189,0.3702799677848816,0.7310023903846741,0.7755741477012634,-0.09468325972557068,-0.2503240406513214,0.5497893691062927,0.1625564694404602,1.5866576433181763,-0.030938971787691116,0.7316538691520691
7,0.2951396405696869,-0.29221194982528687,0.16762718558311462,1.0214091539382935,-0.41248947381973267,0.7370713949203491,0.371925413608551,0.7310148477554321,0.8006492853164673,-0.08818645030260086,-0.22914987802505493,0.5492139458656311,0.16326813399791718,1.575627326965332,-0.028332198038697243,0.7316774725914001
8,0.2780640423297882,-0.2657293677330017,0.1609691083431244,1.0463443994522095,-0.4125944972038269,0.7084583044052124,0.3727479875087738,0.7310230135917664,0.8249531984329224,-0.08182083070278168,-0.20790864527225494,0.5495297312736511,0.16379812359809875,1.5663015842437744,-0.025212856009602547,0.7316736578941345
9,0.26131367683410645,-0.2394048571586609,0.15410377085208893,1.0711227655410767,-0.41342923045158386,0.6799643039703369,0.3728552758693695,0.7310134768486023,0.8488103151321411,-0.07536341995000839,-0.18652033805847168,0.5502175092697144,0.16423578560352325,1.5586031675338745,-0.021766848862171173,0.7316611409187317
