step,mesured_q_0,mesured_q_1,mesured_q_2,mesured_q_3,mesured_q_4,mesured_q_5,mesured_q_6,mesured_q_7,mesured_q_8,mesured_q_9,mesured_q_10,mesured_q_11,mesured_q_12,mesured_q_13,mesured_q_14,mesured_q_15
0,-0.04300893098115921,-0.32657450437545776,0.31795403361320496,0.5882493853569031,-0.4143344461917877,0.96922367811203,-0.2174922078847885,0.7313544750213623,0.023386644199490547,-0.2233068197965622,-0.21302703022956848,0.8573686480522156,0.2997138202190399,1.0237605571746826,-0.3685356080532074,0.7306174039840698
1,-0.017176395282149315,-0.33618617057800293,0.3466690182685852,0.6150225400924683,-0.4419066905975342,0.9399080872535706,-0.18788447976112366,0.7316792011260986,0.05092663690447807,-0.20571798086166382,-0.18265491724014282,0.8262856006622314,0.3282434642314911,1.0538411140441895,-0.3434534966945648,0.7307112216949463
2,0.012033074162900448,-0.3650384545326233,0.37614014744758606,0.6452801823616028,-0.42958855628967285,0.9099281430244446,-0.15814028680324554,0.73146653175354,0.06273052841424942,-0.18773199617862701,-0.1504555344581604,0.796396791934967,0.3523077070713043,1.0838972330093384,-0.3156633973121643,0.7308053970336914
3,0.04190082848072052,-0.3950081467628479,0.4056788980960846,0.676324725151062,-0.410171777009964,0.8798143863677979,-0.12838619947433472,0.7313659191131592,0.06514235585927963,-0.16180001199245453,-0.11993395537137985,0.7669451236724854,0.37065833806991577,1.1137017011642456,-0.2866781949996948,0.730891227722168
4,0.07192590832710266,-0.42434948682785034,0.43534767627716064,0.707271158695221,-0.38944220542907715,0.8497249484062195,-0.09862852096557617,0.7313015460968018,0.0777209997177124,-0.13493719696998596,-0.09112600982189178,0.7367761135101318,0.3857380151748657,1.1433848142623901,-0.2577376067638397,0.7309868931770325
5,0.10179898887872696,-0.4525400698184967,0.4652501046657562,0.7382126450538635,-0.3805868327617645,0.819624125957489,-0.06886329501867294,0.7313123941421509,0.10224519670009613,-0.10993274301290512,-0.06173214316368103,0.7066019177436829,0.3970666527748108,1.1730715036392212,-0.23034532368183136,0.7310259342193604
6,0.12948070466518402,-0.4766830801963806,0.49532637000083923,0.769263505935669,-0.37904974818229675,0.7894629240036011,-0.039121054112911224,0.7312748432159424,0.13043498992919922,-0.08910346776247025,-0.03128272667527199,0.6763628721237183,0.3883357048034668,1.202830195426941,-0.21735329926013947,0.7312152981758118
7,0.15141265094280243,-0.4865978956222534,0.5258256196975708,0.8000032305717468,-0.3854544460773468,0.7591062188148499,-0.009479330852627754,0.7311713695526123,0.15712116658687592,-0.07216372340917587,-0.001014030771329999,0.6467815041542053,0.3889370560646057,1.2323572635650635,-0.20151779055595398,0.7311890721321106
8,0.16490477323532104,-0.47554412484169006,0.5565751194953918,0.8288007974624634,-0.3921813666820526,0.7286790609359741,0.019959932193160057,0.7309951186180115,0.18445289134979248,-0.061132270842790604,0.029047636315226555,0.6205195784568787,0.4019869565963745,1.261203646659851,-0.17779868841171265,0.731164813041687
9,0.17843960225582123,-0.45271918177604675,0.5858175754547119,0.8543200492858887,-0.39085862040519714,0.6987382173538208,0.049317315220832825,0.7308374643325806,0.21219566464424133,-0.06392598897218704,0.05930967256426811,0.6017761826515198,0.42122647166252136,1.2898998260498047,-0.15292927622795105,0.7311826348304749
10,0.19532938301563263,-0.4282098114490509,0.614585280418396,0.8775005340576172,-0.3889085352420807,0.6690444946289062,0.0788058191537857,0.7307844161987305,0.24013039469718933,-0.061754260212183,0.08916480094194412,0.582301139831543,0.44476059079170227,1.317417025566101,-0.12710849940776825,0.7311817407608032
11,0.21648912131786346,-0.40563488006591797,0.6431578993797302,0.8985763192176819,-0.38618895411491394,0.6395342350006104,0.10831966251134872,0.7307432889938354,0.2508786916732788,-0.05471209064126015,0.11617151647806168,0.5739419460296631,0.45513325929641724,1.3261754512786865,-0.10961820930242538,0.7308961749076843
12,0.23779907822608948,-0.3820781409740448,0.6723771691322327,0.9089483022689819,-0.39722296595573425,0.6106036901473999,0.13789917528629303,0.7307462096214294,0.22810328006744385,-0.05138785392045975,0.1353931576013565,0.5749446153640747,0.45776909589767456,1.328571081161499,-0.09306170791387558,0.7309276461601257
13,0.2595500648021698,-0.3561995327472687,0.7006970047950745,0.9176492094993591,-0.40725165605545044,0.5822829008102417,0.16739749908447266,0.730705738067627,0.20105309784412384,-0.04586552456021309,0.15359675884246826,0.5754872560501099,0.4619406759738922,1.331373929977417,-0.07627662271261215,0.7308896780014038
14,0.28537899255752563,-0.3282696604728699,0.7273037433624268,0.9366254806518555,-0.3999379277229309,0.5533628463745117,0.1968628317117691,0.7305952906608582,0.17332062125205994,-0.041045088320970535,0.17138735949993134,0.5744140148162842,0.46931979060173035,1.3361523151397705,-0.058677393943071365,0.7308513522148132
