step,penalty_forward_rotation_stage1_0
0,-2.0
1,-3.390841811778955e-05
2,-0.0
3,-0.0
4,-2.260561268485617e-05
5,-3.390841811778955e-05
6,-0.0
7,-2.260561268485617e-05
8,-0.0
9,-2.260561268485617e-05
10,-0.0
11,-3.390841811778955e-05
12,-0.0
13,-2.260561268485617e-05
14,-0.0
15,-2.260561268485617e-05
16,-0.0
17,-1.1302806342428084e-05
18,-0.0
19,-1.1302806342428084e-05
20,-0.0
21,-3.390841811778955e-05
22,-0.0
23,-2.260561268485617e-05
24,-3.390841811778955e-05
25,-0.0
26,-2.260561268485617e-05
27,-0.0
28,-1.1302806342428084e-05
29,-0.0
30,-2.260561268485617e-05
31,-0.0
32,-2.260561268485617e-05
33,-2.260561268485617e-05
34,-0.0
35,-2.260561268485617e-05
36,-0.0
37,-2.260561268485617e-05
38,-0.0
39,-4.521122536971234e-05
40,-2.260561268485617e-05
41,-0.0
42,-2.260561268485617e-05
43,-0.0
44,-3.390841811778955e-05
45,-0.0
46,-3.390841811778955e-05
47,-0.0
48,-2.260561268485617e-05
49,-0.0
50,-3.390841811778955e-05
51,-3.390841811778955e-05
52,-0.0
53,-1.1302806342428084e-05
54,-0.0
55,-2.260561268485617e-05
56,-0.0
57,-1.1302806342428084e-05
58,-2.260561268485617e-05
59,-0.0
60,-2.260561268485617e-05
61,-0.0
62,-2.260561268485617e-05
63,-0.0
64,-2.260561268485617e-05
65,-0.0
66,-1.1302806342428084e-05
67,-2.260561268485617e-05
68,-0.0
69,-3.390841811778955e-05
70,-0.0
71,-2.260561268485617e-05
72,-0.0
73,-1.1302806342428084e-05
74,-0.0
75,-2.260561268485617e-05
76,-0.0
77,-2.260561268485617e-05
78,-0.0
79,-2.260561268485617e-05
80,-2.260561268485617e-05
81,-0.0
82,-3.390841811778955e-05
83,-0.0
84,-3.390841811778955e-05
85,-0.0
86,-4.521122536971234e-05
87,-0.0
88,-2.260561268485617e-05
89,-0.0
90,-2.260561268485617e-05
91,-0.0
92,-1.1302806342428084e-05
93,-0.0
94,-3.390841811778955e-05
95,-0.0
96,-2.260561268485617e-05
97,-3.390841811778955e-05
98,-0.0
99,-2.260561268485617e-05
100,-0.0
101,-2.260561268485617e-05
102,-0.0
103,-1.1302806342428084e-05
104,-0.0
105,-2.260561268485617e-05
106,-0.0
107,-4.521122536971234e-05
108,-1.1302806342428084e-05
109,-0.0
110,-0.0
111,-4.521122536971234e-05
112,-0.0
113,-2.260561268485617e-05
114,-0.0
115,-3.390841811778955e-05
116,-0.0
117,-1.1302806342428084e-05
118,-0.0
119,-2.260561268485617e-05
120,-2.260561268485617e-05
121,-0.0
122,-2.260561268485617e-05
123,-0.0
124,-1.1302806342428084e-05
125,-2.260561268485617e-05
126,-0.0
127,-2.260561268485617e-05
128,-0.0
129,-3.390841811778955e-05
130,-0.0
131,-2.260561268485617e-05
132,-0.0
133,-0.0
134,-0.0
135,-2.260561268485617e-05
136,-2.260561268485617e-05
137,-0.0
138,-1.1302806342428084e-05
139,-0.0
140,-2.260561268485617e-05
141,-0.0
142,-2.260561268485617e-05
143,-0.0
144,-1.1302806342428084e-05
145,-0.0
146,-3.390841811778955e-05
147,-2.260561268485617e-05
148,-0.0
149,-3.390841811778955e-05
150,-0.0
151,-2.260561268485617e-05
152,-0.0
153,-2.260561268485617e-05
154,-0.0
155,-2.260561268485617e-05
156,-3.390841811778955e-05
157,-0.0
158,-3.390841811778955e-05
159,-0.0
160,-2.260561268485617e-05
161,-0.0
162,-0.0
163,-3.390841811778955e-05
164,-2.260561268485617e-05
165,-0.0
166,-2.260561268485617e-05
167,-0.0
168,-2.260561268485617e-05
169,-0.0
170,-1.1302806342428084e-05
171,-0.0
172,-1.1302806342428084e-05
173,-0.0
174,-2.260561268485617e-05
175,-2.260561268485617e-05
176,-0.0
177,-2.260561268485617e-05
178,-0.0
179,-2.260561268485617e-05
180,-3.390841811778955e-05
181,-0.0
182,-3.390841811778955e-05
183,-0.0
184,-3.390841811778955e-05
185,-0.0
186,-3.390841811778955e-05
187,-0.0
188,-2.260561268485617e-05
189,-0.0
190,-3.390841811778955e-05
191,-0.0
192,-3.390841811778955e-05
193,-0.0
194,-2.260561268485617e-05
195,-0.0
196,-1.1302806342428084e-05
197,-2.260561268485617e-05
198,-0.0
