step,obs/extra/pushpoint_left_from_bimanual_center_0,obs/extra/pushpoint_left_from_bimanual_center_1,obs/extra/pushpoint_left_from_bimanual_center_2
0,0.3032374680042267,-0.144881933927536,-0.03099992498755455
1,0.3032373785972595,-0.14488142728805542,-0.031000033020973206
2,0.3032374978065491,-0.144881933927536,-0.030999984592199326
3,0.30323758721351624,-0.1448819488286972,-0.030999943614006042
4,0.30323752760887146,-0.144881933927536,-0.03099992126226425
5,0.3032374382019043,-0.14488190412521362,-0.030999887734651566
6,0.3032374978065491,-0.144881933927536,-0.031000014394521713
7,0.3032374680042267,-0.14488191902637482,-0.03099999576807022
8,0.30323758721351624,-0.144881933927536,-0.030999891459941864
9,0.3032374382019043,-0.14488190412521362,-0.03099999576807022
10,0.30323755741119385,-0.144881471991539,-0.030999846756458282
11,0.3032374083995819,-0.14488141238689423,-0.030999917536973953
12,0.30323758721351624,-0.144881471991539,-0.030999869108200073
13,0.3032374382019043,-0.14488191902637482,-0.031000033020973206
14,0.30323755741119385,-0.144881933927536,-0.03100002557039261
15,0.3032374083995819,-0.14488142728805542,-0.03099995106458664
16,0.30323755741119385,-0.14488191902637482,-0.031000006943941116
17,0.3032374680042267,-0.144881933927536,-0.031000029295682907
18,0.30323755741119385,-0.144881933927536,-0.030999895185232162
19,0.3032374680042267,-0.1448814421892166,-0.03099982813000679
20,0.30323758721351624,-0.144881933927536,-0.030999936163425446
21,0.3032374978065491,-0.144881933927536,-0.03099997714161873
22,0.3032376170158386,-0.1448814868927002,-0.030999891459941864
23,0.30323758721351624,-0.144881933927536,-0.030999962240457535
24,0.3032374083995819,-0.14488142728805542,-0.03099997341632843
25,0.30323752760887146,-0.144881933927536,-0.03099994733929634
26,0.3032374680042267,-0.14488190412521362,-0.031000014394521713
27,0.30323755741119385,-0.144881933927536,-0.030999992042779922
28,0.3032374680042267,-0.144881933927536,-0.03099995106458664
29,0.30323755741119385,-0.144881933927536,-0.030999992042779922
30,0.3032374680042267,-0.1448814570903778,-0.03099989891052246
31,0.30323758721351624,-0.1448814868927002,-0.030999869108200073
32,0.30323752760887146,-0.1448814570903778,-0.03099987655878067
33,0.3032374382019043,-0.14488190412521362,-0.031000006943941116
34,0.30323755741119385,-0.14488191902637482,-0.030999895185232162
35,0.3032374382019043,-0.144881933927536,-0.03100002557039261
36,0.30323755741119385,-0.1448814570903778,-0.030999869108200073
37,0.3032374382019043,-0.14488190412521362,-0.03100002184510231
38,0.30323758721351624,-0.144881933927536,-0.03099992498755455
39,0.3032374680042267,-0.1448814570903778,-0.030999943614006042
40,0.3032373785972595,-0.14488139748573303,-0.030999954789876938
41,0.3032374978065491,-0.144881933927536,-0.030999932438135147
42,0.3032374382019043,-0.14488190412521362,-0.03099995106458664
43,0.3032374680042267,-0.1448814421892166,-0.03099992498755455
44,0.3032373785972595,-0.14488139748573303,-0.030999891459941864
45,0.30323752760887146,-0.144881933927536,-0.030999988317489624
46,0.3032374083995819,-0.14488142728805542,-0.030999861657619476
47,0.30323752760887146,-0.144881933927536,-0.03099995106458664
48,0.3032374680042267,-0.144881933927536,-0.030999861657619476
49,0.30323758721351624,-0.1448819488286972,-0.03099997714161873
50,0.3032374680042267,-0.1448814421892166,-0.030999887734651566
51,0.3032373785972595,-0.14488142728805542,-0.03100002184510231
52,0.3032374978065491,-0.1448814570903778,-0.030999891459941864
53,0.3032374083995819,-0.14488142728805542,-0.030999984592199326
54,0.30323755741119385,-0.144881933927536,-0.03099994733929634
55,0.3032374382019043,-0.14488191902637482,-0.030999965965747833
56,0.30323758721351624,-0.144881933927536,-0.031000006943941116
57,0.3032374680042267,-0.1448814421892166,-0.030999936163425446
58,0.3032373785972595,-0.14488142728805542,-0.03099997714161873
59,0.30323755741119385,-0.144881933927536,-0.030999910086393356
60,0.3032374680042267,-0.14488191902637482,-0.03099999949336052
61,0.30323752760887146,-0.14488190412521362,-0.03099999576807022
62,0.3032374382019043,-0.14488142728805542,-0.030999939888715744
63,0.30323755741119385,-0.144881933927536,-0.030999932438135147
64,0.3032374680042267,-0.144881933927536,-0.03099999576807022
