step,actions_0,actions_1,actions_2,actions_3,actions_4,actions_5,actions_6,actions_7,actions_8,actions_9,actions_10,actions_11,actions_12,actions_13,actions_14,actions_15
0,0.9109092354774475,-0.5981879234313965,-0.2969079911708832,0.9686071276664734,-0.8658897280693054,0.8097234964370728,-0.5224654078483582,0.007296090014278889,0.6751105785369873,0.9109166264533997,0.28721559047698975,-0.9412264823913574,0.012407202273607254,0.6674408316612244,0.016534416005015373,-0.05977529287338257
1,0.9180881977081299,-0.6717952489852905,-0.27389028668403625,0.9635258913040161,-0.7887195944786072,0.8419361710548401,-0.47157683968544006,0.08079776912927628,0.6115336418151855,0.9089500904083252,0.2349124699831009,-0.9356210827827454,0.1330314427614212,0.6303641200065613,0.07852224260568619,-0.08419954776763916
2,0.9062377214431763,-0.7194099426269531,-0.24914132058620453,0.959204912185669,-0.7589890956878662,0.8511115312576294,-0.4835760295391083,0.11101631820201874,0.60512775182724,0.8917623162269592,0.11373789608478546,-0.9288724660873413,0.16130775213241577,0.5963510274887085,0.11332353204488754,-0.061310574412345886
3,0.9001492261886597,-0.7507515549659729,-0.19100303947925568,0.9496511220932007,-0.7254751324653625,0.8635827898979187,-0.4347044825553894,0.1481318175792694,0.520656406879425,0.8920068740844727,0.011866191402077675,-0.9239382743835449,0.1716342568397522,0.5749477744102478,0.12758345901966095,-0.05770206078886986
4,0.9011581540107727,-0.7207266092300415,-0.21661870181560516,0.9305687546730042,-0.7079935669898987,0.8468540906906128,-0.447578102350235,0.21581685543060303,0.44634732604026794,0.8690107464790344,-0.11777427047491074,-0.8934992551803589,0.1267896443605423,0.4659217894077301,0.14372822642326355,-0.09038423746824265
5,0.9109742641448975,-0.6749109029769897,-0.25635895133018494,0.9082580208778381,-0.7130630016326904,0.812489926815033,-0.5071897506713867,0.2718970477581024,0.42598485946655273,0.8556771278381348,-0.21734952926635742,-0.8624252080917358,0.07445567846298218,0.34168583154678345,0.15433183312416077,-0.14771316945552826
6,0.9070631861686707,-0.6051902770996094,-0.3120199739933014,0.8558893203735352,-0.6918977499008179,0.7395548224449158,-0.5434976816177368,0.3172687292098999,0.4158822298049927,0.8352647423744202,-0.2736249566078186,-0.8203235864639282,0.0711609497666359,0.19152633845806122,0.16929803788661957,-0.19644968211650848
7,0.9009343385696411,-0.46008121967315674,-0.38158732652664185,0.733579695224762,-0.6782404184341431,0.6737141609191895,-0.5714681148529053,0.36062055826187134,0.35997626185417175,0.798706591129303,-0.29531389474868774,-0.7706456780433655,-0.04532186686992645,-0.019777817651629448,0.1936943084001541,-0.25897717475891113
8,0.8893427848815918,-0.31095951795578003,-0.44379594922065735,0.5108919143676758,-0.6556260585784912,0.6974261403083801,-0.592680811882019,0.4250774383544922,0.17672529816627502,0.754917323589325,-0.3298106789588928,-0.700450599193573,-0.22424140572547913,-0.3025559186935425,0.2488202601671219,-0.3383234441280365
9,0.8948473334312439,-0.27060288190841675,-0.4584012031555176,0.34290069341659546,-0.6080825328826904,0.7237825393676758,-0.5855469703674316,0.4953376054763794,-0.006723183207213879,0.6894810795783997,-0.3269759714603424,-0.5983933210372925,-0.3276172876358032,-0.49738040566444397,0.30613431334495544,-0.39860597252845764
10,0.9016487002372742,-0.27498993277549744,-0.45976951718330383,0.2642911970615387,-0.5713710784912109,0.7296345233917236,-0.5870739221572876,0.5411827564239502,-0.1118936613202095,0.639109194278717,-0.32065582275390625,-0.4890757203102112,-0.3717510998249054,-0.6122081875801086,0.3467869758605957,-0.4402815103530884
11,0.9060919880867004,-0.2993270456790924,-0.4368547797203064,0.2599445581436157,-0.5460668206214905,0.7293708324432373,-0.5740983486175537,0.5634605884552002,-0.187763512134552,0.5914644002914429,-0.3077643811702728,-0.3798865079879761,-0.3951507806777954,-0.6681076288223267,0.3763920068740845,-0.4583880305290222
12,0.9066374897956848,-0.33760371804237366,-0.3971002995967865,0.2958358824253082,-0.5318459272384644,0.7181997895240784,-0.552416980266571,0.5647202730178833,-0.2143150269985199,0.5585834980010986,-0.2747020721435547,-0.28015634417533875,-0.4142431914806366,-0.6982237100601196,0.3929287791252136,-0.46112531423568726
