step,penalty_inverse_rotation_0
0,0.0
1,0.0
2,-4.521122536971234e-05
3,0.0
4,0.0
5,-2.260561268485617e-05
6,0.0
7,-2.260561268485617e-05
8,0.0
9,0.0
10,-4.521122536971234e-05
11,0.0
12,-2.260561268485617e-05
13,0.0
14,-2.260561268485617e-05
15,0.0
16,-2.260561268485617e-05
17,0.0
18,0.0
19,-2.260561268485617e-05
20,0.0
21,0.0
22,-2.260561268485617e-05
23,0.0
24,0.0
25,-2.260561268485617e-05
26,0.0
27,-2.260561268485617e-05
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,-0.005334924906492233
38,0.0
39,-0.0434705950319767
40,-0.28962311148643494
41,-0.22099247574806213
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,-0.06962528824806213
48,-0.40504738688468933
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,-2.260561268485617e-05
73,0.0
74,0.0
75,-3.390841811778955e-05
76,0.0
77,-4.521122536971234e-05
78,0.0
79,-2.260561268485617e-05
80,0.0
81,0.0
82,-3.390841811778955e-05
83,0.0
84,-2.260561268485617e-05
85,0.0
86,-2.260561268485617e-05
87,0.0
88,0.0
89,-2.260561268485617e-05
90,0.0
91,0.0
92,-4.521122536971234e-05
93,0.0
94,-2.260561268485617e-05
95,0.0
96,0.0
97,-3.390841811778955e-05
98,0.0
99,-2.260561268485617e-05
100,0.0
101,-2.260561268485617e-05
102,0.0
103,0.0
104,-3.390841811778955e-05
105,0.0
106,0.0
107,-3.390841811778955e-05
108,0.0
109,-2.260561268485617e-05
110,0.0
111,0.0
112,-2.260561268485617e-05
113,0.0
114,0.0
115,-3.390841811778955e-05
116,0.0
117,-2.260561268485617e-05
118,0.0
119,0.0
120,-2.260561268485617e-05
121,0.0
122,0.0
123,-3.390841811778955e-05
124,0.0
125,-2.260561268485617e-05
126,0.0
127,0.0
128,0.0
129,-4.521122536971234e-05
130,0.0
131,-2.260561268485617e-05
132,0.0
133,0.0
134,-3.390841811778955e-05
135,0.0
136,0.0
137,-3.390841811778955e-05
138,0.0
139,-2.260561268485617e-05
140,0.0
141,0.0
142,-2.260561268485617e-05
143,0.0
144,0.0
145,-2.260561268485617e-05
146,0.0
147,0.0
148,-4.521122536971234e-05
149,0.0
150,-2.260561268485617e-05
151,0.0
152,0.0
153,-2.260561268485617e-05
154,0.0
155,0.0
156,-2.260561268485617e-05
157,0.0
158,-2.260561268485617e-05
159,0.0
160,0.0
161,-2.260561268485617e-05
162,0.0
163,0.0
164,-2.260561268485617e-05
165,0.0
166,0.0
167,-4.521122536971234e-05
168,0.0
169,-2.260561268485617e-05
170,0.0
171,0.0
172,-3.390841811778955e-05
173,0.0
174,0.0
175,-3.390841811778955e-05
176,0.0
177,-2.260561268485617e-05
178,0.0
179,0.0
180,-2.260561268485617e-05
181,0.0
182,0.0
183,-3.390841811778955e-05
184,0.0
185,-2.260561268485617e-05
186,0.0
187,0.0
188,-2.260561268485617e-05
189,0.0
190,0.0
191,-3.390841811778955e-05
192,0.0
193,-2.260561268485617e-05
194,0.0
195,0.0
196,-2.260561268485617e-05
197,0.0
198,0.0
