step,obs/agent/xarm7_ball_ee-0/qvel_0,obs/agent/xarm7_ball_ee-0/qvel_1,obs/agent/xarm7_ball_ee-0/qvel_2,obs/agent/xarm7_ball_ee-0/qvel_3,obs/agent/xarm7_ball_ee-0/qvel_4,obs/agent/xarm7_ball_ee-0/qvel_5,obs/agent/xarm7_ball_ee-0/qvel_6,obs/agent/xarm7_ball_ee-0/qvel_7
0,-0.29803895950317383,0.08266197144985199,-0.28213897347450256,-0.08419668674468994,-0.05659649148583412,0.0027776758652180433,0.3404648005962372,-0.010334013029932976
1,-0.46635863184928894,0.29212474822998047,-0.36763668060302734,-0.1614474505186081,-0.06880674511194229,-0.13661542534828186,0.24760691821575165,-0.004445228260010481
2,-0.5578254461288452,0.39310625195503235,-0.4260542392730713,-0.02401844970881939,-0.1347084641456604,-0.23774662613868713,0.30066272616386414,0.004125943873077631
3,-0.5991800427436829,0.4863041341304779,-0.4525597393512726,-0.12112732231616974,-0.18412835896015167,-0.26122280955314636,0.2675488293170929,-0.0030789636075496674
4,-0.6285189986228943,0.5098086595535278,-0.46947285532951355,-0.1785283237695694,-0.20850636065006256,-0.2522415518760681,0.21090975403785706,0.0004957218188792467
5,-0.6451579332351685,0.5283609628677368,-0.48253583908081055,-0.26444077491760254,-0.23505477607250214,-0.16023658215999603,0.12244675308465958,0.005953399930149317
6,-0.654558539390564,0.5382097959518433,-0.49178704619407654,-0.3153480887413025,-0.27663007378578186,-0.016887487843632698,0.0223978441208601,0.0008220789022743702
7,-0.6539632081985474,0.5448223948478699,-0.4986928105354309,-0.35207509994506836,-0.30033546686172485,0.09708763659000397,-0.0361475832760334,0.0020102374255657196
8,-0.6448866724967957,0.5424784421920776,-0.503413736820221,-0.32435840368270874,-0.2946978509426117,0.16707374155521393,-0.18319730460643768,0.01087363250553608
9,-0.6340742111206055,0.5421690344810486,-0.5069391131401062,-0.3308568596839905,-0.2984953820705414,0.2794768512248993,-0.27734866738319397,0.012358931824564934
10,-0.6229264736175537,0.5367334485054016,-0.5089858174324036,-0.28790903091430664,-0.32324185967445374,0.33520591259002686,-0.34764620661735535,0.02262376807630062
11,-0.5462002754211426,0.4197250306606293,-0.5036103129386902,0.07770928740501404,-0.30278879404067993,0.3916797339916229,-0.2550174593925476,0.026585672050714493
12,-0.3996158540248871,0.16615982353687286,-0.492473840713501,0.29850155115127563,-0.26602184772491455,0.3944378197193146,-0.125176340341568,0.030448399484157562
13,-0.18993575870990753,-0.12248822301626205,-0.4745749235153198,0.3641599118709564,-0.12579825520515442,0.38320299983024597,-0.04235577583312988,0.03654088079929352
14,-0.12212787568569183,-0.10779144614934921,-0.4616921544075012,0.3348177373409271,-0.07385376840829849,0.34923744201660156,-0.02589189074933529,0.01459514070302248
15,0.02108815684914589,-0.0017131470376625657,-0.4532826244831085,0.3176698088645935,0.016277173534035683,0.31446531414985657,0.005619683302938938,0.16033709049224854
16,0.15823538601398468,0.14452269673347473,-0.441925972700119,0.31057706475257874,0.047331683337688446,0.2567717134952545,0.02304639108479023,-0.005323462653905153
17,0.2187356799840927,0.13666746020317078,-0.4323396682739258,0.34189116954803467,0.0384351946413517,0.19668802618980408,0.06844615191221237,0.002412601839751005
18,0.25020158290863037,0.06177518144249916,-0.4266361594200134,0.3416549861431122,0.05076446384191513,0.15791858732700348,0.12975892424583435,0.006014773156493902
19,0.2530761659145355,-0.06807650625705719,-0.42200911045074463,0.3198847472667694,0.10775181651115417,0.14330331981182098,0.13095137476921082,0.04605894163250923
20,0.243952214717865,-0.17186586558818817,-0.418766051530838,0.27493593096733093,0.18891863524913788,0.14179030060768127,0.10288672149181366,0.17739027738571167
21,0.2145071178674698,-0.20357860624790192,-0.41673675179481506,0.16305828094482422,0.2759230434894562,0.15384946763515472,0.029335539788007736,0.2221081256866455
22,0.1398736834526062,-0.1121378019452095,-0.4223977327346802,0.058727461844682693,0.31713810563087463,0.09726415574550629,-0.010153094306588173,0.21864691376686096
23,0.07407601922750473,-0.01989876478910446,-0.4289654493331909,-0.006979783531278372,0.32740870118141174,0.07087147980928421,0.01543879508972168,0.22295553982257843
24,0.021419472992420197,0.03002884052693844,-0.43110039830207825,-0.10926316678524017,0.329594224691391,0.11306851357221603,0.017400383949279785,0.18760739266872406
