step,penalty_inverse_rotation_0
0,0.0
1,0.0
2,-3.390841811778955e-05
3,-3.390841811778955e-05
4,0.0
5,0.0
6,-3.390841811778955e-05
7,0.0
8,-2.260561268485617e-05
9,0.0
10,-2.260561268485617e-05
11,0.0
12,-3.390841811778955e-05
13,0.0
14,-2.260561268485617e-05
15,0.0
16,-2.260561268485617e-05
17,0.0
18,-1.1302806342428084e-05
19,0.0
20,-3.390841811778955e-05
21,0.0
22,-3.390841811778955e-05
23,0.0
24,0.0
25,-3.390841811778955e-05
26,0.0
27,-2.260561268485617e-05
28,0.0
29,-1.1302806342428084e-05
30,0.0
31,-4.521122536971234e-05
32,0.0
33,0.0
34,-2.260561268485617e-05
35,0.0
36,-2.260561268485617e-05
37,0.0
38,-4.521122536971234e-05
39,0.0
40,0.0
41,-3.390841811778955e-05
42,0.0
43,-2.260561268485617e-05
44,0.0
45,-4.521122536971234e-05
46,0.0
47,-3.390841811778955e-05
48,0.0
49,-4.521122536971234e-05
50,0.0
51,0.0
52,-3.390841811778955e-05
53,0.0
54,-2.260561268485617e-05
55,0.0
56,-2.260561268485617e-05
57,0.0
58,0.0
59,-3.390841811778955e-05
60,0.0
61,-2.260561268485617e-05
62,0.0
63,-2.260561268485617e-05
64,0.0
65,-2.260561268485617e-05
66,0.0
67,0.0
68,-3.390841811778955e-05
69,0.0
70,-3.390841811778955e-05
71,0.0
72,-2.260561268485617e-05
73,0.0
74,-1.1302806342428084e-05
75,0.0
76,-2.260561268485617e-05
77,0.0
78,-2.260561268485617e-05
79,0.0
80,0.0
81,-4.521122536971234e-05
82,0.0
83,-3.390841811778955e-05
84,0.0
85,-3.390841811778955e-05
86,0.0
87,-3.390841811778955e-05
88,0.0
89,-3.390841811778955e-05
90,0.0
91,-2.260561268485617e-05
92,0.0
93,-3.390841811778955e-05
94,0.0
95,-3.390841811778955e-05
96,0.0
97,0.0
98,-3.390841811778955e-05
99,0.0
100,-2.260561268485617e-05
101,0.0
102,-2.260561268485617e-05
103,0.0
104,-1.1302806342428084e-05
105,0.0
106,-4.521122536971234e-05
107,0.0
108,0.0
109,-3.390841811778955e-05
110,-2.260561268485617e-05
111,0.0
112,-2.260561268485617e-05
113,0.0
114,-2.260561268485617e-05
115,0.0
116,-3.390841811778955e-05
117,0.0
118,-3.390841811778955e-05
119,0.0
120,0.0
121,-2.260561268485617e-05
122,0.0
123,-2.260561268485617e-05
124,0.0
125,0.0
126,-3.390841811778955e-05
127,0.0
128,-2.260561268485617e-05
129,0.0
130,-3.390841811778955e-05
131,0.0
132,-2.260561268485617e-05
133,0.0
134,-2.260561268485617e-05
135,0.0
136,0.0
137,-2.260561268485617e-05
138,0.0
139,-1.1302806342428084e-05
140,0.0
141,-2.260561268485617e-05
142,0.0
143,-2.260561268485617e-05
144,0.0
145,-3.390841811778955e-05
146,0.0
147,0.0
148,-3.390841811778955e-05
149,0.0
150,-3.390841811778955e-05
151,0.0
152,-2.260561268485617e-05
153,0.0
154,-4.521122536971234e-05
155,0.0
156,0.0
157,-3.390841811778955e-05
158,0.0
159,-2.260561268485617e-05
160,0.0
161,-3.390841811778955e-05
162,-2.260561268485617e-05
163,0.0
164,0.0
165,-2.260561268485617e-05
166,0.0
167,-3.390841811778955e-05
168,0.0
169,-2.260561268485617e-05
170,0.0
171,-1.1302806342428084e-05
172,0.0
173,-3.390841811778955e-05
174,0.0
175,0.0
176,-2.260561268485617e-05
177,0.0
178,-4.521122536971234e-05
179,0.0
180,0.0
181,-3.390841811778955e-05
182,0.0
183,-3.390841811778955e-05
184,0.0
185,-3.390841811778955e-05
186,0.0
187,-3.390841811778955e-05
188,0.0
189,-2.260561268485617e-05
190,0.0
191,-3.390841811778955e-05
192,0.0
193,-3.390841811778955e-05
194,0.0
195,-2.260561268485617e-05
196,0.0
197,0.0
198,-3.390841811778955e-05
