step,box_rotation_delta_0
0,-1.178955078125
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.222137451171875
20,-0.43719482421875
21,-1.37841796875
22,-0.755615234375
23,-0.1759033203125
24,0.0
25,3.0517578125e-05
26,0.0
27,0.0
28,-3.0517578125e-05
29,0.0
30,0.0
31,0.0
32,3.0517578125e-05
33,0.0
34,0.0
35,-3.0517578125e-05
36,3.0517578125e-05
37,0.0
38,-3.0517578125e-05
39,0.0
40,0.0
41,0.0
42,3.0517578125e-05
43,-3.0517578125e-05
44,0.0
45,3.0517578125e-05
46,-3.0517578125e-05
47,0.0
48,3.0517578125e-05
49,-3.0517578125e-05
50,3.0517578125e-05
51,0.0
52,-3.0517578125e-05
53,0.0
54,3.0517578125e-05
55,-3.0517578125e-05
56,3.0517578125e-05
57,-3.0517578125e-05
58,0.0
59,0.0
60,3.0517578125e-05
61,-3.0517578125e-05
62,3.0517578125e-05
63,-3.0517578125e-05
64,0.0
65,3.0517578125e-05
66,0.0
67,0.0
68,0.0
69,-3.0517578125e-05
70,0.0
71,0.0
72,0.0
73,3.0517578125e-05
74,-3.0517578125e-05
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,3.0517578125e-05
82,0.0
83,-3.0517578125e-05
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,3.0517578125e-05
91,-3.0517578125e-05
92,0.0
93,3.0517578125e-05
94,-3.0517578125e-05
95,3.0517578125e-05
96,-3.0517578125e-05
97,3.0517578125e-05
98,0.0
99,-3.0517578125e-05
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,3.0517578125e-05
106,-3.0517578125e-05
107,0.0
108,0.0
109,0.0
110,3.0517578125e-05
111,-3.0517578125e-05
112,0.0
113,0.0
114,3.0517578125e-05
115,0.0
116,0.0
117,0.0
118,-3.0517578125e-05
119,0.0
120,0.0
121,3.0517578125e-05
122,0.0
123,0.0
124,-3.0517578125e-05
125,3.0517578125e-05
126,0.0
127,0.0
128,-3.0517578125e-05
129,0.0
130,0.0
131,0.0
132,0.0
133,3.0517578125e-05
134,-3.0517578125e-05
135,0.0
136,0.0
137,0.0
138,3.0517578125e-05
139,0.0
140,-3.0517578125e-05
141,3.0517578125e-05
142,-3.0517578125e-05
143,0.0
144,0.0
145,3.0517578125e-05
146,0.0
147,-3.0517578125e-05
148,3.0517578125e-05
149,-3.0517578125e-05
150,0.0
151,0.0
152,0.0
153,3.0517578125e-05
154,0.0
155,0.0
156,-3.0517578125e-05
157,3.0517578125e-05
158,-3.0517578125e-05
159,0.0
160,0.0
161,0.0
162,3.0517578125e-05
163,-3.0517578125e-05
164,0.0
165,0.0
166,0.0
167,3.0517578125e-05
168,-3.0517578125e-05
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,0.0
177,0.0
178,0.0
179,0.0
180,0.0
181,3.0517578125e-05
182,0.0
183,-3.0517578125e-05
184,0.0
185,0.0
186,3.0517578125e-05
187,-3.0517578125e-05
188,3.0517578125e-05
189,0.0
190,0.0
191,-3.0517578125e-05
192,3.0517578125e-05
193,-3.0517578125e-05
194,3.0517578125e-05
195,-3.0517578125e-05
196,0.0
197,0.0
198,0.0
