step,obs/extra/pushpoint_right_from_bimanual_center_0,obs/extra/pushpoint_right_from_bimanual_center_1,obs/extra/pushpoint_right_from_bimanual_center_2
0,0.27037376165390015,-0.14439618587493896,-0.031000107526779175
1,0.270373672246933,-0.14439615607261658,-0.031000085175037384
2,0.2703738808631897,-0.14439626038074493,-0.03100011870265007
3,0.27037376165390015,-0.14439620077610016,-0.03100009262561798
4,0.2703736424446106,-0.14439614117145538,-0.03100007027387619
5,0.27037370204925537,-0.14439617097377777,-0.03100001811981201
6,0.270373672246933,-0.14439615607261658,-0.031000077724456787
7,0.2703738808631897,-0.14439626038074493,-0.031000137329101562
8,0.27037376165390015,-0.14439620077610016,-0.031000085175037384
9,0.2703736424446106,-0.14439614117145538,-0.031000088900327682
10,0.27037370204925537,-0.14439617097377777,-0.031000010669231415
11,0.2703736424446106,-0.14439614117145538,-0.03100007399916649
12,0.27037370204925537,-0.14439617097377777,-0.03100002184510231
13,0.270373672246933,-0.14439615607261658,-0.031000077724456787
14,0.2703738808631897,-0.14439626038074493,-0.031000137329101562
15,0.27037376165390015,-0.14439620077610016,-0.031000088900327682
16,0.2703736424446106,-0.14439614117145538,-0.031000088900327682
17,0.2703738510608673,-0.14439624547958374,-0.03100007027387619
18,0.27037376165390015,-0.14439618587493896,-0.03100007399916649
19,0.2703736424446106,-0.1443961262702942,-0.031000077724456787
20,0.27037370204925537,-0.14439617097377777,-0.03100007399916649
21,0.270373672246933,-0.14439615607261658,-0.03100007399916649
22,0.2703738808631897,-0.14439626038074493,-0.031000133603811264
23,0.27037376165390015,-0.14439620077610016,-0.031000081449747086
24,0.270373672246933,-0.14439615607261658,-0.031000088900327682
25,0.2703738808631897,-0.14439626038074493,-0.03100011870265007
26,0.27037376165390015,-0.14439620077610016,-0.03100007027387619
27,0.2703736424446106,-0.14439614117145538,-0.031000077724456787
28,0.27037370204925537,-0.14439617097377777,-0.03100002184510231
29,0.270373672246933,-0.14439615607261658,-0.031000077724456787
30,0.2703738808631897,-0.14439626038074493,-0.031000137329101562
31,0.27037376165390015,-0.14439620077610016,-0.031000085175037384
32,0.270373672246933,-0.14439615607261658,-0.03100009262561798
33,0.2703738808631897,-0.14439624547958374,-0.031000126153230667
34,0.27037376165390015,-0.14439618587493896,-0.031000077724456787
35,0.2703736424446106,-0.1443961262702942,-0.031000077724456787
36,0.2703738510608673,-0.14439624547958374,-0.03100009262561798
37,0.27037376165390015,-0.14439618587493896,-0.031000088900327682
38,0.2703736424446106,-0.1443961262702942,-0.03100009262561798
39,0.2703738212585449,-0.14439623057842255,-0.03100007399916649
40,0.27037370204925537,-0.14439617097377777,-0.031000077724456787
41,0.2703735828399658,-0.1443961262702942,-0.031000081449747086
42,0.27037370204925537,-0.14439617097377777,-0.031000085175037384
43,0.2703736424446106,-0.14439614117145538,-0.031000077724456787
44,0.2703738808631897,-0.14439624547958374,-0.031000088900327682
45,0.27037376165390015,-0.14439618587493896,-0.031000085175037384
46,0.2703736424446106,-0.1443961262702942,-0.031000088900327682
47,0.2703738510608673,-0.14439624547958374,-0.03100007399916649
