step,obs/extra/pushpoint_right_from_bimanual_center_0,obs/extra/pushpoint_right_from_bimanual_center_1,obs/extra/pushpoint_right_from_bimanual_center_2
0,0.45343244075775146,0.09588135778903961,-0.030999980866909027
1,0.45343244075775146,0.0958813801407814,-0.031000014394521713
2,0.45343244075775146,0.09588136523962021,-0.03099997714161873
3,0.45343244075775146,0.09588131308555603,-0.03099994733929634
4,0.45343244075775146,0.09588135778903961,-0.03099996969103813
5,0.45343244075775146,0.09588131308555603,-0.030999943614006042
6,0.45343244075775146,0.0958813801407814,-0.03100001811981201
7,0.45343244075775146,0.0958813801407814,-0.030999980866909027
8,0.45343244075775146,0.09588132798671722,-0.03099995106458664
9,0.45343244075775146,0.0958813801407814,-0.03100001811981201
10,0.45343244075775146,0.09588135778903961,-0.030999984592199326
11,0.45343244075775146,0.09588135033845901,-0.030999932438135147
12,0.45343244075775146,0.095881387591362,-0.03100002557039261
13,0.45343244075775146,0.09588135033845901,-0.030999943614006042
14,0.45343244075775146,0.09588130563497543,-0.030999936163425446
15,0.45343244075775146,0.0958813726902008,-0.031000029295682907
16,0.45343244075775146,0.09588136523962021,-0.03099997341632843
17,0.45343244075775146,0.09588131308555603,-0.030999939888715744
18,0.4534324109554291,0.095881387591362,-0.031000014394521713
19,0.45343244075775146,0.09588130563497543,-0.030999936163425446
20,0.45343244075775146,0.0958813801407814,-0.031000033020973206
21,0.45343244075775146,0.0958813801407814,-0.03099997341632843
22,0.45343244075775146,0.09588131308555603,-0.030999943614006042
23,0.45343244075775146,0.09588136523962021,-0.031000014394521713
24,0.45343244075775146,0.09588136523962021,-0.03099997714161873
25,0.45343244075775146,0.09588131308555603,-0.03099994733929634
26,0.45343244075775146,0.09588135033845901,-0.03100001811981201
27,0.45343244075775146,0.0958813726902008,-0.030999984592199326
28,0.45343244075775146,0.0958813801407814,-0.03100001811981201
29,0.45343244075775146,0.09588136523962021,-0.03099997714161873
30,0.45343244075775146,0.09588132053613663,-0.03099995106458664
31,0.45343244075775146,0.0958813726902008,-0.03100001811981201
32,0.45343244075775146,0.09588135033845901,-0.030999984592199326
33,0.45343244075775146,0.09588134288787842,-0.030999932438135147
34,0.45343244075775146,0.095881387591362,-0.03100002557039261
35,0.45343244075775146,0.09588135033845901,-0.03099994733929634
36,0.45343244075775146,0.09588131308555603,-0.030999936163425446
37,0.45343244075775146,0.0958813801407814,-0.031000029295682907
38,0.45343244075775146,0.09588132053613663,-0.030999932438135147
39,0.45343244075775146,0.0958813801407814,-0.031000029295682907
40,0.45343244075775146,0.09588135778903961,-0.030999943614006042
41,0.45343244075775146,0.09588131308555603,-0.030999939888715744
42,0.45343244075775146,0.0958813801407814,-0.031000033020973206
43,0.45343244075775146,0.0958813726902008,-0.03099997341632843
44,0.45343244075775146,0.09588131308555603,-0.03099994733929634
45,0.45343244075775146,0.0958813801407814,-0.03100001811981201
46,0.45343244075775146,0.09588136523962021,-0.03099997714161873
47,0.45343244075775146,0.09588132798671722,-0.030999954789876938
48,0.45343244075775146,0.0958813801407814,-0.03100002184510231
49,0.45343244075775146,0.09588135778903961,-0.030999965965747833
50,0.45343244075775146,0.0958813801407814,-0.03100001811981201
51,0.45343244075775146,0.09588136523962021,-0.030999980866909027
52,0.45343244075775146,0.09588131308555603,-0.03099995106458664
53,0.45343244075775146,0.09588136523962021,-0.03100002184510231
54,0.45343244075775146,0.09588135033845901,-0.030999965965747833
55,0.45343244075775146,0.09588136523962021,-0.03099997341632843
