step,pushpoint_right_distance_0
0,0.46205687522888184
1,0.2581171989440918
2,0.24704858660697937
3,0.24191884696483612
4,0.24322326481342316
5,0.24848239123821259
6,0.2552923262119293
7,0.26242464780807495
8,0.26969316601753235
9,0.27659717202186584
10,0.2828483581542969
11,0.2864607572555542
12,0.2865467667579651
13,0.283681720495224
14,0.27889779210090637
15,0.2731494903564453
16,0.2672308087348938
17,0.2617056667804718
18,0.25434133410453796
19,0.24410445988178253
20,0.23189274966716766
21,0.22120420634746552
22,0.21706648170948029
23,0.2169603556394577
24,0.22871056199073792
25,0.2503828704357147
26,0.27048271894454956
27,0.28939303755760193
28,0.30621635913848877
29,0.32308170199394226
30,0.33969202637672424
31,0.358864426612854
32,0.3768618702888489
33,0.39470362663269043
34,0.41183367371559143
35,0.4322371184825897
36,0.4558330178260803
37,0.4819240868091583
38,0.5077207684516907
39,0.5303316116333008
40,0.5482121706008911
41,0.5606077313423157
42,0.5684306621551514
43,0.5747596621513367
44,0.5793681740760803
45,0.5814180374145508
46,0.5805422067642212
47,0.5770126581192017
48,0.5698050260543823
49,0.5560891032218933
50,0.5360711812973022
51,0.513143002986908
52,0.4898332357406616
53,0.4670487940311432
54,0.4439227879047394
55,0.41922783851623535
56,0.3961564302444458
57,0.3749873638153076
58,0.3572549819946289
59,0.3456215262413025
60,0.32960471510887146
61,0.3008197546005249
62,0.2954864501953125
63,0.3045140206813812
64,0.3105379343032837
65,0.3024691343307495
66,0.2857781648635864
67,0.2678854167461395
68,0.25307905673980713
69,0.24805210530757904
70,0.24820087850093842
71,0.24819642305374146
72,0.24812914431095123
73,0.24801135063171387
74,0.24783308804035187
75,0.2475857138633728
76,0.2472733110189438
77,0.24720357358455658
78,0.24693313241004944
79,0.2465958297252655
80,0.24640963971614838
81,0.24602079391479492
82,0.2456730157136917
83,0.24567164480686188
84,0.24503421783447266
85,0.24429039657115936
86,0.24361258745193481
87,0.24284833669662476
88,0.24543797969818115
89,0.2555743157863617
90,0.2765999436378479
91,0.30413156747817993
92,0.3350715935230255
93,0.34238576889038086
94,0.34245142340660095
95,0.34241539239883423
96,0.3423779308795929
97,0.3422900140285492
98,0.3421657085418701
99,0.34214112162590027
100,0.34204748272895813
101,0.3419407606124878
102,0.3418051600456238
103,0.3416314423084259
104,0.34174779057502747
105,0.34262406826019287
106,0.3433362543582916
107,0.34392204880714417
108,0.3439471125602722
109,0.3439285457134247
110,0.34383660554885864
111,0.34377339482307434
112,0.3436287045478821
113,0.3435118794441223
114,0.3432669937610626
115,0.34310445189476013
116,0.3428075909614563
117,0.3425973653793335
118,0.34220296144485474
119,0.3419395685195923
120,0.3414633274078369
121,0.3411557674407959
122,0.34060677886009216
123,0.3403123617172241
124,0.3396734297275543
125,0.3393489122390747
126,0.33876171708106995
127,0.33839067816734314
128,0.3378225266933441
129,0.3374839425086975
130,0.33696693181991577
131,0.33670178055763245
132,0.33622831106185913
133,0.3361147344112396
134,0.33554038405418396
135,0.33543798327445984
136,0.334979772567749
137,0.3346913754940033
138,0.3344475328922272
139,0.3341730237007141
140,0.3339107036590576
141,0.3336762487888336
142,0.33359023928642273
143,0.3336014449596405
144,0.33365651965141296
145,0.3338738679885864
146,0.33414536714553833
147,0.3344080150127411
148,0.33468466997146606
149,0.33497217297554016
150,0.33700796961784363
151,0.34927624464035034
152,0.36778494715690613
153,0.3866030275821686
154,0.4059795141220093
155,0.4257294237613678
156,0.44568943977355957
157,0.46570834517478943
158,0.4856124818325043
159,0.5054261088371277
160,0.5254207849502563
161,0.544683039188385
162,0.5628758668899536
163,0.5788330435752869
164,0.5925661325454712
165,0.6043724417686462
166,0.6146209836006165
167,0.6239022612571716
168,0.6327023506164551
169,0.6414294838905334
170,0.6498194336891174
171,0.6583914160728455
172,0.6684591174125671
173,0.6804227232933044
174,0.6943047642707825
175,0.7096850275993347
176,0.7276959419250488
177,0.7475680708885193
178,0.7688614726066589
179,0.7904908657073975
180,0.8117437958717346
181,0.8327969312667847
182,0.8531979322433472
183,0.8728377819061279
184,0.8910685181617737
185,0.9079089164733887
186,0.9234530329704285
187,0.938765823841095
188,0.9544826149940491
189,0.9707638025283813
190,0.9874052405357361
191,1.0040713548660278
192,1.020188808441162
193,1.0354591608047485
194,1.049992322921753
195,1.0637418031692505
196,1.0767080783843994
197,1.0924150943756104
198,1.1088993549346924
