step,rewards_0
0,-1.747382640838623
1,0.25636714696884155
2,0.2577819526195526
3,0.25911036133766174
4,0.2602657079696655
5,0.2614295184612274
6,0.26275086402893066
7,0.26469749212265015
8,0.2675275206565857
9,0.27136602997779846
10,0.2763337790966034
11,0.2830263078212738
12,0.2912052869796753
13,0.30096256732940674
14,0.3130231201648712
15,0.3274109363555908
16,0.3435066342353821
17,0.36167556047439575
18,0.3816051483154297
19,0.40566763281822205
20,0.44052135944366455
21,0.4861116409301758
22,0.5412104725837708
23,0.582345724105835
24,0.6031243205070496
25,0.6219173669815063
26,0.6565576791763306
27,0.6759377121925354
28,0.6957165002822876
29,0.7159718871116638
30,0.7459068894386292
31,0.7743356227874756
32,0.7932746410369873
33,0.8016390204429626
34,0.7865383625030518
35,0.7371340990066528
36,0.6889551281929016
37,0.7109601497650146
38,0.7177770137786865
39,0.7417793869972229
40,0.7442956566810608
41,0.7576932907104492
42,-0.24813497066497803
43,-1.069108247756958
44,0.2954019606113434
45,0.12462079524993896
46,-0.5649703741073608
47,0.4052155315876007
48,0.42094820737838745
49,0.3594402074813843
50,0.330597847700119
51,0.3050783574581146
52,0.2831766605377197
53,0.26495829224586487
54,0.25144481658935547
55,0.241360604763031
56,0.35126885771751404
57,0.4663931727409363
58,0.44983088970184326
59,0.4058527946472168
60,0.41134047508239746
61,0.36226627230644226
62,0.3812111020088196
63,0.3947809934616089
64,0.4165216088294983
65,0.4368390440940857
66,0.44771045446395874
67,0.4535263180732727
68,0.459369421005249
69,0.4703187346458435
70,0.47864222526550293
71,0.4906004071235657
72,0.48910754919052124
73,0.493282675743103
74,0.5018188953399658
75,0.5036322474479675
76,0.49537837505340576
77,0.4827094078063965
78,0.47076475620269775
79,0.458098828792572
80,0.44943809509277344
81,0.4297066926956177
82,0.4043065905570984
83,0.3762331008911133
84,0.3540509045124054
85,0.33690503239631653
86,0.3299906849861145
87,0.330294132232666
88,0.3352271318435669
89,0.3471827507019043
90,0.36660468578338623
91,0.38871851563453674
92,0.4162626564502716
93,0.44625765085220337
94,0.4712522625923157
95,0.4876696467399597
96,0.5015816688537598
97,0.5009087920188904
98,0.5020138621330261
99,0.48673582077026367
100,0.47062087059020996
101,0.44766777753829956
102,0.43162989616394043
103,0.4267035126686096
104,0.419811487197876
105,0.41496723890304565
106,0.4060043692588806
107,0.3920540511608124
108,0.3763883411884308
109,0.3601265549659729
110,0.34258878231048584
111,0.32625365257263184
112,0.3140966296195984
113,0.3056712746620178
114,0.2996419072151184
115,0.2973209619522095
116,0.2988423705101013
117,0.30265098810195923
118,0.3054184913635254
119,0.30901873111724854
120,0.3128865361213684
121,0.3147057294845581
122,0.31413733959198
123,0.3132157325744629
124,0.3123108148574829
125,0.3127269744873047
126,0.3146176338195801
127,0.3153809905052185
128,0.31621670722961426
129,0.31699293851852417
130,0.3210216164588928
131,0.32593101263046265
132,0.33002257347106934
133,0.33243685960769653
134,0.3340449333190918
135,0.334291934967041
136,0.3337501287460327
137,0.33301907777786255
138,0.332131028175354
139,0.3304256796836853
140,0.3282705247402191
141,0.3264356553554535
142,0.32490211725234985
143,0.32368332147598267
144,0.3230353593826294
145,0.32201915979385376
146,0.32019346952438354
147,0.3180004954338074
148,0.31596219539642334
149,0.31429529190063477
150,0.3129844665527344
151,0.31221526861190796
152,0.3115209937095642
153,0.31034916639328003
154,0.3084089159965515
155,0.3053715229034424
156,0.3010677695274353
157,0.29599618911743164
158,0.29031115770339966
159,0.28408509492874146
160,0.2787376642227173
161,0.2740018367767334
162,0.27007877826690674
163,0.26792341470718384
164,0.2669655680656433
165,0.26709675788879395
166,0.2682819962501526
167,0.27051395177841187
168,0.2735547423362732
169,0.2772755026817322
170,0.2794951796531677
171,0.2776501178741455
172,0.27554047107696533
173,0.27336356043815613
174,0.2707965075969696
175,0.26757264137268066
176,0.264512836933136
177,0.2620067596435547
178,0.26104748249053955
179,0.2611273527145386
180,0.26155000925064087
181,0.2627960443496704
182,0.26412510871887207
183,0.2655544579029083
184,0.26709237694740295
185,0.2687084674835205
186,0.2702473998069763
187,0.27287405729293823
188,0.2764541506767273
189,0.2807720899581909
190,0.2843618392944336
191,0.2856197953224182
192,0.2857147455215454
193,0.2854350805282593
194,0.2871244549751282
195,0.23712676763534546
196,0.20769213140010834
197,0.21684667468070984
198,0.23687800765037537
199,0.26772934198379517
