step,pushpoint_left_distance_0
0,0.299007385969162
1,0.307304322719574
2,0.32068151235580444
3,0.34005990624427795
4,0.3642812669277191
5,0.38952821493148804
6,0.41222357749938965
7,0.43251487612724304
8,0.45168304443359375
9,0.46950531005859375
10,0.4858485758304596
11,0.49904271960258484
12,0.5099709033966064
13,0.5206302404403687
14,0.532539427280426
15,0.5481006503105164
16,0.5659139156341553
17,0.5844402313232422
18,0.6014657616615295
19,0.6177619695663452
20,0.6334271430969238
21,0.6491849422454834
22,0.6677228212356567
23,0.6908249855041504
24,0.7201592922210693
25,0.7558263540267944
26,0.7957633137702942
27,0.8376271724700928
28,0.8786106705665588
29,0.917987585067749
30,0.9543124437332153
31,0.9876084327697754
32,1.0196151733398438
33,1.0505939722061157
34,1.0795502662658691
35,1.1059709787368774
36,1.1289385557174683
37,1.1482526063919067
38,1.1645833253860474
39,1.1789791584014893
40,1.1920989751815796
41,1.203842282295227
42,1.2145646810531616
43,1.2240127325057983
44,1.2320384979248047
45,1.2382009029388428
46,1.2423009872436523
47,1.243798851966858
48,1.2412947416305542
49,1.236879587173462
50,1.2311224937438965
51,1.224138617515564
52,1.2156903743743896
53,1.2058868408203125
54,1.1953587532043457
55,1.1851824522018433
56,1.175559401512146
57,1.1666719913482666
58,1.1587618589401245
59,1.1532201766967773
60,1.1488820314407349
61,1.1454098224639893
62,1.1431001424789429
63,1.141167402267456
64,1.1393474340438843
65,1.1373618841171265
66,1.1351687908172607
67,1.1327985525131226
68,1.1300934553146362
69,1.1270850896835327
70,1.1237072944641113
71,1.120052695274353
72,1.1159878969192505
73,1.111393690109253
74,1.1061640977859497
75,1.1004456281661987
76,1.0942366123199463
77,1.087545394897461
78,1.0803914070129395
79,1.0727778673171997
80,1.0647711753845215
81,1.0565195083618164
82,1.048156976699829
83,1.0397359132766724
84,1.0314053297042847
85,1.0235557556152344
86,1.0164622068405151
87,1.0101341009140015
88,1.0048617124557495
89,0.9994597434997559
90,0.9933982491493225
91,0.985562801361084
92,0.9778494834899902
93,0.9711084961891174
94,0.9628929495811462
95,0.9536157846450806
96,0.942893922328949
97,0.9299390316009521
98,0.914645791053772
99,0.8997421264648438
100,0.8887863159179688
101,0.8841612935066223
102,0.885204017162323
103,0.8892210125923157
104,0.8938339948654175
105,0.8974744081497192
106,0.9008912444114685
107,0.9046635627746582
108,0.9095680117607117
109,0.91695237159729
110,0.9271405339241028
111,0.9384303092956543
112,0.9494419097900391
113,0.9614136815071106
114,0.9736544489860535
115,0.9818639159202576
116,0.9867579340934753
117,0.9895163774490356
118,0.9905205965042114
119,0.9905515313148499
120,0.9895382523536682
121,0.9867321848869324
122,0.9829002022743225
123,0.9789729118347168
124,0.9750989675521851
125,0.9716026782989502
126,0.9687283039093018
127,0.9662233591079712
128,0.9646726846694946
129,0.9644437432289124
130,0.9656392335891724
131,0.9685254693031311
132,0.9731162190437317
133,0.9775925278663635
134,0.9813746213912964
135,0.9847700595855713
136,0.9879098534584045
137,0.990700364112854
138,0.9951314926147461
139,1.0011284351348877
140,1.0082463026046753
141,1.0161523818969727
142,1.0243992805480957
143,1.0326378345489502
144,1.0404671430587769
145,1.0475715398788452
146,1.0534119606018066
147,1.0583243370056152
148,1.061842441558838
149,1.065105676651001
150,1.0670663118362427
151,1.0676952600479126
152,1.067539930343628
153,1.0667545795440674
154,1.0655118227005005
155,1.0640125274658203
156,1.0623821020126343
157,1.0609056949615479
158,1.0619442462921143
159,1.0638645887374878
160,1.0669420957565308
161,1.0707802772521973
162,1.0764925479888916
163,1.0832724571228027
164,1.0905258655548096
165,1.0979480743408203
166,1.1051310300827026
167,1.112402319908142
168,1.120081901550293
169,1.1284289360046387
170,1.1368932723999023
171,1.1458346843719482
172,1.1550360918045044
173,1.1640921831130981
174,1.1728763580322266
175,1.1812629699707031
176,1.1890342235565186
177,1.196095585823059
178,1.2024130821228027
179,1.207510232925415
180,1.21103036403656
181,1.2130353450775146
182,1.2137361764907837
183,1.2133762836456299
184,1.2121299505233765
185,1.2101397514343262
186,1.2075468301773071
187,1.2046005725860596
188,1.2015365362167358
189,1.1994813680648804
190,1.1991968154907227
191,1.200286865234375
192,1.2020554542541504
193,1.203690528869629
194,1.2049851417541504
195,1.205931544303894
196,1.2065247297286987
197,1.2065157890319824
198,1.2058470249176025
