step,box_rotation_reward_0
0,0.12503266334533691
1,1.874967336654663
2,1.874967336654663
3,1.874967336654663
4,1.874967336654663
5,1.874967336654663
6,1.874967336654663
7,1.874967336654663
8,1.874967336654663
9,1.874967336654663
10,1.874967336654663
11,1.874967336654663
12,1.874967336654663
13,1.874967336654663
14,1.874967336654663
15,1.874967336654663
16,1.874967336654663
17,1.874967336654663
18,1.874967336654663
19,1.874967336654663
20,1.874967336654663
21,1.874967336654663
22,1.874967336654663
23,1.874967336654663
24,1.874967336654663
25,1.874967336654663
26,1.874967336654663
27,1.874967336654663
28,1.874967336654663
29,1.874967336654663
30,1.874967336654663
31,1.874967336654663
32,1.874967336654663
33,1.874967336654663
34,1.874967336654663
35,1.874967336654663
36,1.874967336654663
37,1.874967336654663
38,1.874967336654663
39,1.874967336654663
40,1.874967336654663
41,1.874967336654663
42,1.874967336654663
43,1.874967336654663
44,1.874967336654663
45,1.874967336654663
46,1.874967336654663
47,1.874967336654663
48,1.874967336654663
49,1.874967336654663
50,1.874967336654663
51,1.874967336654663
52,1.874967336654663
53,1.874967336654663
54,1.874967336654663
55,1.874967336654663
56,1.874967336654663
57,1.874967336654663
58,1.874967336654663
59,1.874967336654663
60,1.874967336654663
61,1.874967336654663
62,1.874967336654663
63,1.874967336654663
64,1.874967336654663
65,1.8750005960464478
66,1.8750216960906982
67,1.875046968460083
68,1.8752776384353638
69,1.875335693359375
70,1.875335693359375
71,1.875335693359375
72,1.875335693359375
73,1.875335693359375
74,1.875335693359375
75,1.875335693359375
76,1.875335693359375
77,1.875335693359375
78,1.875335693359375
79,1.875335693359375
80,1.875335693359375
81,1.875335693359375
82,1.875335693359375
83,1.875335693359375
84,1.875335693359375
85,1.875335693359375
86,1.875335693359375
87,1.875335693359375
88,1.875335693359375
89,1.875335693359375
90,1.875335693359375
91,1.875335693359375
92,1.875335693359375
93,1.875335693359375
94,1.875335693359375
95,1.875335693359375
96,1.875335693359375
97,1.875335693359375
98,1.875335693359375
99,1.875335693359375
100,1.875335693359375
101,1.875335693359375
102,1.875335693359375
103,1.875335693359375
104,1.875335693359375
105,1.875335693359375
106,1.875335693359375
107,1.875335693359375
108,1.875335693359375
109,1.875335693359375
110,1.875335693359375
111,1.875335693359375
112,1.875335693359375
113,1.875335693359375
114,1.875335693359375
115,1.875335693359375
116,1.875335693359375
117,1.875335693359375
118,1.875335693359375
119,1.875335693359375
120,1.875335693359375
121,1.875335693359375
122,1.875335693359375
123,1.875335693359375
124,1.875335693359375
125,1.875335693359375
126,1.875335693359375
127,1.875335693359375
128,1.875335693359375
129,1.875335693359375
130,1.875335693359375
131,1.875335693359375
132,1.875335693359375
133,1.875335693359375
134,1.875335693359375
135,1.875335693359375
136,1.875335693359375
137,1.875335693359375
138,1.875335693359375
139,1.875335693359375
140,1.875335693359375
141,1.875335693359375
142,1.875335693359375
143,1.875335693359375
144,1.875335693359375
145,1.875335693359375
146,1.875335693359375
147,1.875335693359375
148,1.875335693359375
149,1.875335693359375
150,1.875335693359375
151,1.875335693359375
152,1.875335693359375
153,1.875335693359375
154,1.875335693359375
155,1.875335693359375
156,1.875335693359375
157,1.875335693359375
158,1.875335693359375
159,1.875335693359375
160,1.875335693359375
161,1.875335693359375
162,1.875335693359375
163,1.875335693359375
164,1.875335693359375
165,1.875335693359375
166,1.875335693359375
167,1.875335693359375
168,1.875335693359375
169,1.875335693359375
170,1.875335693359375
171,1.875335693359375
172,1.875335693359375
173,1.875335693359375
174,1.875335693359375
175,1.875335693359375
176,1.875335693359375
177,1.875335693359375
178,1.875335693359375
179,1.875335693359375
180,1.875335693359375
181,1.875335693359375
182,1.875335693359375
183,1.875335693359375
184,1.875335693359375
185,1.875335693359375
186,1.875335693359375
187,1.875335693359375
188,1.875335693359375
189,1.875335693359375
190,1.875335693359375
191,1.875335693359375
192,1.875335693359375
193,1.875335693359375
194,1.875335693359375
195,1.875335693359375
196,1.875335693359375
197,1.875335693359375
198,1.875335693359375
