step,box_rotation_delta_0
0,-24.22796630859375
1,0.0
2,-3.0517578125e-05
3,1.52587890625e-05
4,1.52587890625e-05
5,-3.0517578125e-05
6,1.52587890625e-05
7,3.0517578125e-05
8,-4.57763671875e-05
9,3.0517578125e-05
10,-3.0517578125e-05
11,0.0
12,3.0517578125e-05
13,-3.0517578125e-05
14,1.52587890625e-05
15,1.52587890625e-05
16,-3.0517578125e-05
17,1.52587890625e-05
18,3.0517578125e-05
19,-4.57763671875e-05
20,3.0517578125e-05
21,-3.0517578125e-05
22,0.0
23,3.0517578125e-05
24,-3.0517578125e-05
25,1.52587890625e-05
26,1.52587890625e-05
27,-3.0517578125e-05
28,1.52587890625e-05
29,3.0517578125e-05
30,-4.57763671875e-05
31,3.0517578125e-05
32,-3.0517578125e-05
33,0.0
34,3.0517578125e-05
35,-3.0517578125e-05
36,1.52587890625e-05
37,1.52587890625e-05
38,-3.0517578125e-05
39,1.52587890625e-05
40,3.0517578125e-05
41,-4.57763671875e-05
42,3.0517578125e-05
43,-3.0517578125e-05
44,0.0
45,3.0517578125e-05
46,-3.0517578125e-05
47,1.52587890625e-05
48,1.52587890625e-05
49,-3.0517578125e-05
50,1.52587890625e-05
51,3.0517578125e-05
52,-4.57763671875e-05
53,3.0517578125e-05
54,-3.0517578125e-05
55,0.0
56,3.0517578125e-05
57,-3.0517578125e-05
58,1.52587890625e-05
59,1.52587890625e-05
60,-3.0517578125e-05
61,1.52587890625e-05
62,3.0517578125e-05
63,-4.57763671875e-05
64,3.0517578125e-05
65,-3.0517578125e-05
66,0.0
67,3.0517578125e-05
68,-3.0517578125e-05
69,1.52587890625e-05
70,1.52587890625e-05
71,-3.0517578125e-05
72,1.52587890625e-05
73,3.0517578125e-05
74,-4.57763671875e-05
75,3.0517578125e-05
76,-3.0517578125e-05
77,0.0
78,3.0517578125e-05
79,-3.0517578125e-05
80,1.52587890625e-05
81,1.52587890625e-05
82,-3.0517578125e-05
83,1.52587890625e-05
84,3.0517578125e-05
85,-4.57763671875e-05
86,3.0517578125e-05
87,-3.0517578125e-05
88,0.0
89,3.0517578125e-05
90,-3.0517578125e-05
91,1.52587890625e-05
92,1.52587890625e-05
93,-3.0517578125e-05
94,1.52587890625e-05
95,3.0517578125e-05
96,-4.57763671875e-05
97,3.0517578125e-05
98,-3.0517578125e-05
99,0.0
100,3.0517578125e-05
101,-3.0517578125e-05
102,1.52587890625e-05
103,1.52587890625e-05
104,-3.0517578125e-05
105,1.52587890625e-05
106,3.0517578125e-05
107,-4.57763671875e-05
108,3.0517578125e-05
109,-3.0517578125e-05
110,0.0
111,3.0517578125e-05
112,-3.0517578125e-05
113,1.52587890625e-05
114,1.52587890625e-05
115,-3.0517578125e-05
116,1.52587890625e-05
117,3.0517578125e-05
118,-4.57763671875e-05
119,3.0517578125e-05
120,-3.0517578125e-05
121,0.0
122,3.0517578125e-05
123,-3.0517578125e-05
124,1.52587890625e-05
125,1.52587890625e-05
126,-3.0517578125e-05
127,1.52587890625e-05
128,3.0517578125e-05
129,-4.57763671875e-05
130,3.0517578125e-05
131,-3.0517578125e-05
132,0.0
133,3.0517578125e-05
134,-3.0517578125e-05
135,1.52587890625e-05
136,1.52587890625e-05
137,-3.0517578125e-05
138,1.52587890625e-05
139,3.0517578125e-05
140,-4.57763671875e-05
141,3.0517578125e-05
142,-3.0517578125e-05
143,0.0
144,3.0517578125e-05
145,-3.0517578125e-05
146,1.52587890625e-05
147,1.52587890625e-05
148,-3.0517578125e-05
149,1.52587890625e-05
150,3.0517578125e-05
151,-4.57763671875e-05
152,3.0517578125e-05
153,-3.0517578125e-05
154,0.0
155,3.0517578125e-05
156,-3.0517578125e-05
157,1.52587890625e-05
158,1.52587890625e-05
159,-3.0517578125e-05
160,1.52587890625e-05
161,3.0517578125e-05
162,-4.57763671875e-05
163,3.0517578125e-05
164,-3.0517578125e-05
165,0.0
166,3.0517578125e-05
167,-3.0517578125e-05
168,1.52587890625e-05
169,1.52587890625e-05
170,-3.0517578125e-05
171,1.52587890625e-05
172,3.0517578125e-05
173,-4.57763671875e-05
174,3.0517578125e-05
175,-3.0517578125e-05
176,0.0
177,3.0517578125e-05
178,-3.0517578125e-05
179,1.52587890625e-05
180,1.52587890625e-05
181,-3.0517578125e-05
182,1.52587890625e-05
183,3.0517578125e-05
184,-4.57763671875e-05
185,3.0517578125e-05
186,-3.0517578125e-05
187,2.105133056640625
188,1.3968505859375
189,-0.7584075927734375
190,-0.5952606201171875
191,-0.20758056640625
192,-0.0137176513671875
193,6.103515625e-05
194,0.0
195,-1.52587890625e-05
196,0.0
197,-1.52587890625e-05
198,0.0
