step,box_rotation_delta_0
0,-107.551513671875
1,-3.0517578125e-05
2,3.0517578125e-05
3,0.0
4,-3.0517578125e-05
5,-3.0517578125e-05
6,0.0
7,0.0
8,0.0
9,6.103515625e-05
10,-3.0517578125e-05
11,-3.0517578125e-05
12,0.0
13,0.0
14,3.0517578125e-05
15,3.0517578125e-05
16,-3.0517578125e-05
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,-3.0517578125e-05
28,0.0
29,0.0
30,3.0517578125e-05
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,3.0517578125e-05
37,-3.0517578125e-05
38,0.0
39,3.0517578125e-05
40,-3.0517578125e-05
41,0.0
42,-3.0517578125e-05
43,0.0
44,3.0517578125e-05
45,4.57763671875e-05
46,-1.52587890625e-05
47,0.0
48,0.0
49,-3.0517578125e-05
50,0.0
51,0.0
52,4.57763671875e-05
53,-4.57763671875e-05
54,4.57763671875e-05
55,-4.57763671875e-05
56,-3.0517578125e-05
57,0.0
58,0.0
59,3.0517578125e-05
60,3.0517578125e-05
61,-3.0517578125e-05
62,0.0
63,0.0
64,3.0517578125e-05
65,0.0
66,-3.0517578125e-05
67,6.103515625e-05
68,-1.52587890625e-05
69,-1.52587890625e-05
70,-3.0517578125e-05
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,4.57763671875e-05
78,-1.52587890625e-05
79,-3.0517578125e-05
80,0.0
81,0.0
82,6.103515625e-05
83,0.0
84,-3.0517578125e-05
85,-3.0517578125e-05
86,0.0
87,6.103515625e-05
88,-3.0517578125e-05
89,0.0
90,-3.0517578125e-05
91,3.0517578125e-05
92,-6.103515625e-05
93,0.0
94,0.0
95,3.0517578125e-05
96,4.57763671875e-05
97,-1.52587890625e-05
98,0.0
99,-3.0517578125e-05
100,4.57763671875e-05
101,-1.52587890625e-05
102,-3.0517578125e-05
103,4.57763671875e-05
104,-1.52587890625e-05
105,-3.0517578125e-05
106,4.57763671875e-05
107,-4.57763671875e-05
108,6.103515625e-05
109,-3.0517578125e-05
110,-3.0517578125e-05
111,6.103515625e-05
112,-1.52587890625e-05
113,-1.52587890625e-05
114,-3.0517578125e-05
115,0.0
116,0.0
117,3.0517578125e-05
118,-3.0517578125e-05
119,4.57763671875e-05
120,-1.52587890625e-05
121,-3.0517578125e-05
122,4.57763671875e-05
123,-1.52587890625e-05
124,0.0
125,-6.103515625e-05
126,6.103515625e-05
127,-3.0517578125e-05
128,4.57763671875e-05
129,-4.57763671875e-05
130,6.103515625e-05
131,0.0
132,-3.0517578125e-05
133,-3.0517578125e-05
134,0.0
135,0.0
136,-3.0517578125e-05
137,0.0
138,3.0517578125e-05
139,0.0
140,0.0
141,0.0
142,6.103515625e-05
143,-3.0517578125e-05
144,-3.0517578125e-05
145,3.0517578125e-05
146,-6.103515625e-05
147,0.0
148,3.0517578125e-05
149,0.0
150,0.0
151,4.57763671875e-05
152,-1.52587890625e-05
153,-3.0517578125e-05
154,0.0
155,3.0517578125e-05
156,-3.0517578125e-05
157,6.103515625e-05
158,-1.52587890625e-05
159,-1.52587890625e-05
160,-3.0517578125e-05
161,0.0
162,0.0
163,0.0
164,0.0
165,-3.0517578125e-05
166,0.0
167,3.0517578125e-05
168,-3.0517578125e-05
169,0.0
170,3.0517578125e-05
171,-3.0517578125e-05
172,0.0
173,6.103515625e-05
174,-3.0517578125e-05
175,3.0517578125e-05
176,-3.0517578125e-05
177,0.0
178,3.0517578125e-05
179,-3.0517578125e-05
180,0.0
181,0.0
182,0.0
183,0.0
184,-3.0517578125e-05
185,3.0517578125e-05
186,-3.0517578125e-05
187,3.0517578125e-05
188,-3.0517578125e-05
189,0.0
190,3.0517578125e-05
191,-3.0517578125e-05
192,3.0517578125e-05
193,-3.0517578125e-05
194,0.0
195,0.0
196,3.0517578125e-05
197,-3.0517578125e-05
198,0.0
