step,penalty_inverse_rotation_0
0,-2.0
1,0.0
2,0.0
3,-6.78168362355791e-05
4,0.0
5,-2.260561268485617e-05
6,0.0
7,-2.260561268485617e-05
8,0.0
9,-2.260561268485617e-05
10,0.0
11,0.0
12,-2.260561268485617e-05
13,0.0
14,-2.260561268485617e-05
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,-0.11896204203367233
34,0.0
35,-0.0007572880131192505
36,0.0
37,0.0
38,0.0
39,0.0
40,-2.260561268485617e-05
41,0.0
42,-2.260561268485617e-05
43,0.0
44,0.0
45,-2.260561268485617e-05
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,-2.260561268485617e-05
53,0.0
54,0.0
55,-2.260561268485617e-05
56,0.0
57,0.0
58,-2.260561268485617e-05
59,0.0
60,0.0
61,0.0
62,-4.521122536971234e-05
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,-2.260561268485617e-05
69,0.0
70,0.0
71,-2.260561268485617e-05
72,0.0
73,0.0
74,0.0
75,-4.521122536971234e-05
76,0.0
77,0.0
78,-4.521122536971234e-05
79,0.0
80,0.0
81,-5.6514032621635124e-05
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,-1.1302806342428084e-05
94,0.0
95,0.0
96,-2.260561268485617e-05
97,0.0
98,0.0
99,-1.1302806342428084e-05
100,0.0
101,-1.1302806342428084e-05
102,0.0
103,0.0
104,0.0
105,-1.1302806342428084e-05
106,-4.521122536971234e-05
107,0.0
108,-1.1302806342428084e-05
109,0.0
110,0.0
111,-2.260561268485617e-05
112,0.0
113,0.0
114,0.0
115,-1.1302806342428084e-05
116,0.0
117,-1.1302806342428084e-05
118,-2.260561268485617e-05
119,-1.1302806342428084e-05
120,0.0
121,-1.1302806342428084e-05
122,0.0
123,-1.1302806342428084e-05
124,0.0
125,-2.260561268485617e-05
126,0.0
127,0.0
128,0.0
129,0.0
130,0.0
131,-3.390841811778955e-05
132,0.0
133,-4.521122536971234e-05
134,0.0
135,0.0
136,0.0
137,0.0
138,-1.1302806342428084e-05
139,0.0
140,-1.1302806342428084e-05
141,0.0
142,-5.6514032621635124e-05
143,0.0
144,0.0
145,-4.521122536971234e-05
146,0.0
147,-1.1302806342428084e-05
148,0.0
149,0.0
150,-4.521122536971234e-05
151,0.0
152,0.0
153,-4.521122536971234e-05
154,-1.1302806342428084e-05
155,0.0
156,0.0
157,-1.1302806342428084e-05
158,0.0
159,-3.390841811778955e-05
160,0.0
161,0.0
162,0.0
163,-4.521122536971234e-05
164,0.0
165,0.0
166,-5.6514032621635124e-05
167,0.0
168,0.0
169,0.0
170,-3.390841811778955e-05
171,0.0
172,0.0
173,-1.1302806342428084e-05
174,0.0
175,0.0
176,0.0
177,0.0
178,0.0
179,0.0
180,0.0
181,-1.1302806342428084e-05
182,-1.1302806342428084e-05
183,-1.1302806342428084e-05
184,0.0
185,0.0
186,-4.521122536971234e-05
187,0.0
188,0.0
189,0.0
190,-1.1302806342428084e-05
191,0.0
192,0.0
193,0.0
194,-5.6514032621635124e-05
195,0.0
196,0.0
197,0.0
198,0.0
