step,penalty_inverse_rotation_0
0,0.0
1,0.0
2,-1.1302806342428084e-05
3,0.0
4,-1.1302806342428084e-05
5,0.0
6,-1.1302806342428084e-05
7,0.0
8,0.0
9,-1.1302806342428084e-05
10,0.0
11,-1.1302806342428084e-05
12,0.0
13,0.0
14,0.0
15,-1.1302806342428084e-05
16,0.0
17,0.0
18,-1.1302806342428084e-05
19,0.0
20,0.0
21,0.0
22,-1.1302806342428084e-05
23,0.0
24,-1.1302806342428084e-05
25,0.0
26,0.0
27,-1.1302806342428084e-05
28,0.0
29,-1.1302806342428084e-05
30,0.0
31,0.0
32,0.0
33,-1.1302806342428084e-05
34,0.0
35,0.0
36,-1.1302806342428084e-05
37,0.0
38,-1.1302806342428084e-05
39,0.0
40,-1.1302806342428084e-05
41,0.0
42,0.0
43,-1.1302806342428084e-05
44,0.0
45,-1.1302806342428084e-05
46,0.0
47,0.0
48,0.0
49,-1.1302806342428084e-05
50,0.0
51,-1.1302806342428084e-05
52,0.0
53,0.0
54,0.0
55,0.0
56,-1.1302806342428084e-05
57,0.0
58,-1.1302806342428084e-05
59,0.0
60,-1.1302806342428084e-05
61,0.0
62,-1.1302806342428084e-05
63,0.0
64,0.0
65,-1.1302806342428084e-05
66,0.0
67,-1.1302806342428084e-05
68,0.0
69,-1.1302806342428084e-05
70,0.0
71,0.0
72,-1.1302806342428084e-05
73,0.0
74,-1.1302806342428084e-05
75,0.0
76,-1.1302806342428084e-05
77,0.0
78,0.0
79,-1.1302806342428084e-05
80,0.0
81,-1.1302806342428084e-05
82,0.0
83,-1.1302806342428084e-05
84,0.0
85,0.0
86,0.0
87,0.0
88,-1.1302806342428084e-05
89,0.0
90,-1.1302806342428084e-05
91,0.0
92,0.0
93,0.0
94,0.0
95,-1.1302806342428084e-05
96,0.0
97,-1.1302806342428084e-05
98,0.0
99,-1.1302806342428084e-05
100,0.0
101,-1.1302806342428084e-05
102,0.0
103,-1.1302806342428084e-05
104,0.0
105,0.0
106,-1.1302806342428084e-05
107,0.0
108,-1.1302806342428084e-05
109,0.0
110,-1.1302806342428084e-05
111,0.0
112,0.0
113,-1.1302806342428084e-05
114,0.0
115,-1.1302806342428084e-05
116,0.0
117,-1.1302806342428084e-05
118,0.0
119,0.0
120,-1.1302806342428084e-05
121,0.0
122,-1.1302806342428084e-05
123,0.0
124,-1.1302806342428084e-05
125,0.0
126,-1.1302806342428084e-05
127,0.0
128,0.0
129,-1.1302806342428084e-05
130,0.0
131,-1.1302806342428084e-05
132,0.0
133,0.0
134,0.0
135,0.0
136,0.0
137,0.0
138,0.0
139,-1.1302806342428084e-05
140,0.0
141,0.0
142,0.0
143,0.0
144,-1.1302806342428084e-05
145,0.0
146,0.0
147,0.0
148,-1.1302806342428084e-05
149,0.0
150,0.0
151,0.0
152,-1.1302806342428084e-05
153,0.0
154,0.0
155,-1.1302806342428084e-05
156,0.0
157,-1.1302806342428084e-05
158,0.0
159,-1.1302806342428084e-05
160,0.0
161,-1.1302806342428084e-05
162,0.0
163,0.0
164,-1.1302806342428084e-05
165,0.0
166,-1.1302806342428084e-05
167,0.0
168,-1.1302806342428084e-05
169,0.0
170,0.0
171,-1.1302806342428084e-05
172,0.0
173,0.0
174,0.0
175,-1.1302806342428084e-05
176,0.0
177,0.0
178,-1.1302806342428084e-05
179,0.0
180,-1.1302806342428084e-05
181,0.0
182,-1.1302806342428084e-05
183,0.0
184,0.0
185,0.0
186,0.0
187,-1.1302806342428084e-05
188,0.0
189,-1.1302806342428084e-05
190,0.0
191,-1.1302806342428084e-05
192,0.0
193,0.0
194,-1.1302806342428084e-05
195,0.0
196,-1.1302806342428084e-05
197,0.0
198,0.0
