step,penalty_translation_0
0,-5.273920396575704e-05
1,-5.2736409998033196e-05
2,-5.273922943160869e-05
3,-5.2737061196239665e-05
4,-5.2736359066329896e-05
5,-5.2739102102350444e-05
6,-5.27362572029233e-05
7,-5.2737130317837e-05
8,-5.2739214879693463e-05
9,-5.273639544611797e-05
10,-5.273644273984246e-05
11,-5.2739364036824554e-05
12,-5.273699207464233e-05
13,-5.2739425882464275e-05
14,-5.2736373618245125e-05
15,-5.2739102102350444e-05
16,-5.273663919069804e-05
17,-5.273915303405374e-05
18,-5.273649003356695e-05
19,-0.0003270464076194912
20,-0.005656822584569454
21,-0.01995357684791088
22,-0.03265198692679405
23,-0.03683403506875038
24,-0.036834072321653366
25,-0.0368339866399765
26,-0.036834076046943665
27,-0.036834053695201874
28,-0.0368339829146862
29,-0.036833979189395905
30,-0.036834076046943665
31,-0.036834072321653366
32,-0.0368339829146862
33,-0.036833979189395905
34,-0.036834072321653366
35,-0.03683405742049217
36,-0.036833979189395905
37,-0.036833979189395905
38,-0.03683407977223396
39,-0.036833979189395905
40,-0.036834076046943665
41,-0.036833979189395905
42,-0.03683407977223396
43,-0.0368339866399765
44,-0.0368339866399765
45,-0.036834076046943665
46,-0.036834053695201874
47,-0.0368339866399765
48,-0.036834076046943665
49,-0.03683396428823471
50,-0.03683405742049217
51,-0.0368339829146862
52,-0.0368339829146862
53,-0.036834072321653366
54,-0.0368339829146862
55,-0.03683407977223396
56,-0.036833979189395905
57,-0.0368339866399765
58,-0.03683407977223396
59,-0.036833979189395905
60,-0.03683404251933098
61,-0.036834072321653366
62,-0.0368339829146862
63,-0.036834072321653366
64,-0.03683396428823471
65,-0.03683396428823471
66,-0.036834072321653366
67,-0.0368339829146862
68,-0.0368339866399765
69,-0.03683405742049217
70,-0.0368339866399765
71,-0.0368339866399765
72,-0.03683407977223396
73,-0.036833979189395905
74,-0.036833979189395905
75,-0.036834072321653366
76,-0.03683396428823471
77,-0.036833979189395905
78,-0.036834076046943665
79,-0.03683407977223396
80,-0.0368339866399765
81,-0.03683407977223396
82,-0.03683404251933098
83,-0.036834072321653366
84,-0.0368339866399765
85,-0.03683407977223396
86,-0.03683409094810486
87,-0.0368339829146862
88,-0.0368339866399765
89,-0.036834072321653366
90,-0.0368339829146862
91,-0.0368339866399765
92,-0.0368339829146862
93,-0.036834076046943665
94,-0.036833979189395905
95,-0.036834072321653366
96,-0.036834072321653366
97,-0.0368339866399765
98,-0.036833979189395905
99,-0.0368339829146862
100,-0.03683407977223396
101,-0.0368339829146862
102,-0.0368339866399765
103,-0.036834053695201874
104,-0.036834053695201874
105,-0.0368339829146862
106,-0.036834076046943665
107,-0.0368339866399765
108,-0.036834076046943665
109,-0.0368339866399765
110,-0.036834053695201874
111,-0.0368339829146862
112,-0.0368339866399765
113,-0.036834076046943665
114,-0.0368339829146862
115,-0.0368339866399765
116,-0.03683404251933098
117,-0.0368339866399765
118,-0.0368339866399765
119,-0.036834053695201874
120,-0.036834076046943665
121,-0.03683396428823471
122,-0.0368339866399765
123,-0.03683405742049217
124,-0.036834076046943665
125,-0.0368339829146862
126,-0.03683396428823471
127,-0.03683407977223396
128,-0.0368339866399765
129,-0.0368339866399765
130,-0.036834076046943665
131,-0.036834076046943665
132,-0.0368339866399765
133,-0.03683405742049217
134,-0.036834072321653366
135,-0.0368339866399765
136,-0.036834072321653366
137,-0.03683409094810486
138,-0.0368339829146862
139,-0.036834072321653366
140,-0.03683404251933098
141,-0.0368339866399765
142,-0.036833979189395905
143,-0.03683407977223396
144,-0.0368339829146862
145,-0.036834076046943665
146,-0.036834072321653366
147,-0.03683396428823471
148,-0.036834053695201874
149,-0.03683405742049217
150,-0.036834053695201874
151,-0.0368339829146862
152,-0.036834072321653366
153,-0.036833979189395905
154,-0.0368339829146862
155,-0.036834072321653366
156,-0.03683405742049217
157,-0.0368339829146862
158,-0.0368339829146862
159,-0.03683409094810486
160,-0.0368339829146862
161,-0.0368339866399765
162,-0.036834076046943665
163,-0.0368339829146862
164,-0.0368339866399765
165,-0.036834076046943665
166,-0.0368339866399765
167,-0.036834053695201874
168,-0.0368339829146862
169,-0.036833979189395905
170,-0.036834053695201874
171,-0.0368339866399765
172,-0.03683407977223396
173,-0.03683407977223396
174,-0.036833979189395905
175,-0.0368339866399765
176,-0.036834076046943665
177,-0.03683405742049217
178,-0.036834053695201874
179,-0.0368339866399765
180,-0.036834053695201874
181,-0.036833979189395905
182,-0.036833979189395905
183,-0.0368339829146862
184,-0.036834076046943665
185,-0.0368339829146862
186,-0.036834053695201874
187,-0.03683405742049217
188,-0.03683396056294441
189,-0.0368339866399765
190,-0.03683404251933098
191,-0.03683405742049217
192,-0.0368339829146862
193,-0.03683396428823471
194,-0.03683407977223396
195,-0.03683405742049217
196,-0.0368339866399765
197,-0.03683407977223396
198,-0.036834076046943665
