step,box_rotation_progress_0
0,0.0
1,0.0
2,0.0
3,0.0
4,6.103515625e-05
5,3.0517578125e-05
6,1.52587890625e-05
7,4.57763671875e-05
8,6.103515625e-05
9,3.0517578125e-05
10,0.0
11,0.0
12,4.57763671875e-05
13,3.0517578125e-05
14,1.52587890625e-05
15,4.57763671875e-05
16,1.52587890625e-05
17,7.62939453125e-05
18,4.57763671875e-05
19,4.57763671875e-05
20,1.52587890625e-05
21,1.52587890625e-05
22,6.103515625e-05
23,3.0517578125e-05
24,1.52587890625e-05
25,6.103515625e-05
26,4.57763671875e-05
27,1.52587890625e-05
28,0.0
29,4.57763671875e-05
30,4.57763671875e-05
31,1.52587890625e-05
32,1.52587890625e-05
33,0.0
34,3.0517578125e-05
35,7.62939453125e-05
36,6.103515625e-05
37,3.0517578125e-05
38,1.52587890625e-05
39,6.103515625e-05
40,4.57763671875e-05
41,7.62939453125e-05
42,6.103515625e-05
43,4.57763671875e-05
44,1.52587890625e-05
45,1.52587890625e-05
46,0.0
47,3.0517578125e-05
48,6.103515625e-05
49,0.0
50,4.57763671875e-05
51,1.52587890625e-05
52,6.103515625e-05
53,6.103515625e-05
54,3.0517578125e-05
55,1.52587890625e-05
56,4.57763671875e-05
57,1.52587890625e-05
58,1.52587890625e-05
59,4.57763671875e-05
60,4.57763671875e-05
61,1.52587890625e-05
62,6.103515625e-05
63,4.57763671875e-05
64,1.52587890625e-05
65,1.52587890625e-05
66,6.103515625e-05
67,3.0517578125e-05
68,1.52587890625e-05
69,4.57763671875e-05
70,4.57763671875e-05
71,3.0517578125e-05
72,1.52587890625e-05
73,4.57763671875e-05
74,3.0517578125e-05
75,1.52587890625e-05
76,6.103515625e-05
77,3.0517578125e-05
78,3.0517578125e-05
79,1.52587890625e-05
80,6.103515625e-05
81,4.57763671875e-05
82,4.57763671875e-05
83,1.52587890625e-05
84,0.0
85,6.103515625e-05
86,4.57763671875e-05
87,1.52587890625e-05
88,0.0
89,3.0517578125e-05
90,1.52587890625e-05
91,6.103515625e-05
92,6.103515625e-05
93,1.52587890625e-05
94,1.52587890625e-05
95,0.0
96,3.0517578125e-05
97,1.52587890625e-05
98,6.103515625e-05
99,4.57763671875e-05
100,1.52587890625e-05
101,0.0
102,4.57763671875e-05
103,4.57763671875e-05
104,1.52587890625e-05
105,7.62939453125e-05
106,4.57763671875e-05
107,4.57763671875e-05
108,1.52587890625e-05
109,1.52587890625e-05
110,6.103515625e-05
111,4.57763671875e-05
112,3.0517578125e-05
113,1.52587890625e-05
114,1.52587890625e-05
115,4.57763671875e-05
116,3.0517578125e-05
117,1.52587890625e-05
118,6.103515625e-05
119,4.57763671875e-05
120,1.52587890625e-05
121,1.52587890625e-05
122,4.57763671875e-05
123,4.57763671875e-05
124,1.52587890625e-05
125,7.62939453125e-05
126,6.103515625e-05
127,4.57763671875e-05
128,3.0517578125e-05
129,3.0517578125e-05
130,1.52587890625e-05
131,4.57763671875e-05
132,3.0517578125e-05
133,3.0517578125e-05
134,1.52587890625e-05
135,6.103515625e-05
136,4.57763671875e-05
137,1.52587890625e-05
138,6.103515625e-05
139,3.0517578125e-05
140,3.0517578125e-05
141,1.52587890625e-05
142,6.103515625e-05
143,3.0517578125e-05
144,1.52587890625e-05
145,0.0
146,4.57763671875e-05
147,3.0517578125e-05
148,1.52587890625e-05
149,6.103515625e-05
150,4.57763671875e-05
151,1.52587890625e-05
152,4.57763671875e-05
153,4.57763671875e-05
154,1.52587890625e-05
155,0.0
156,4.57763671875e-05
157,6.103515625e-05
158,4.57763671875e-05
159,3.0517578125e-05
160,1.52587890625e-05
161,6.103515625e-05
162,4.57763671875e-05
163,4.57763671875e-05
164,1.52587890625e-05
165,0.0
166,6.103515625e-05
167,3.0517578125e-05
168,1.52587890625e-05
169,0.0
170,4.57763671875e-05
171,3.0517578125e-05
172,1.52587890625e-05
173,7.62939453125e-05
174,6.103515625e-05
175,6.103515625e-05
176,3.0517578125e-05
177,7.62939453125e-05
178,6.103515625e-05
179,4.57763671875e-05
180,3.0517578125e-05
181,1.52587890625e-05
182,0.0
183,4.57763671875e-05
184,1.52587890625e-05
185,7.62939453125e-05
186,0.0
187,4.57763671875e-05
188,4.57763671875e-05
189,1.52587890625e-05
190,1.52587890625e-05
191,6.103515625e-05
192,3.0517578125e-05
193,3.0517578125e-05
194,1.52587890625e-05
195,4.57763671875e-05
196,3.0517578125e-05
197,1.52587890625e-05
198,0.0
