step,box_rotation_step_score_0
0,-2.0
1,-1.1302806342428084e-05
2,-2.260561268485617e-05
3,-1.1302806342428084e-05
4,4.521122536971234e-05
5,-2.260561268485617e-05
6,-1.1302806342428084e-05
7,2.260561268485617e-05
8,1.1302806342428084e-05
9,-2.260561268485617e-05
10,-2.260561268485617e-05
11,0.0
12,3.390841811778955e-05
13,-1.1302806342428084e-05
14,-1.1302806342428084e-05
15,2.260561268485617e-05
16,-2.260561268485617e-05
17,4.521122536971234e-05
18,-2.260561268485617e-05
19,0.0
20,-2.260561268485617e-05
21,0.0
22,3.390841811778955e-05
23,-2.260561268485617e-05
24,-1.1302806342428084e-05
25,3.390841811778955e-05
26,-1.1302806342428084e-05
27,-2.260561268485617e-05
28,-1.1302806342428084e-05
29,3.390841811778955e-05
30,0.0
31,-2.260561268485617e-05
32,0.0
33,-1.1302806342428084e-05
34,2.260561268485617e-05
35,3.390841811778955e-05
36,-1.1302806342428084e-05
37,-2.260561268485617e-05
38,-1.1302806342428084e-05
39,3.390841811778955e-05
40,-1.1302806342428084e-05
41,2.260561268485617e-05
42,-1.1302806342428084e-05
43,-1.1302806342428084e-05
44,-2.260561268485617e-05
45,0.0
46,-1.1302806342428084e-05
47,2.260561268485617e-05
48,2.260561268485617e-05
49,-4.521122536971234e-05
50,3.390841811778955e-05
51,-2.260561268485617e-05
52,3.390841811778955e-05
53,0.0
54,-2.260561268485617e-05
55,-1.1302806342428084e-05
56,2.260561268485617e-05
57,-2.260561268485617e-05
58,0.0
59,2.260561268485617e-05
60,0.0
61,-2.260561268485617e-05
62,3.390841811778955e-05
63,-1.1302806342428084e-05
64,-2.260561268485617e-05
65,0.0
66,3.390841811778955e-05
67,-2.260561268485617e-05
68,-1.1302806342428084e-05
69,2.260561268485617e-05
70,0.0
71,-1.1302806342428084e-05
72,-1.1302806342428084e-05
73,2.260561268485617e-05
74,-1.1302806342428084e-05
75,-1.1302806342428084e-05
76,3.390841811778955e-05
77,-2.260561268485617e-05
78,0.0
79,-1.1302806342428084e-05
80,3.390841811778955e-05
81,-1.1302806342428084e-05
82,0.0
83,-2.260561268485617e-05
84,-1.1302806342428084e-05
85,4.521122536971234e-05
86,-1.1302806342428084e-05
87,-2.260561268485617e-05
88,-1.1302806342428084e-05
89,2.260561268485617e-05
90,-1.1302806342428084e-05
91,3.390841811778955e-05
92,0.0
93,-3.390841811778955e-05
94,0.0
95,-1.1302806342428084e-05
96,2.260561268485617e-05
97,-1.1302806342428084e-05
98,3.390841811778955e-05
99,-1.1302806342428084e-05
100,-2.260561268485617e-05
101,-1.1302806342428084e-05
102,3.390841811778955e-05
103,0.0
104,-2.260561268485617e-05
105,4.521122536971234e-05
106,-2.260561268485617e-05
107,0.0
108,-2.260561268485617e-05
109,0.0
110,3.390841811778955e-05
111,-1.1302806342428084e-05
112,-1.1302806342428084e-05
113,-1.1302806342428084e-05
114,0.0
115,2.260561268485617e-05
116,-1.1302806342428084e-05
117,-1.1302806342428084e-05
118,3.390841811778955e-05
119,-1.1302806342428084e-05
120,-2.260561268485617e-05
121,0.0
122,2.260561268485617e-05
123,0.0
124,-2.260561268485617e-05
125,4.521122536971234e-05
126,-1.1302806342428084e-05
127,-1.1302806342428084e-05
128,-1.1302806342428084e-05
129,0.0
130,-1.1302806342428084e-05
131,2.260561268485617e-05
132,-1.1302806342428084e-05
133,0.0
134,-1.1302806342428084e-05
135,3.390841811778955e-05
136,-1.1302806342428084e-05
137,-2.260561268485617e-05
138,3.390841811778955e-05
139,-2.260561268485617e-05
140,0.0
141,-1.1302806342428084e-05
142,3.390841811778955e-05
143,-2.260561268485617e-05
144,-1.1302806342428084e-05
145,-1.1302806342428084e-05
146,3.390841811778955e-05
147,-1.1302806342428084e-05
148,-1.1302806342428084e-05
149,3.390841811778955e-05
150,-1.1302806342428084e-05
151,-2.260561268485617e-05
152,2.260561268485617e-05
153,0.0
154,-2.260561268485617e-05
155,-1.1302806342428084e-05
156,3.390841811778955e-05
157,1.1302806342428084e-05
158,-1.1302806342428084e-05
159,-1.1302806342428084e-05
160,-1.1302806342428084e-05
161,3.390841811778955e-05
162,-1.1302806342428084e-05
163,0.0
164,-2.260561268485617e-05
165,-1.1302806342428084e-05
166,4.521122536971234e-05
167,-2.260561268485617e-05
168,-1.1302806342428084e-05
169,-1.1302806342428084e-05
170,3.390841811778955e-05
171,-1.1302806342428084e-05
172,-1.1302806342428084e-05
173,4.521122536971234e-05
174,-1.1302806342428084e-05
175,0.0
176,-2.260561268485617e-05
177,3.390841811778955e-05
178,-1.1302806342428084e-05
179,-1.1302806342428084e-05
180,-1.1302806342428084e-05
181,-1.1302806342428084e-05
182,-1.1302806342428084e-05
183,3.390841811778955e-05
184,-2.260561268485617e-05
185,4.521122536971234e-05
186,-5.6514032621635124e-05
187,3.390841811778955e-05
188,0.0
189,-2.260561268485617e-05
190,0.0
191,3.390841811778955e-05
192,-2.260561268485617e-05
193,0.0
194,-1.1302806342428084e-05
195,2.260561268485617e-05
196,-1.1302806342428084e-05
197,-1.1302806342428084e-05
198,-1.1302806342428084e-05
