step,rewards_0
0,-2.740574598312378
1,-0.6796230673789978
2,-0.17213711142539978
3,-0.16842475533485413
4,-0.16940560936927795
5,-0.1732001006603241
6,-0.17788344621658325
7,-0.1825280487537384
8,-0.18696913123130798
9,-0.19090455770492554
10,-0.19423162937164307
11,-0.19604068994522095
12,-0.19601422548294067
13,-0.1944447159767151
14,-0.19177410006523132
15,-0.1884341537952423
16,-0.1848101019859314
17,-0.18121400475502014
18,-0.1762101650238037
19,-0.16890031099319458
20,-0.1595340371131897
21,-0.15066629648208618
22,-0.1859407126903534
23,-1.0803601741790771
24,-0.67085200548172
25,-0.17802442610263824
26,-0.19098831713199615
27,-0.20122982561588287
28,-0.20897725224494934
29,-0.21562938392162323
30,-0.22123859822750092
31,-0.22671781480312347
32,-0.23102225363254547
33,-0.23460683226585388
34,-0.2374989539384842
35,-0.24035419523715973
36,-0.2429971545934677
37,-0.24526353180408478
38,-0.24695207178592682
39,-0.24805192649364471
40,-0.24869729578495026
41,-0.2490352839231491
42,-0.2492111176252365
43,-0.24940261244773865
44,-0.24951690435409546
45,-0.24954839050769806
46,-0.24950207769870758
47,-0.24936610460281372
48,-0.24911020696163177
49,-0.24857188761234283
50,-0.2476327121257782
51,-0.24630849063396454
52,-0.24461783468723297
53,-0.24255453050136566
54,-0.23996005952358246
55,-0.23651085793972015
56,-0.23248986899852753
57,-0.22800783812999725
58,-0.22367790341377258
59,-0.22054894268512726
60,-0.21557144820690155
61,-0.20429114997386932
62,-1.982493281364441
63,-2.033426523208618
64,-1.2659695148468018
65,-0.5805590748786926
66,-0.2666000723838806
67,-0.25633740425109863
68,-0.24646121263504028
69,-2.2941222190856934
70,-2.4318175315856934
71,-2.5463168621063232
72,-2.62815523147583
73,-2.2980732917785645
74,-2.115917921066284
75,-2.031123161315918
76,-1.641688346862793
77,-1.1481597423553467
78,-1.5359268188476562
79,-1.707619309425354
80,-1.0984975099563599
81,-2.155855655670166
82,-1.3403571844100952
83,-1.775646686553955
84,-4.290048599243164
85,-2.3378524780273438
86,-2.333371639251709
87,-2.342529773712158
88,-2.1791443824768066
89,-1.0498234033584595
90,-1.0632307529449463
91,-1.0772521495819092
92,-1.0893466472625732
93,-1.0919933319091797
94,-1.0922490358352661
95,-1.0923863649368286
96,-1.0925157070159912
97,-1.0926026105880737
98,-1.0926520824432373
99,-1.092712640762329
100,-1.0927584171295166
101,-1.0927650928497314
102,-1.092753529548645
103,-1.0927224159240723
104,-2.0972046852111816
105,-2.09596848487854
106,-1.108860969543457
107,-1.0945583581924438
108,-1.1081607341766357
109,-1.0934696197509766
110,-1.093448519706726
111,-1.0934345722198486
112,-1.0934171676635742
113,-1.0933847427368164
114,-1.0933126211166382
115,-1.0932645797729492
116,-1.0931522846221924
117,-1.0930882692337036
118,-1.0929675102233887
119,-1.0928863286972046
120,-1.092739224433899
121,-1.0926663875579834
122,-1.0924954414367676
123,-1.0923800468444824
124,-1.0921787023544312
125,-1.0920735597610474
126,-1.0918855667114258
127,-1.0917614698410034
128,-1.0915749073028564
129,-1.0914561748504639
130,-1.0913031101226807
131,-1.0912024974822998
132,-1.0910115242004395
133,-1.0909533500671387
134,-1.0907448530197144
135,-1.0906842947006226
136,-1.0905077457427979
137,-1.090380311012268
138,-1.090288758277893
139,-1.0901894569396973
140,-1.0900989770889282
141,-1.0900179147720337
142,-1.0899897813796997
143,-1.0899932384490967
144,-1.0900108814239502
145,-1.0900816917419434
146,-1.09017014503479
147,-1.0902553796768188
148,-1.0903455018997192
149,-1.0904395580291748
150,-1.0911234617233276
151,-1.094850778579712
152,-1.0997200012207031
153,-1.1038687229156494
154,-1.1074093580245972
155,-1.1104198694229126
156,-1.1129322052001953
157,-1.115007996559143
158,-1.1167070865631104
159,-1.1181001663208008
160,-1.1192576885223389
161,-1.1201777458190918
162,-1.120901107788086
163,-1.277916669845581
164,-1.371838927268982
165,-1.3721437454223633
166,-1.3723821640014648
167,-1.3725792169570923
168,-1.8727506399154663
169,-1.8729064464569092
170,-1.8730441331863403
171,-1.8731727600097656
172,-1.8733092546463013
173,-1.8734530210494995
174,-1.873598575592041
175,-1.8737376928329468
176,-1.8738744258880615
177,-1.8739988803863525
178,-1.874106764793396
179,-1.8741943836212158
180,-1.8742631673812866
181,-1.8743171691894531
182,-1.8743584156036377
183,-1.8743896484375
184,-1.8744120597839355
185,-1.8744280338287354
186,-1.8744620084762573
187,-1.8744710683822632
188,-1.8744564056396484
189,-1.8744632005691528
190,-1.8744691610336304
191,-1.8744734525680542
192,-1.874476432800293
193,-1.8745006322860718
194,-1.8745009899139404
195,-1.8745003938674927
196,-1.8744988441467285
197,-1.8744745254516602
198,-1.8744721412658691
199,-1.8744968175888062
