step,current_pushpoint_by_left_0,current_pushpoint_by_left_1,current_pushpoint_by_left_2
0,-0.2517545521259308,0.16380855441093445,0.05699978396296501
1,-0.2517544627189636,0.16380900144577026,0.05699991434812546
2,-0.2517545223236084,0.16380855441093445,0.05699986591935158
3,-0.25175467133522034,0.16380856931209564,0.056999802589416504
4,-0.25175461173057556,0.16380855441093445,0.05699988454580307
5,-0.2517544627189636,0.16380852460861206,0.05699983611702919
6,-0.2517545819282532,0.16380855441093445,0.05699988827109337
7,-0.251754492521286,0.16380853950977325,0.05699985474348068
8,-0.2517545521259308,0.16380855441093445,0.056999847292900085
9,-0.2517545223236084,0.16380852460861206,0.056999869644641876
10,-0.25175464153289795,0.16380904614925385,0.0569998100399971
11,-0.251754492521286,0.16380898654460907,0.05699988082051277
12,-0.25175461173057556,0.16380904614925385,0.05699983239173889
13,-0.2517545223236084,0.16380853950977325,0.05699990689754486
14,-0.25175464153289795,0.16380855441093445,0.056999899446964264
15,-0.251754492521286,0.16380900144577026,0.05699991434812546
16,-0.2517545819282532,0.16380853950977325,0.05699988082051277
17,-0.2517545521259308,0.16380855441093445,0.05699990317225456
18,-0.25175464153289795,0.16380855441093445,0.05699985846877098
19,-0.2517545521259308,0.16380901634693146,0.05699979141354561
20,-0.25175461173057556,0.16380855441093445,0.05699979513883591
21,-0.2517545223236084,0.16380855441093445,0.05699985846877098
22,-0.25175464153289795,0.16380906105041504,0.05699985474348068
23,-0.2517545521259308,0.16380855441093445,0.056999895721673965
24,-0.251754492521286,0.16380900144577026,0.05699983984231949
25,-0.25175461173057556,0.16380855441093445,0.0569998063147068
26,-0.251754492521286,0.16380852460861206,0.056999873369932175
27,-0.25175464153289795,0.16380855441093445,0.05699986591935158
28,-0.2517545521259308,0.16380855441093445,0.0569998100399971
29,-0.25175464153289795,0.16380855441093445,0.05699986591935158
30,-0.2517545521259308,0.16380903124809265,0.05699986219406128
31,-0.25175467133522034,0.16380906105041504,0.05699983239173889
32,-0.25175461173057556,0.16380903124809265,0.05699983984231949
33,-0.2517545223236084,0.16380852460861206,0.05699988082051277
