step,box_rotation_step_score_0
0,-2.0
1,0.0
2,0.0
3,0.0
4,4.521122536971234e-05
5,-4.521122536971234e-05
6,0.0
7,2.260561268485617e-05
8,-2.260561268485617e-05
9,0.0
10,4.521122536971234e-05
11,-4.521122536971234e-05
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,4.521122536971234e-05
18,-4.521122536971234e-05
19,0.0
20,4.521122536971234e-05
21,-4.521122536971234e-05
22,0.0
23,0.0
24,2.260561268485617e-05
25,0.0
26,-2.260561268485617e-05
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,2.260561268485617e-05
38,0.0
39,0.0
40,0.0
41,2.260561268485617e-05
42,-4.521122536971234e-05
43,4.521122536971234e-05
44,-4.521122536971234e-05
45,0.0
46,2.260561268485617e-05
47,-4.521122536971234e-05
48,0.0
49,4.521122536971234e-05
50,0.0
51,0.0
52,2.260561268485617e-05
53,0.0
54,-6.78168362355791e-05
55,2.260561268485617e-05
56,0.0
57,4.521122536971234e-05
58,-4.521122536971234e-05
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,2.260561268485617e-05
68,-2.260561268485617e-05
69,0.0
70,0.0
71,2.260561268485617e-05
72,0.0
73,-2.260561268485617e-05
74,2.260561268485617e-05
75,0.0
76,0.0
77,-2.260561268485617e-05
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,2.260561268485617e-05
88,-4.521122536971234e-05
89,4.521122536971234e-05
90,-2.260561268485617e-05
91,2.260561268485617e-05
92,-2.260561268485617e-05
93,0.0
94,0.0
95,2.260561268485617e-05
96,0.0
97,-2.260561268485617e-05
98,2.260561268485617e-05
99,-4.521122536971234e-05
100,2.260561268485617e-05
101,0.0
102,0.0
103,0.0
104,2.260561268485617e-05
105,-2.260561268485617e-05
106,2.260561268485617e-05
107,0.0
108,-4.521122536971234e-05
109,4.521122536971234e-05
110,-2.260561268485617e-05
111,2.260561268485617e-05
112,0.0
113,-2.260561268485617e-05
114,2.260561268485617e-05
115,0.0
116,0.0
117,0.0
118,-4.521122536971234e-05
119,4.521122536971234e-05
120,-2.260561268485617e-05
121,2.260561268485617e-05
122,0.0
123,-2.260561268485617e-05
124,2.260561268485617e-05
125,0.0
126,-4.521122536971234e-05
127,2.260561268485617e-05
128,0.0
129,2.260561268485617e-05
130,-4.521122536971234e-05
131,4.521122536971234e-05
132,-2.260561268485617e-05
133,2.260561268485617e-05
134,-4.521122536971234e-05
135,2.260561268485617e-05
136,0.0
137,2.260561268485617e-05
138,-4.521122536971234e-05
139,0.0
140,4.521122536971234e-05
141,0.0
142,-4.521122536971234e-05
143,4.521122536971234e-05
144,-2.260561268485617e-05
145,2.260561268485617e-05
146,-2.260561268485617e-05
147,2.260561268485617e-05
148,-4.521122536971234e-05
149,2.260561268485617e-05
150,4.521122536971234e-05
151,-4.521122536971234e-05
152,0.0
153,0.0
154,0.0
155,0.0
156,0.0
157,0.0
158,0.0
159,2.260561268485617e-05
160,-2.260561268485617e-05
161,0.0
162,0.0
163,0.0
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,2.260561268485617e-05
170,0.0
171,-2.260561268485617e-05
172,0.0
173,2.260561268485617e-05
174,0.0
175,0.0
176,-2.260561268485617e-05
177,2.260561268485617e-05
178,0.0
179,-2.260561268485617e-05
180,0.0
181,0.0
182,2.260561268485617e-05
183,0.0
184,0.0
185,0.0
186,-4.521122536971234e-05
187,4.521122536971234e-05
188,0.0
189,0.0
190,0.0
191,0.0
192,-4.521122536971234e-05
193,0.0
194,4.521122536971234e-05
195,2.260561268485617e-05
196,-4.521122536971234e-05
197,2.260561268485617e-05
198,0.0
