step,box_rotation_step_score_0
0,2.0
1,3.390841811778955e-05
2,-3.390841811778955e-05
3,-3.390841811778955e-05
4,2.260561268485617e-05
5,3.390841811778955e-05
6,-3.390841811778955e-05
7,2.260561268485617e-05
8,-2.260561268485617e-05
9,2.260561268485617e-05
10,-2.260561268485617e-05
11,3.390841811778955e-05
12,-3.390841811778955e-05
13,2.260561268485617e-05
14,-2.260561268485617e-05
15,2.260561268485617e-05
16,-2.260561268485617e-05
17,1.1302806342428084e-05
18,-1.1302806342428084e-05
19,1.1302806342428084e-05
20,-3.390841811778955e-05
21,3.390841811778955e-05
22,-3.390841811778955e-05
23,2.260561268485617e-05
24,3.390841811778955e-05
25,-3.390841811778955e-05
26,2.260561268485617e-05
27,-2.260561268485617e-05
28,1.1302806342428084e-05
29,-1.1302806342428084e-05
30,2.260561268485617e-05
31,-4.521122536971234e-05
32,2.260561268485617e-05
33,2.260561268485617e-05
34,-2.260561268485617e-05
35,2.260561268485617e-05
36,-2.260561268485617e-05
37,2.260561268485617e-05
38,-4.521122536971234e-05
39,4.521122536971234e-05
40,2.260561268485617e-05
41,-3.390841811778955e-05
42,2.260561268485617e-05
43,-2.260561268485617e-05
44,3.390841811778955e-05
45,-4.521122536971234e-05
46,3.390841811778955e-05
47,-3.390841811778955e-05
48,2.260561268485617e-05
49,-4.521122536971234e-05
50,3.390841811778955e-05
51,3.390841811778955e-05
52,-3.390841811778955e-05
53,1.1302806342428084e-05
54,-2.260561268485617e-05
55,2.260561268485617e-05
56,-2.260561268485617e-05
57,1.1302806342428084e-05
58,2.260561268485617e-05
59,-3.390841811778955e-05
60,2.260561268485617e-05
61,-2.260561268485617e-05
62,2.260561268485617e-05
63,-2.260561268485617e-05
64,2.260561268485617e-05
65,-2.260561268485617e-05
66,1.1302806342428084e-05
67,2.260561268485617e-05
68,-3.390841811778955e-05
69,3.390841811778955e-05
70,-3.390841811778955e-05
71,2.260561268485617e-05
72,-2.260561268485617e-05
73,1.1302806342428084e-05
74,-1.1302806342428084e-05
75,2.260561268485617e-05
76,-2.260561268485617e-05
77,2.260561268485617e-05
78,-2.260561268485617e-05
79,2.260561268485617e-05
80,2.260561268485617e-05
81,-4.521122536971234e-05
82,3.390841811778955e-05
83,-3.390841811778955e-05
84,3.390841811778955e-05
85,-3.390841811778955e-05
86,4.521122536971234e-05
87,-3.390841811778955e-05
88,2.260561268485617e-05
89,-3.390841811778955e-05
90,2.260561268485617e-05
91,-2.260561268485617e-05
92,1.1302806342428084e-05
93,-3.390841811778955e-05
94,3.390841811778955e-05
95,-3.390841811778955e-05
96,2.260561268485617e-05
97,3.390841811778955e-05
98,-3.390841811778955e-05
99,2.260561268485617e-05
100,-2.260561268485617e-05
101,2.260561268485617e-05
102,-2.260561268485617e-05
103,1.1302806342428084e-05
104,-1.1302806342428084e-05
105,2.260561268485617e-05
106,-4.521122536971234e-05
107,4.521122536971234e-05
108,1.1302806342428084e-05
109,-3.390841811778955e-05
110,-2.260561268485617e-05
111,4.521122536971234e-05
112,-2.260561268485617e-05
113,2.260561268485617e-05
114,-2.260561268485617e-05
115,3.390841811778955e-05
116,-3.390841811778955e-05
117,1.1302806342428084e-05
118,-3.390841811778955e-05
119,2.260561268485617e-05
120,2.260561268485617e-05
121,-2.260561268485617e-05
122,2.260561268485617e-05
123,-2.260561268485617e-05
124,1.1302806342428084e-05
125,2.260561268485617e-05
126,-3.390841811778955e-05
127,2.260561268485617e-05
128,-2.260561268485617e-05
129,3.390841811778955e-05
130,-3.390841811778955e-05
131,2.260561268485617e-05
132,-2.260561268485617e-05
133,0.0
134,-2.260561268485617e-05
135,2.260561268485617e-05
136,2.260561268485617e-05
137,-2.260561268485617e-05
138,1.1302806342428084e-05
139,-1.1302806342428084e-05
140,2.260561268485617e-05
141,-2.260561268485617e-05
142,2.260561268485617e-05
143,-2.260561268485617e-05
144,1.1302806342428084e-05
145,-3.390841811778955e-05
146,3.390841811778955e-05
147,2.260561268485617e-05
148,-3.390841811778955e-05
149,3.390841811778955e-05
150,-3.390841811778955e-05
151,2.260561268485617e-05
152,-2.260561268485617e-05
153,2.260561268485617e-05
154,-4.521122536971234e-05
155,2.260561268485617e-05
156,3.390841811778955e-05
157,-3.390841811778955e-05
158,3.390841811778955e-05
159,-2.260561268485617e-05
160,2.260561268485617e-05
161,-3.390841811778955e-05
162,-2.260561268485617e-05
163,3.390841811778955e-05
164,2.260561268485617e-05
165,-2.260561268485617e-05
166,2.260561268485617e-05
167,-3.390841811778955e-05
168,2.260561268485617e-05
169,-2.260561268485617e-05
170,1.1302806342428084e-05
171,-1.1302806342428084e-05
172,1.1302806342428084e-05
173,-3.390841811778955e-05
174,2.260561268485617e-05
175,2.260561268485617e-05
176,-2.260561268485617e-05
177,2.260561268485617e-05
178,-4.521122536971234e-05
179,2.260561268485617e-05
180,3.390841811778955e-05
181,-3.390841811778955e-05
182,3.390841811778955e-05
183,-3.390841811778955e-05
184,3.390841811778955e-05
185,-3.390841811778955e-05
186,3.390841811778955e-05
187,-3.390841811778955e-05
188,2.260561268485617e-05
189,-2.260561268485617e-05
190,3.390841811778955e-05
191,-3.390841811778955e-05
192,3.390841811778955e-05
193,-3.390841811778955e-05
194,2.260561268485617e-05
195,-2.260561268485617e-05
196,1.1302806342428084e-05
197,2.260561268485617e-05
198,-3.390841811778955e-05
