step,pushpoint_right_distance_0
0,0.3810715973377228
1,0.37970757484436035
2,0.3792385458946228
3,0.3843669891357422
4,0.39888086915016174
5,0.4188026487827301
6,0.44246745109558105
7,0.46555036306381226
8,0.49398303031921387
9,0.5238549113273621
10,0.5539354681968689
11,0.5811452865600586
12,0.5835034847259521
13,0.5878369212150574
14,0.5990456342697144
15,0.6173891425132751
16,0.6147753596305847
17,0.6107083559036255
18,0.6065409183502197
19,0.6027361154556274
20,0.599107563495636
21,0.5937934517860413
22,0.5886548161506653
23,0.587565541267395
24,0.586796760559082
25,0.5815844535827637
26,0.5790029168128967
27,0.5740441083908081
28,0.5669260621070862
29,0.5470708012580872
30,0.5285263657569885
31,0.5076956748962402
32,0.4879406690597534
33,0.4714253544807434
34,0.4648934006690979
35,0.4682500958442688
36,0.4808245897293091
37,0.49591705203056335
38,0.5095937252044678
39,0.5121303200721741
40,0.5050603747367859
41,0.4990652799606323
42,0.49682775139808655
43,0.4977990686893463
44,0.5019285678863525
45,0.5078434348106384
46,0.5150310397148132
47,0.5216742753982544
48,0.5282998085021973
49,0.5375067591667175
50,0.5423315167427063
51,0.5284801125526428
52,0.4943329989910126
53,0.46203842759132385
54,0.44696345925331116
55,0.4515945613384247
56,0.46729761362075806
57,0.4876638948917389
58,0.5091775059700012
59,0.5324727296829224
60,0.5573766231536865
61,0.57979416847229
62,0.5959180593490601
63,0.607417106628418
64,0.6214392781257629
65,0.6400761604309082
66,0.6611724495887756
67,0.6810607314109802
68,0.7009546756744385
69,0.7232464551925659
70,0.7471990585327148
71,0.7720956206321716
72,0.7960280776023865
73,0.8186860084533691
74,0.8405385613441467
75,0.8560749292373657
76,0.8631569743156433
77,0.8642810583114624
78,0.8656409382820129
79,0.8691627979278564
80,0.8739920258522034
81,0.8789024353027344
82,0.8835647702217102
83,0.8879302144050598
84,0.892612099647522
85,0.8991050124168396
86,0.9123727083206177
87,0.9309875965118408
88,0.9480789303779602
89,0.9570268392562866
90,0.965262234210968
91,0.9731631875038147
92,0.9801135659217834
93,0.9840121269226074
94,0.9882988333702087
95,0.9932286739349365
96,0.9989018440246582
97,1.0041909217834473
98,1.0113763809204102
99,1.019921064376831
100,1.029018521308899
101,1.0390123128890991
102,1.044774055480957
103,1.0439257621765137
104,1.0379148721694946
105,1.0291306972503662
106,1.0190823078155518
107,1.0103145837783813
108,1.0058231353759766
109,1.0075345039367676
110,1.013242483139038
111,1.0229130983352661
112,1.036965012550354
113,1.050438404083252
114,1.0610191822052002
115,1.0659856796264648
116,1.0674680471420288
117,1.066972017288208
118,1.0650795698165894
119,1.0621894598007202
120,1.0599987506866455
121,1.0582444667816162
122,1.0593045949935913
123,1.0613902807235718
124,1.0625734329223633
125,1.0631178617477417
126,1.06277596950531
127,1.0622727870941162
128,1.0621538162231445
129,1.0621509552001953
130,1.0619796514511108
131,1.0611859560012817
132,1.059659481048584
133,1.0572524070739746
134,1.0539690256118774
135,1.0502082109451294
136,1.0460237264633179
137,1.0417104959487915
138,1.0377329587936401
139,1.0351313352584839
140,1.035132884979248
141,1.037412166595459
142,1.0400121212005615
143,1.042466163635254
144,1.0439132452011108
145,1.0441489219665527
146,1.0423325300216675
147,1.0391528606414795
148,1.0355297327041626
149,1.0324121713638306
150,1.0291365385055542
151,1.0258164405822754
152,1.0221785306930542
153,1.017822504043579
154,1.0150729417800903
155,1.016302227973938
156,1.0222705602645874
157,1.0318580865859985
158,1.0438954830169678
159,1.0567563772201538
160,1.0687752962112427
161,1.0801522731781006
162,1.0923265218734741
163,1.1052381992340088
164,1.117789626121521
165,1.1293840408325195
166,1.1377298831939697
167,1.1409502029418945
168,1.1405420303344727
169,1.1345179080963135
170,1.1257495880126953
171,1.1149498224258423
172,1.1030042171478271
173,1.0906919240951538
174,1.0791089534759521
175,1.0697858333587646
176,1.0630165338516235
177,1.0573924779891968
178,1.0522633790969849
179,1.0478965044021606
180,1.0475903749465942
181,1.0533539056777954
182,1.0606094598770142
183,1.0668370723724365
184,1.0730406045913696
185,1.07833993434906
186,1.0849151611328125
187,1.090580701828003
188,1.0970107316970825
189,1.1036229133605957
190,1.1109495162963867
191,1.1174869537353516
192,1.1218678951263428
193,1.1269389390945435
194,1.1339792013168335
195,1.1414642333984375
196,1.1485697031021118
197,1.1549856662750244
198,1.159723162651062
