step,box_theta_deg_0
0,234.6350555419922
1,234.63510131835938
2,234.6350555419922
3,234.635009765625
4,234.63504028320312
5,234.6350860595703
6,234.63504028320312
7,234.63507080078125
8,234.63504028320312
9,234.63507080078125
10,234.63504028320312
11,234.6350860595703
12,234.63504028320312
13,234.63507080078125
14,234.63504028320312
15,234.63507080078125
16,234.63504028320312
17,234.6350555419922
18,234.63504028320312
19,234.6350555419922
20,234.635009765625
21,234.6350555419922
22,234.635009765625
23,234.63504028320312
24,234.6350860595703
25,234.63504028320312
26,234.63507080078125
27,234.63504028320312
28,234.6350555419922
29,234.63504028320312
30,234.63507080078125
31,234.635009765625
32,234.63504028320312
33,234.63507080078125
34,234.63504028320312
35,234.63507080078125
36,234.63504028320312
37,234.63507080078125
38,234.635009765625
39,234.63507080078125
40,234.63510131835938
41,234.6350555419922
42,234.6350860595703
43,234.6350555419922
44,234.63510131835938
45,234.63504028320312
46,234.6350860595703
47,234.63504028320312
48,234.63507080078125
49,234.635009765625
50,234.6350555419922
51,234.63510131835938
52,234.6350555419922
53,234.63507080078125
54,234.63504028320312
55,234.63507080078125
56,234.63504028320312
57,234.6350555419922
58,234.6350860595703
59,234.63504028320312
60,234.63507080078125
61,234.63504028320312
62,234.63507080078125
63,234.63504028320312
64,234.63507080078125
65,234.63504028320312
66,234.6350555419922
67,234.6350860595703
68,234.63504028320312
69,234.6350860595703
70,234.63504028320312
71,234.63507080078125
72,234.63504028320312
73,234.6350555419922
74,234.63504028320312
75,234.63507080078125
76,234.63504028320312
77,234.63507080078125
78,234.63504028320312
79,234.63507080078125
80,234.63510131835938
81,234.63504028320312
82,234.6350860595703
83,234.63504028320312
84,234.6350860595703
85,234.63504028320312
86,234.63510131835938
87,234.6350555419922
88,234.6350860595703
89,234.63504028320312
90,234.63507080078125
91,234.63504028320312
92,234.6350555419922
93,234.635009765625
94,234.6350555419922
95,234.635009765625
96,234.63504028320312
97,234.6350860595703
98,234.63504028320312
99,234.63507080078125
100,234.63504028320312
101,234.63507080078125
102,234.63504028320312
103,234.6350555419922
104,234.63504028320312
105,234.63507080078125
106,234.635009765625
107,234.63507080078125
108,234.6350860595703
109,234.63504028320312
110,234.635009765625
111,234.63507080078125
112,234.63504028320312
113,234.63507080078125
114,234.63504028320312
115,234.6350860595703
116,234.63504028320312
117,234.6350555419922
118,234.635009765625
119,234.63504028320312
120,234.63507080078125
121,234.63504028320312
122,234.63507080078125
123,234.63504028320312
124,234.6350555419922
125,234.6350860595703
126,234.63504028320312
127,234.63507080078125
128,234.63504028320312
129,234.6350860595703
130,234.63504028320312
131,234.63507080078125
132,234.63504028320312
133,234.63504028320312
134,234.635009765625
135,234.63504028320312
136,234.63507080078125
137,234.63504028320312
138,234.6350555419922
139,234.63504028320312
140,234.63507080078125
141,234.63504028320312
142,234.63507080078125
143,234.63504028320312
144,234.6350555419922
145,234.635009765625
146,234.6350555419922
147,234.6350860595703
148,234.63504028320312
149,234.6350860595703
150,234.63504028320312
151,234.63507080078125
152,234.63504028320312
153,234.63507080078125
154,234.635009765625
155,234.63504028320312
156,234.6350860595703
157,234.63504028320312
158,234.6350860595703
159,234.6350555419922
160,234.6350860595703
161,234.63504028320312
162,234.635009765625
163,234.6350555419922
164,234.6350860595703
165,234.6350555419922
166,234.6350860595703
167,234.63504028320312
168,234.63507080078125
169,234.63504028320312
170,234.6350555419922
171,234.63504028320312
172,234.6350555419922
173,234.635009765625
174,234.63504028320312
175,234.63507080078125
176,234.63504028320312
177,234.63507080078125
178,234.635009765625
179,234.63504028320312
180,234.6350860595703
181,234.63504028320312
182,234.6350860595703
183,234.63504028320312
184,234.6350860595703
185,234.63504028320312
186,234.6350860595703
187,234.63504028320312
188,234.63507080078125
189,234.63504028320312
190,234.6350860595703
191,234.63504028320312
192,234.6350860595703
193,234.63504028320312
194,234.63507080078125
195,234.63504028320312
196,234.6350555419922
197,234.6350860595703
198,234.63504028320312
