step,box_theta_deg_0
0,227.84890747070312
1,227.84890747070312
2,227.84890747070312
3,227.84890747070312
4,227.8489227294922
5,227.84890747070312
6,227.84890747070312
7,227.84890747070312
8,227.8489227294922
9,227.84890747070312
10,227.84890747070312
11,227.84890747070312
12,227.8489227294922
13,227.84890747070312
14,227.84890747070312
15,227.84890747070312
16,227.8489227294922
17,227.84890747070312
18,227.84890747070312
19,227.84890747070312
20,227.8489227294922
21,227.84890747070312
22,227.84890747070312
23,227.84890747070312
24,227.8489227294922
25,227.84890747070312
26,227.84890747070312
27,227.84890747070312
28,227.8489227294922
29,227.84890747070312
30,227.84890747070312
31,227.84890747070312
32,227.8489227294922
33,227.84890747070312
34,227.84890747070312
35,227.84890747070312
36,227.8489227294922
37,227.84890747070312
38,227.84890747070312
39,227.84890747070312
40,227.8489227294922
41,227.84890747070312
42,227.84890747070312
43,227.84890747070312
44,227.8489227294922
45,227.84890747070312
46,227.84890747070312
47,227.84890747070312
48,227.8489227294922
49,227.84890747070312
50,227.84890747070312
51,227.84890747070312
52,227.8489227294922
53,227.84890747070312
54,227.84890747070312
55,227.84890747070312
56,227.8489227294922
57,227.84890747070312
58,227.84890747070312
59,227.84890747070312
60,227.8489227294922
61,227.84890747070312
62,227.84890747070312
63,227.84890747070312
64,227.8489227294922
65,227.84890747070312
66,227.84890747070312
67,227.84890747070312
68,227.8489227294922
69,227.84890747070312
70,227.84890747070312
71,227.84890747070312
72,227.8489227294922
73,227.84890747070312
74,227.84890747070312
75,227.84890747070312
76,227.8489227294922
77,227.84890747070312
78,227.84890747070312
79,227.84890747070312
80,227.8489227294922
81,227.84890747070312
82,227.84890747070312
83,227.84890747070312
84,227.8489227294922
85,227.84890747070312
86,227.84890747070312
87,227.84890747070312
88,227.8489227294922
89,227.84890747070312
90,227.84890747070312
91,227.84890747070312
92,227.8489227294922
93,227.84890747070312
94,227.84890747070312
95,227.84890747070312
96,227.8489227294922
97,227.84890747070312
98,227.84890747070312
99,227.84890747070312
100,227.8489227294922
101,227.84890747070312
102,227.84890747070312
103,227.84890747070312
104,227.8489227294922
105,227.84890747070312
106,227.84890747070312
107,227.84890747070312
108,227.8489227294922
109,227.84890747070312
110,227.84890747070312
111,227.84890747070312
112,227.8489227294922
113,227.84890747070312
114,227.84890747070312
115,227.84890747070312
116,227.8489227294922
117,227.84890747070312
118,227.84890747070312
119,227.84890747070312
120,227.8489227294922
121,227.84890747070312
122,227.84890747070312
123,227.84890747070312
124,227.8489227294922
125,227.84890747070312
126,227.84890747070312
127,227.84890747070312
128,227.8489227294922
129,227.84890747070312
130,227.84890747070312
131,227.84890747070312
132,227.8489227294922
133,227.84890747070312
134,227.84890747070312
135,227.84890747070312
136,227.8489227294922
137,227.84890747070312
138,227.84890747070312
139,227.84890747070312
140,227.8489227294922
141,227.84890747070312
142,227.84890747070312
143,227.84890747070312
144,227.8489227294922
145,227.84890747070312
146,227.84890747070312
147,227.84890747070312
148,227.8489227294922
149,227.84890747070312
150,227.84890747070312
151,227.84890747070312
152,227.8489227294922
153,227.84890747070312
154,227.84890747070312
155,227.84890747070312
156,227.8489227294922
157,227.84890747070312
158,227.84890747070312
159,227.84890747070312
160,227.8489227294922
161,227.84890747070312
162,227.84890747070312
163,227.84890747070312
164,227.8489227294922
165,227.84890747070312
166,227.84890747070312
167,227.84890747070312
168,227.8489227294922
169,227.84890747070312
170,227.84890747070312
171,227.84890747070312
172,227.8489227294922
173,227.84890747070312
174,227.84890747070312
175,227.84890747070312
176,227.8489227294922
177,227.84890747070312
178,227.84890747070312
179,227.84890747070312
180,227.8489227294922
181,227.84890747070312
182,227.84890747070312
183,227.84890747070312
184,227.8489227294922
185,227.84890747070312
186,227.84890747070312
187,227.84890747070312
188,227.8489227294922
189,227.84890747070312
190,227.84890747070312
191,227.84890747070312
192,227.8489227294922
193,227.84890747070312
194,227.84890747070312
195,227.84890747070312
196,227.8489227294922
197,227.84890747070312
198,227.84890747070312
