step,box_theta_deg_0
0,305.1885986328125
1,305.1885986328125
2,305.1885986328125
3,305.1885986328125
4,305.18865966796875
5,305.1885986328125
6,305.1885986328125
7,305.1886291503906
8,305.1885986328125
9,305.1885986328125
10,305.18865966796875
11,305.1885986328125
12,305.1885986328125
13,305.1885986328125
14,305.1885986328125
15,305.1885986328125
16,305.1885986328125
17,305.18865966796875
18,305.1885986328125
19,305.1885986328125
20,305.18865966796875
21,305.1885986328125
22,305.1885986328125
23,305.1885986328125
24,305.1886291503906
25,305.1886291503906
26,305.1885986328125
27,305.1885986328125
28,305.1885986328125
29,305.1885986328125
30,305.1885986328125
31,305.1885986328125
32,305.1885986328125
33,305.1885986328125
34,305.1885986328125
35,305.1885986328125
36,305.1885986328125
37,305.1886291503906
38,305.1886291503906
39,305.1886291503906
40,305.1886291503906
41,305.18865966796875
42,305.1885986328125
43,305.18865966796875
44,305.1885986328125
45,305.1885986328125
46,305.1886291503906
47,305.1885681152344
48,305.1885681152344
49,305.1886291503906
50,305.1886291503906
51,305.1886291503906
52,305.18865966796875
53,305.18865966796875
54,305.1885681152344
55,305.1885986328125
56,305.1885986328125
57,305.18865966796875
58,305.1885986328125
59,305.1885986328125
60,305.1885986328125
61,305.1885986328125
62,305.1885986328125
63,305.1885986328125
64,305.1885986328125
65,305.1885986328125
66,305.1885986328125
67,305.1886291503906
68,305.1885986328125
69,305.1885986328125
70,305.1885986328125
71,305.1886291503906
72,305.1886291503906
73,305.1885986328125
74,305.1886291503906
75,305.1886291503906
76,305.1886291503906
77,305.1885986328125
78,305.1885986328125
79,305.1885986328125
80,305.1885986328125
81,305.1885986328125
82,305.1885986328125
83,305.1885986328125
84,305.1885986328125
85,305.1885986328125
86,305.1885986328125
87,305.1886291503906
88,305.1885681152344
89,305.1886291503906
90,305.1885986328125
91,305.1886291503906
92,305.1885986328125
93,305.1885986328125
94,305.1885986328125
95,305.1886291503906
96,305.1886291503906
97,305.1885986328125
98,305.1886291503906
99,305.1885681152344
100,305.1885986328125
101,305.1885986328125
102,305.1885986328125
103,305.1885986328125
104,305.1886291503906
105,305.1885986328125
106,305.1886291503906
107,305.1886291503906
108,305.1885681152344
109,305.1886291503906
110,305.1885986328125
111,305.1886291503906
112,305.1886291503906
113,305.1885986328125
114,305.1886291503906
115,305.1886291503906
116,305.1886291503906
117,305.1886291503906
118,305.1885681152344
119,305.1886291503906
120,305.1885986328125
121,305.1886291503906
122,305.1886291503906
123,305.1885986328125
124,305.1886291503906
125,305.1886291503906
126,305.1885681152344
127,305.1885986328125
128,305.1885986328125
129,305.1886291503906
130,305.1885681152344
131,305.1886291503906
132,305.1885986328125
133,305.1886291503906
134,305.1885681152344
135,305.1885986328125
136,305.1885986328125
137,305.1886291503906
138,305.1885681152344
139,305.1885681152344
140,305.1886291503906
141,305.1886291503906
142,305.1885681152344
143,305.1886291503906
144,305.1885986328125
145,305.1886291503906
146,305.1885986328125
147,305.1886291503906
148,305.1885681152344
149,305.1885986328125
150,305.18865966796875
151,305.1885986328125
152,305.1885986328125
153,305.1885986328125
154,305.1885986328125
155,305.1885986328125
156,305.1885986328125
157,305.1885986328125
158,305.1885986328125
159,305.1886291503906
160,305.1885986328125
161,305.1885986328125
162,305.1885986328125
163,305.1885986328125
164,305.1885986328125
165,305.1885986328125
166,305.1885986328125
167,305.1885986328125
168,305.1885986328125
169,305.1886291503906
170,305.1886291503906
171,305.1885986328125
172,305.1885986328125
173,305.1886291503906
174,305.1886291503906
175,305.1886291503906
176,305.1885986328125
177,305.1886291503906
178,305.1886291503906
179,305.1885986328125
180,305.1885986328125
181,305.1885986328125
182,305.1886291503906
183,305.1886291503906
184,305.1886291503906
185,305.1886291503906
186,305.1885681152344
187,305.1886291503906
188,305.1886291503906
189,305.1886291503906
190,305.1886291503906
191,305.1886291503906
192,305.1885681152344
193,305.1885681152344
194,305.1886291503906
195,305.18865966796875
196,305.1885986328125
197,305.1886291503906
198,305.1886291503906
