step,current_pushpoint_by_right_0,current_pushpoint_by_right_1,current_pushpoint_by_right_2
0,-0.1203470528125763,0.00871491339057684,0.057000257074832916
1,-0.12034706771373749,0.008714985102415085,0.05700040981173515
2,-0.1203470528125763,0.008714989759027958,0.05700017511844635
3,-0.1203470528125763,0.00871494971215725,0.05700017139315605
4,-0.12034708261489868,0.008714986965060234,0.05700017511844635
5,-0.12034708261489868,0.008715024217963219,0.0570002980530262
6,-0.1203470528125763,0.008715027943253517,0.05700025334954262
7,-0.12034708261489868,0.008715024217963219,0.05700033903121948
8,-0.1203470528125763,0.00871503446251154,0.057000428438186646
9,-0.1203470528125763,0.008714965544641018,0.05700014904141426
10,-0.1203470528125763,0.008715013973414898,0.057000160217285156
11,-0.12034708261489868,0.008715013973414898,0.057000260800123215
12,-0.1203470528125763,0.008715025149285793,0.05700027570128441
13,-0.12034709751605988,0.008715033531188965,0.05700042098760605
14,-0.12034706771373749,0.008714991621673107,0.05700018256902695
15,-0.12034706771373749,0.008714878931641579,0.0570002943277359
16,-0.12034706771373749,0.00871497392654419,0.05700042471289635
17,-0.1203470528125763,0.008715018630027771,0.05700042471289635
18,-0.12034708261489868,0.008714989759027958,0.057000160217285156
19,-0.1203470528125763,0.00871497206389904,0.0570002980530262
20,-0.12034706771373749,0.008714976720511913,0.05700031295418739
21,-0.12034708261489868,0.008714971132576466,0.0570002906024456
22,-0.1203470528125763,0.008715012110769749,0.05700041353702545
23,-0.12034708261489868,0.008714992552995682,0.05700017884373665
24,-0.1203470528125763,0.008714960888028145,0.05700025334954262
25,-0.12034708261489868,0.008714989759027958,0.05700043588876724
26,-0.12034706771373749,0.008715003728866577,0.057000163942575455
27,-0.12034708261489868,0.00871502235531807,0.0570002980530262
28,-0.12034706771373749,0.008715018630027771,0.05700027570128441
29,-0.1203470528125763,0.00871502235531807,0.05700042098760605
30,-0.12034708261489868,0.008714971132576466,0.05700018256902695
31,-0.1203470528125763,0.008714960888028145,0.0570002943277359
32,-0.12034706771373749,0.008714985102415085,0.057000305503606796
33,-0.12034708261489868,0.008714976720511913,0.057000257074832916
34,-0.12034708261489868,0.008715011179447174,0.05700043588876724
35,-0.12034706771373749,0.008714990690350533,0.057000163942575455
36,-0.12034706771373749,0.008714870549738407,0.057000309228897095
37,-0.12034706771373749,0.00871497206389904,0.05700040981173515
38,-0.1203470528125763,0.008715053088963032,0.05700015649199486
39,-0.12034706771373749,0.0087148891761899,0.0570002980530262
40,-0.12034706771373749,0.00871498603373766,0.05700043588876724
41,-0.12034708261489868,0.008714990690350533,0.057000160217285156
42,-0.12034708261489868,0.008715030737221241,0.057000286877155304
43,-0.1203470528125763,0.008715021423995495,0.05700042471289635
44,-0.12034706771373749,0.008715006522834301,0.05700015276670456
45,-0.1203470379114151,0.008714870549738407,0.0570002943277359
46,-0.1203470528125763,0.008714909665286541,0.05700040981173515
47,-0.1203470528125763,0.008714910596609116,0.057000428438186646
48,-0.12034709751605988,0.00871492363512516,0.05700040981173515
49,-0.12034708261489868,0.008715002797544003,0.057000186294317245
50,-0.12034708261489868,0.008714991621673107,0.057000257074832916
51,-0.12034708261489868,0.008715027011930943,0.05700019374489784
52,-0.1203470379114151,0.008714867755770683,0.0570003017783165
53,-0.12034708261489868,0.008714988827705383,0.05700043588876724
54,-0.1203470379114151,0.008714893832802773,0.05700019374489784
55,-0.12034706771373749,0.008714989759027958,0.057000163942575455
56,-0.12034708261489868,0.008715019561350346,0.0570002980530262
57,-0.12034709751605988,0.00871503446251154,0.05700024217367172
58,-0.12034706771373749,0.008715029805898666,0.05700042471289635
59,-0.12034706771373749,0.008714990690350533,0.05700018256902695
60,-0.12034706771373749,0.00871487520635128,0.0570002906024456
61,-0.12034708261489868,0.008715000934898853,0.05700042471289635
62,-0.12034708261489868,0.008715048432350159,0.05700017884373665
63,-0.1203470528125763,0.008715051226317883,0.05700019747018814
64,-0.12034706771373749,0.008714883588254452,0.057000309228897095
65,-0.1203470528125763,0.00871490128338337,0.057000309228897095
66,-0.12034706771373749,0.008714991621673107,0.05700041353702545
67,-0.1203470528125763,0.008714902214705944,0.057000234723091125
68,-0.1203470379114151,0.008714897558093071,0.05700022727251053
69,-0.12034709751605988,0.008714926429092884,0.0570002943277359
70,-0.12034706771373749,0.008715005591511726,0.05700042471289635
71,-0.12034708261489868,0.008714993484318256,0.05700015649199486
72,-0.12034708261489868,0.008714981377124786,0.057000163942575455
73,-0.1203470528125763,0.008714953437447548,0.0570002980530262
74,-0.12034708261489868,0.008714971132576466,0.057000305503606796
75,-0.1203470528125763,0.008715017698705196,0.057000432163476944
76,-0.12034706771373749,0.008715002797544003,0.057000160217285156
77,-0.1203470528125763,0.008714878000319004,0.0570003017783165
78,-0.1203470528125763,0.008714905008673668,0.057000257074832916
79,-0.12034708261489868,0.00871499814093113,0.057000406086444855
80,-0.12034706771373749,0.008715099655091763,0.057000305503606796
81,-0.12034706771373749,0.00871497392654419,0.05700042471289635
82,-0.1203470528125763,0.008714892901480198,0.05700021982192993
83,-0.1203470528125763,0.008714897558093071,0.05700019747018814
84,-0.1203470528125763,0.008714904077351093,0.0570002943277359
85,-0.12034706771373749,0.008714953437447548,0.05700021609663963
86,-0.1203470528125763,0.008715006522834301,0.057000432163476944
87,-0.1203470528125763,0.008714891970157623,0.05700022354722023
88,-0.12034706771373749,0.008714920841157436,0.05700021982192993
89,-0.1203470528125763,0.0087148891761899,0.05700031667947769
90,-0.12034706771373749,0.008714983239769936,0.05700041353702545
91,-0.12034708261489868,0.008714980445802212,0.05700017884373665
92,-0.12034708261489868,0.008715036325156689,0.057000305503606796
93,-0.12034708261489868,0.00871503259986639,0.05700025334954262
94,-0.12034706771373749,0.008715049363672733,0.057000428438186646
95,-0.12034706771373749,0.0087150102481246,0.057000160217285156
96,-0.1203470528125763,0.008714867755770683,0.0570002943277359
