step,obs/agent/xarm7_ball_ee-0/qvel_0,obs/agent/xarm7_ball_ee-0/qvel_1,obs/agent/xarm7_ball_ee-0/qvel_2,obs/agent/xarm7_ball_ee-0/qvel_3,obs/agent/xarm7_ball_ee-0/qvel_4,obs/agent/xarm7_ball_ee-0/qvel_5,obs/agent/xarm7_ball_ee-0/qvel_6,obs/agent/xarm7_ball_ee-0/qvel_7
0,-0.03599207103252411,-0.1363154947757721,0.4438958466053009,-0.4036399722099304,0.2936072051525116,0.314834326505661,-0.06172775477170944,-0.011616738513112068
1,-0.06837189197540283,-0.10268209874629974,0.39120039343833923,-0.3907904624938965,0.24318398535251617,0.3049332797527313,-0.06203437224030495,-0.005912375636398792
2,-0.13388946652412415,-0.12952589988708496,0.378978967666626,-0.39993980526924133,0.22907759249210358,0.3137368857860565,-0.06261783093214035,-0.007363650016486645
3,-0.19586819410324097,-0.1558324694633484,0.3677876889705658,-0.40544408559799194,0.2174733728170395,0.3217848241329193,-0.06784691661596298,-0.006637864746153355
4,-0.25606802105903625,-0.17429812252521515,0.3710422217845917,-0.4192352592945099,0.25298258662223816,0.3239193856716156,-0.04830386862158775,-0.00431878911331296
5,-0.3043575882911682,-0.18414367735385895,0.3846556544303894,-0.435152143239975,0.31127870082855225,0.32302936911582947,-0.005546106491237879,-0.0003083230694755912
6,-0.3381008207798004,-0.211903914809227,0.39349645376205444,-0.4444178342819214,0.34835243225097656,0.3374435305595398,0.027045339345932007,-0.0014252595137804747
7,-0.37261927127838135,-0.24103327095508575,0.4037812650203705,-0.4540940523147583,0.3820589780807495,0.3608296513557434,0.05373009294271469,0.0012257633497938514
8,-0.3877888321876526,-0.2181399017572403,0.40467849373817444,-0.4615090787410736,0.3957656919956207,0.3594304025173187,0.08580267429351807,-0.031272582709789276
9,-0.3950074017047882,-0.19731788337230682,0.40177446603775024,-0.46520254015922546,0.40263909101486206,0.348703533411026,0.1334671676158905,-0.023038631305098534
10,-0.397873193025589,-0.14658783376216888,0.3619656562805176,-0.4649728536605835,0.3895511329174042,0.29376155138015747,0.1441165953874588,-0.019239431247115135
11,-0.40177157521247864,-0.09332200884819031,0.268675297498703,-0.46129852533340454,0.35101038217544556,0.22091203927993774,0.12535876035690308,-0.0001243856968358159
12,-0.407149076461792,-0.017655376344919205,0.08681670576334,-0.4575609266757965,0.25935786962509155,0.13216161727905273,0.09351235628128052,0.04503924772143364
13,-0.4120626747608185,0.0593625083565712,-0.11791344732046127,-0.45306599140167236,0.12469268590211868,0.037563666701316833,0.06993292272090912,0.0907391682267189
14,-0.4134666621685028,0.12074027955532074,-0.24816006422042847,-0.45117002725601196,0.004170624539256096,-0.037897273898124695,0.05381961539387703,0.10133247077465057
15,-0.41419553756713867,0.1833522468805313,-0.3298623561859131,-0.4486806094646454,-0.11656887084245682,-0.11068800836801529,0.02443470060825348,0.08060716837644577
16,-0.4126805067062378,0.16633813083171844,-0.35094505548477173,-0.43386954069137573,-0.1930713951587677,-0.17680546641349792,0.05271558836102486,0.06619032472372055
17,-0.4176653027534485,0.09351616352796555,-0.3360287845134735,-0.40613752603530884,-0.2767609655857086,-0.21381619572639465,0.040727436542510986,0.04289154335856438
18,-0.4244101941585541,0.009556981734931469,-0.32354623079299927,-0.3704719543457031,-0.32740676403045654,-0.23857161402702332,0.016537310555577278,0.02833893895149231
19,-0.42861542105674744,-0.06806173920631409,-0.31417766213417053,-0.32478323578834534,-0.36180025339126587,-0.2570023238658905,-0.010058116167783737,0.08200369775295258
20,-0.4255281686782837,-0.16569606959819794,-0.30701541900634766,-0.25038501620292664,-0.37629005312919617,-0.25531378388404846,-0.035943370312452316,0.018353428691625595
21,-0.42597103118896484,-0.23519529402256012,-0.3030107617378235,-0.18450210988521576,-0.3827108144760132,-0.2513660788536072,-0.0525907501578331,0.018166322261095047
