step,box_rotation_reward_0
0,0.10873192548751831
1,0.10873264074325562
2,0.10873192548751831
3,0.10873246192932129
4,0.10873192548751831
5,0.10873222351074219
6,0.10873246192932129
7,0.10873192548751831
8,0.10873246192932129
9,0.10873192548751831
10,0.10873222351074219
11,0.10873264074325562
12,0.10873192548751831
13,0.10873246192932129
14,0.10873192548751831
15,0.10873222351074219
16,0.10873222351074219
17,0.10873246192932129
18,0.10873192548751831
19,0.10873246192932129
20,0.10873192548751831
21,0.10873192548751831
22,0.10873246192932129
23,0.10873192548751831
24,0.10873246192932129
25,0.10873192548751831
26,0.10873192548751831
27,0.10873264074325562
28,0.10873222351074219
29,0.10873264074325562
30,0.10873192548751831
31,0.10873246192932129
32,0.10873192548751831
33,0.10873192548751831
34,0.10873246192932129
35,0.10873192548751831
36,0.10873222351074219
37,0.10873264074325562
38,0.10873222351074219
39,0.10873246192932129
40,0.10873192548751831
41,0.10873222351074219
42,0.10873287916183472
43,0.10873222351074219
44,0.10873246192932129
45,0.10873192548751831
46,0.10873246192932129
47,0.10873287916183472
48,0.10873222351074219
49,0.10873246192932129
50,0.10873192548751831
51,0.10873246192932129
52,0.10873192548751831
53,0.10873222351074219
54,0.10873246192932129
55,0.10873287916183472
56,0.10873222351074219
57,0.10873246192932129
58,0.10873192548751831
59,0.10873222351074219
60,0.10873246192932129
61,0.10873192548751831
62,0.10873246192932129
63,0.10873192548751831
64,0.10873222351074219
65,0.10873246192932129
66,0.10873192548751831
67,0.10873246192932129
68,0.10873192548751831
69,0.10873222351074219
70,0.10873264074325562
71,0.10873192548751831
72,0.10873246192932129
73,0.10873287916183472
74,0.10873222351074219
75,0.10873246192932129
76,0.10865342617034912
77,0.10865342617034912
78,0.1086532473564148
79,0.1086532473564148
80,0.10865342617034912
81,0.1086532473564148
82,0.1086532473564148
83,0.10865342617034912
84,0.1086532473564148
85,0.10865342617034912
86,0.10865342617034912
87,0.1086532473564148
88,0.10865342617034912
89,0.10865342617034912
90,0.1086532473564148
91,0.10865342617034912
92,0.10865342617034912
93,0.1086532473564148
94,0.10865342617034912
95,0.10865342617034912
96,0.1086532473564148
97,0.10865342617034912
98,0.10865342617034912
99,0.1086532473564148
100,0.10865342617034912
101,0.10865342617034912
102,0.1086532473564148
103,0.10865342617034912
104,0.10865342617034912
105,0.1086532473564148
106,0.10865342617034912
107,0.10865342617034912
108,0.1086532473564148
109,0.10865342617034912
110,0.10865342617034912
111,0.1086532473564148
112,0.10865342617034912
113,0.10947394371032715
114,0.10890185832977295
115,0.10698693990707397
116,0.10449427366256714
117,0.10240846872329712
118,0.1009487509727478
119,0.09987127780914307
120,0.09925574064254761
121,0.09957998991012573
122,0.10052639245986938
123,0.10115408897399902
124,0.10158032178878784
125,0.10144162178039551
126,0.10124331712722778
127,0.1005101203918457
128,0.0993121862411499
129,0.09717702865600586
130,0.09379458427429199
131,0.09061813354492188
132,0.08667278289794922
133,0.0831756591796875
134,0.0820322036743164
135,0.08062553405761719
136,0.08028829097747803
137,0.08028894662857056
138,0.08028894662857056
139,0.08028829097747803
140,0.07555299997329712
141,0.06744933128356934
142,0.06216275691986084
143,0.05809378623962402
144,0.053363680839538574
145,0.04865074157714844
146,0.03750234842300415
147,0.030296802520751953
148,0.02950221300125122
149,0.02950221300125122
150,0.02950233221054077
151,0.02950233221054077
152,0.02950233221054077
153,0.02950233221054077
154,0.029502391815185547
155,0.029502391815185547
156,0.029502391815185547
157,0.02950221300125122
158,0.02950221300125122
159,0.02950221300125122
160,0.02950221300125122
161,0.02950221300125122
162,0.02950233221054077
163,0.02950233221054077
164,0.02950233221054077
165,0.02950233221054077
166,0.02950233221054077
167,0.02950233221054077
168,0.029658198356628418
169,0.02967435121536255
170,0.02968275547027588
171,0.02969306707382202
172,0.029696404933929443
173,0.029695630073547363
174,0.029692113399505615
175,0.02969449758529663
176,0.029694318771362305
177,0.029693663120269775
178,0.029693186283111572
179,0.029692530632019043
180,0.029684603214263916
181,0.029172420501708984
182,0.02831411361694336
183,0.027920007705688477
184,0.027313172817230225
185,0.027063488960266113
186,0.02708059549331665
187,0.025128304958343506
188,0.02331000566482544
189,0.02295517921447754
190,0.02178502082824707
191,0.02090352773666382
192,0.020745813846588135
193,0.020745277404785156
194,0.020746588706970215
195,0.020746350288391113
196,0.020746707916259766
197,0.020746350288391113
198,0.02074640989303589
