step,current_pushpoint_by_left_0,current_pushpoint_by_left_1,current_pushpoint_by_left_2
0,-0.38356128334999084,-0.1268506646156311,0.05699978023767471
1,-0.1615675836801529,0.0958813801407814,0.05699998512864113
2,-0.1615675687789917,0.09588136523962021,0.05700002238154411
3,-0.1615675687789917,0.09588131308555603,0.0570000521838665
4,-0.1615675687789917,0.09588135778903961,0.05700002983212471
5,-0.1615675687789917,0.09588131308555603,0.0570000559091568
6,-0.1615675836801529,0.0958813801407814,0.05699998140335083
7,-0.1615675836801529,0.0958813801407814,0.057000018656253815
8,-0.1615675687789917,0.09588132798671722,0.0570000484585762
9,-0.1615675836801529,0.0958813801407814,0.05699998140335083
10,-0.1615675687789917,0.09588135778903961,0.057000014930963516
11,-0.1615675836801529,0.09588135033845901,0.057000067085027695
12,-0.1615675836801529,0.095881387591362,0.05699997395277023
13,-0.1615675687789917,0.09588135033845901,0.0570000559091568
14,-0.1615675687789917,0.09588130563497543,0.057000063359737396
15,-0.1615675836801529,0.0958813726902008,0.056999970227479935
16,-0.1615675687789917,0.09588136523962021,0.05700002610683441
17,-0.1615675687789917,0.09588131308555603,0.0570000596344471
18,-0.1615675985813141,0.095881387591362,0.05699998512864113
19,-0.1615675687789917,0.09588130563497543,0.057000063359737396
20,-0.1615675836801529,0.0958813801407814,0.056999966502189636
21,-0.1615675836801529,0.0958813801407814,0.05700002610683441
22,-0.1615675687789917,0.09588131308555603,0.0570000559091568
23,-0.1615675836801529,0.09588136523962021,0.05699998512864113
24,-0.1615675687789917,0.09588136523962021,0.05700002238154411
25,-0.1615675687789917,0.09588131308555603,0.0570000521838665
26,-0.1615675538778305,0.09588135033845901,0.05699998140335083
27,-0.1615675836801529,0.0958813726902008,0.057000014930963516
28,-0.1615675836801529,0.0958813801407814,0.05699998140335083
29,-0.1615675687789917,0.09588136523962021,0.05700002238154411
30,-0.1615675687789917,0.09588132053613663,0.0570000484585762
31,-0.1615675836801529,0.0958813726902008,0.05699998140335083
32,-0.1615675687789917,0.09588135033845901,0.057000014930963516
33,-0.1615675836801529,0.09588134288787842,0.057000067085027695
34,-0.1615675836801529,0.095881387591362,0.05699997395277023
35,-0.1615675687789917,0.09588135033845901,0.0570000521838665
36,-0.1615675687789917,0.09588131308555603,0.057000063359737396
37,-0.1615675836801529,0.0958813801407814,0.056999970227479935
38,-0.1615675687789917,0.09588132053613663,0.057000067085027695
39,-0.1615675836801529,0.0958813801407814,0.056999970227479935
40,-0.1615675687789917,0.09588135778903961,0.0570000559091568
41,-0.1615675687789917,0.09588131308555603,0.0570000596344471
42,-0.1615675836801529,0.0958813801407814,0.056999966502189636
43,-0.1615675687789917,0.0958813726902008,0.05700002610683441
44,-0.1615675687789917,0.09588131308555603,0.0570000521838665
45,-0.1615675836801529,0.0958813801407814,0.05699998140335083
46,-0.1615675687789917,0.09588136523962021,0.05700002238154411
47,-0.1615675687789917,0.09588132798671722,0.057000044733285904
48,-0.1615675836801529,0.0958813801407814,0.05699997767806053
49,-0.1615675687789917,0.09588135778903961,0.05700003355741501
50,-0.1615675836801529,0.0958813801407814,0.05699998140335083
51,-0.1615675687789917,0.09588136523962021,0.057000018656253815
