step,obs/extra/right_tcp_pose_6d_from_bimanual_center_0,obs/extra/right_tcp_pose_6d_from_bimanual_center_1,obs/extra/right_tcp_pose_6d_from_bimanual_center_2,obs/extra/right_tcp_pose_6d_from_bimanual_center_3,obs/extra/right_tcp_pose_6d_from_bimanual_center_4,obs/extra/right_tcp_pose_6d_from_bimanual_center_5,obs/extra/right_tcp_pose_6d_from_bimanual_center_6,obs/extra/right_tcp_pose_6d_from_bimanual_center_7,obs/extra/right_tcp_pose_6d_from_bimanual_center_8
0,0.19436299800872803,-0.12302245944738388,0.3032839596271515,-0.033242106437683105,-0.8525753021240234,-0.5215460062026978,-0.19577443599700928,0.5172797441482544,-0.8331230282783508
1,0.17307782173156738,-0.11453165113925934,0.2880838215351105,-0.07604777812957764,-0.8599583506584167,-0.5046666860580444,-0.2772098183631897,0.5044133067131042,-0.8177542090415955
2,0.15193122625350952,-0.10747016221284866,0.2753627300262451,-0.12069213390350342,-0.8669668436050415,-0.4835307002067566,-0.35468852519989014,0.4926000237464905,-0.7946957349777222
3,0.13030633330345154,-0.10088364034891129,0.2647966742515564,-0.16091132164001465,-0.8741520643234253,-0.4582202136516571,-0.4295900762081146,0.48001694679260254,-0.7648765444755554
4,0.10809147357940674,-0.09456758201122284,0.2562973201274872,-0.1945207118988037,-0.8818676471710205,-0.42950117588043213,-0.5018006563186646,0.4656960368156433,-0.7289193272590637
5,0.08539414405822754,-0.08839276432991028,0.2496502697467804,-0.22027182579040527,-0.8908825516700745,-0.3972514271736145,-0.5704519152641296,0.44800257682800293,-0.6883882284164429
6,0.06337416172027588,-0.0826752632856369,0.24473148584365845,-0.24171197414398193,-0.9004389643669128,-0.3616422414779663,-0.633134663105011,0.4287787079811096,-0.6444294452667236
7,0.043028414249420166,-0.07741522789001465,0.24139615893363953,-0.26027417182922363,-0.9096385836601257,-0.3237512707710266,-0.688099205493927,0.4099704623222351,-0.5987015962600708
8,0.02538520097732544,-0.07224173098802567,0.23946192860603333,-0.27608346939086914,-0.9179662466049194,-0.284808874130249,-0.7338718771934509,0.3926878571510315,-0.5542819499969482
9,0.01047205924987793,-0.06712687760591507,0.23895591497421265,-0.2890331745147705,-0.9251838326454163,-0.2459566593170166,-0.7715955376625061,0.37721729278564453,-0.5121985673904419
10,-0.0019177794456481934,-0.06232572719454765,0.23971810936927795,-0.30092692375183105,-0.9308752417564392,-0.2071581482887268,-0.8029308915138245,0.3645210862159729,-0.47162115573883057
11,-0.010002553462982178,-0.05760420486330986,0.24128812551498413,-0.31601250171661377,-0.9335405230522156,-0.16922838985919952,-0.8261638283729553,0.3584636449813843,-0.4346921443939209
12,-0.01424342393875122,-0.053071342408657074,0.2424863874912262,-0.3298376798629761,-0.9347077012062073,-0.13239580392837524,-0.8424329161643982,0.3547212481498718,-0.4055609703063965
13,-0.016069769859313965,-0.04955659061670303,0.24322840571403503,-0.3423624038696289,-0.9347707629203796,-0.09482312202453613,-0.8548696637153625,0.351784884929657,-0.38137272000312805
