step,rewards_0
0,-2.2419838905334473
1,-0.21286581456661224
2,-0.20489805936813354
3,-0.1955883800983429
4,-0.18497967720031738
5,-0.17326495051383972
6,-0.16118694841861725
7,-0.15036825835704803
8,-0.1417609304189682
9,-0.1357678920030594
10,-0.13209857046604156
11,-0.12999646365642548
12,-0.12777234613895416
13,-0.1242995634675026
14,-0.11932648718357086
15,-0.11230853945016861
16,-0.10433460772037506
17,-0.09634314477443695
18,-0.08879273384809494
19,-0.0820612758398056
20,-0.07667867094278336
21,-0.07284952700138092
22,-0.07102286070585251
23,-0.07218338549137115
24,-0.07615162432193756
25,-0.0850968286395073
26,-0.09799932688474655
27,-0.11145491898059845
28,-0.12337038666009903
29,-0.13303254544734955
30,-0.1406552642583847
31,-0.14635397493839264
32,-0.1507021188735962
33,-0.15378786623477936
34,-0.1557091772556305
35,-0.15666179358959198
36,-0.15687724947929382
37,-0.15650488436222076
38,-0.15570345520973206
39,-0.15451274812221527
40,-0.15309838950634003
41,-0.15155696868896484
42,-0.150035098195076
43,-0.14844731986522675
44,-0.1468772441148758
45,-0.14541083574295044
46,-0.14416101574897766
47,-0.14313386380672455
48,-0.14238609373569489
49,-0.14311367273330688
50,-0.1467372179031372
51,-0.14993247389793396
52,-0.15280547738075256
53,-0.1552448868751526
54,-0.15719011425971985
55,-0.15862788259983063
56,-0.1596270054578781
57,-0.16122844815254211
58,-0.16269342601299286
59,-0.16432484984397888
60,-0.16614873707294464
61,-0.1683400571346283
62,-0.17161940038204193
63,-0.1759888082742691
64,-0.17873920500278473
65,-0.18011359870433807
66,-0.18158580362796783
67,-0.18299871683120728
68,-0.18454201519489288
69,-0.18611004948616028
70,-0.1877727061510086
71,-0.18939398229122162
72,-0.19096550345420837
73,-0.19254635274410248
74,-0.19376705586910248
75,-0.19435559213161469
76,-0.19507063925266266
77,-0.19606059789657593
78,-0.19552282989025116
79,-0.194325253367424
80,-0.19173085689544678
81,-0.18869006633758545
82,-0.18595117330551147
83,-0.18316197395324707
84,-0.18039880692958832
85,-0.1777464747428894
86,-0.1752082109451294
87,-0.17328444123268127
88,-0.17218835651874542
89,-0.17235806584358215
90,-0.17316976189613342
91,-0.17418566346168518
92,-0.17526543140411377
93,-0.17634765803813934
94,-0.17749585211277008
95,-0.1786990463733673
96,-0.17965765297412872
97,-0.1805046796798706
98,-0.18132896721363068
99,-0.18211068212985992
100,-0.1818433403968811
101,-0.18006494641304016
102,-0.176898792386055
103,-0.17199069261550903
104,-0.16558465361595154
105,-0.15784385800361633
106,-0.14852145314216614
107,-0.1376015692949295
108,-0.12541034817695618
109,-0.112481489777565
110,-0.09901726990938187
111,-0.08562150597572327
112,-0.07312784343957901
113,-0.06202036142349243
114,-0.05348975956439972
115,-0.04923299700021744
116,-0.050037190318107605
117,-0.009090038016438484
118,0.063382089138031
119,0.14371861517429352
120,0.21601112186908722
121,0.21361638605594635
122,0.2083374410867691
123,0.20185400545597076
124,-0.30552536249160767
125,-0.3145124614238739
126,-0.32275301218032837
127,-0.33312922716140747
128,-0.34700989723205566
129,-0.36168473958969116
130,-0.3765724301338196
131,-0.39017254114151
132,-0.4029252529144287
133,-0.41419535875320435
134,0.07668030261993408
135,0.06894423812627792
136,0.06243162974715233
137,0.05770678073167801
138,0.055616140365600586
139,0.05468470975756645
140,0.05389837175607681
141,0.052472662180662155
142,-0.465559720993042
143,-0.5668780207633972
144,-0.40488195419311523
145,-0.5788676738739014
146,-0.9953984618186951
147,-1.0635833740234375
148,-0.9163119792938232
149,-0.5755734443664551
150,-0.3848782479763031
151,-0.3381226360797882
152,-0.1531461477279663
153,-0.011632636189460754
154,-0.0031998828053474426
155,0.0072200000286102295
156,-0.11903274059295654
157,-0.22615741193294525
158,-0.22600026428699493
159,-0.22843611240386963
160,-0.23426209390163422
161,-0.24199296534061432
162,-0.25142210721969604
163,-0.26313382387161255
164,-0.27547529339790344
165,-0.288190096616745
166,-0.30058982968330383
167,-0.31128937005996704
168,-0.3179977834224701
169,-0.320224791765213
170,-0.3214496672153473
171,-0.3223489224910736
172,-0.323459267616272
173,-0.32437947392463684
174,-0.32267218828201294
175,-0.31988513469696045
176,-0.3168965280056
177,-0.31367963552474976
178,-0.30996695160865784
179,-0.30617964267730713
180,-0.30232739448547363
181,-0.2990258038043976
182,-0.29627856612205505
183,-0.2962384819984436
184,-0.3010939657688141
185,-0.3109617233276367
186,-0.32070934772491455
187,-0.3297162652015686
188,-0.3379994034767151
189,-0.24075964093208313
190,-0.10183779150247574
191,-0.10735402256250381
192,-0.11141340434551239
193,-0.11418668180704117
194,-0.11611001193523407
195,-0.11746977269649506
196,-0.11845932900905609
197,-0.1191781535744667
198,-0.11973007023334503
199,-0.12010155618190765
