step,pushpoint_left_distance_0
0,0.4772753417491913
1,0.19502757489681244
2,0.17967204749584198
3,0.16595137119293213
4,0.15464046597480774
5,0.14594244956970215
6,0.1420179009437561
7,0.15004612505435944
8,0.16383369266986847
9,0.18173635005950928
10,0.2062629759311676
11,0.2346714735031128
12,0.26094886660575867
13,0.28129658102989197
14,0.292349636554718
15,0.29825231432914734
16,0.3066850006580353
17,0.31013381481170654
18,0.30829086899757385
19,0.30198150873184204
20,0.29475972056388855
21,0.284048855304718
22,0.2781890034675598
23,0.2781887352466583
24,0.2782576382160187
25,0.27505940198898315
26,0.2749362587928772
27,0.2585783302783966
28,0.2564430832862854
29,0.24103796482086182
30,0.23044370114803314
31,0.21304497122764587
32,0.20160309970378876
33,0.18586303293704987
34,0.1668466180562973
35,0.153928741812706
36,0.14652784168720245
37,0.14603348076343536
38,0.15107505023479462
39,0.16115373373031616
40,0.1749507337808609
41,0.18821565806865692
42,0.19629886746406555
43,0.19623878598213196
44,0.19626061618328094
45,0.1964389830827713
46,0.1965607851743698
47,0.19678327441215515
48,0.19690531492233276
49,0.197103813290596
50,0.19885434210300446
51,0.20743918418884277
52,0.2121889889240265
53,0.2169000506401062
54,0.21997100114822388
55,0.21844911575317383
56,0.21523042023181915
57,0.21167029440402985
58,0.2066754698753357
59,0.20097193121910095
60,0.19606462121009827
61,0.19410797953605652
62,0.19605757296085358
63,0.20211786031723022
64,0.21094363927841187
65,0.22144219279289246
66,0.2343093752861023
67,0.24951894581317902
68,0.264879435300827
69,0.2773440480232239
70,0.2892538011074066
71,0.2948289215564728
72,0.2981693744659424
73,0.30203136801719666
74,0.3057313561439514
75,0.3090592622756958
76,0.31203725934028625
77,0.3147503733634949
78,0.3170539438724518
79,0.3185921311378479
80,0.31980034708976746
81,0.320851594209671
82,0.33117422461509705
83,0.3444404602050781
84,0.36018291115760803
85,0.37763506174087524
86,0.39176928997039795
87,0.4014585614204407
88,0.4149129390716553
89,0.4144646227359772
90,0.4122955799102783
91,0.40527427196502686
92,0.40035584568977356
93,0.3985406160354614
94,0.39617303013801575
95,0.3928246796131134
96,0.3895401954650879
97,0.3867603540420532
98,0.3830345571041107
99,0.37937676906585693
100,0.37853437662124634
101,0.38013777136802673
102,0.38310593366622925
103,0.3867131769657135
104,0.3903735280036926
105,0.39338749647140503
106,0.3956979811191559
107,0.39734527468681335
108,0.3968585133552551
109,0.3945668935775757
110,0.39170414209365845
111,0.39210474491119385
112,0.3925819993019104
113,0.3929107189178467
114,0.3932739794254303
115,0.39340701699256897
116,0.39347198605537415
117,0.3934346139431
118,0.3925155699253082
119,0.3864970803260803
120,0.3807103633880615
121,0.3757935166358948
122,0.37066763639450073
123,0.36436226963996887
124,0.3580990135669708
125,0.3512910008430481
126,0.3453548550605774
127,0.33960747718811035
128,0.3344266712665558
129,0.33044230937957764
130,0.3264889419078827
131,0.32330751419067383
132,0.3183385133743286
133,0.3112996518611908
134,0.30173394083976746
135,0.29346567392349243
136,0.2860555648803711
137,0.27833375334739685
138,0.27073612809181213
139,0.2641895115375519
140,0.25880032777786255
141,0.253806471824646
142,0.2495242804288864
143,0.2465852051973343
144,0.24483512341976166
145,0.24399805068969727
146,0.24425750970840454
147,0.24563725292682648
148,0.24728000164031982
149,0.24727517366409302
150,0.24428485333919525
151,0.23764336109161377
152,0.22771137952804565
153,0.21577943861484528
154,0.2031548023223877
155,0.19067539274692535
156,0.17678862810134888
157,0.1632240265607834
158,0.1494777649641037
159,0.13560359179973602
160,0.12238183617591858
161,0.11013130843639374
162,0.09903409332036972
163,0.09168333560228348
164,0.09263814985752106
165,0.10188952088356018
166,0.11432457715272903
167,0.12588980793952942
168,0.13439248502254486
169,0.14261774718761444
170,0.15169236063957214
171,0.1579502820968628
172,0.16620437800884247
173,0.17605580389499664
174,0.18790961802005768
175,0.20120850205421448
176,0.2149079591035843
177,0.22982019186019897
178,0.24757371842861176
179,0.2660651206970215
180,0.28520211577415466
181,0.3042111098766327
182,0.3229963779449463
183,0.3416602909564972
184,0.3608541488647461
185,0.38021427392959595
186,0.39869531989097595
187,0.4175533950328827
188,0.437776654958725
189,0.4595765471458435
190,0.4834756553173065
191,0.5049356818199158
192,0.5204216837882996
193,0.5271742939949036
194,0.5248544216156006
195,0.513562023639679
196,0.49524471163749695
197,0.47446417808532715
198,0.4548615515232086
