step,pushpoint_left_distance_0
0,0.7015739679336548
1,0.516729474067688
2,0.49372997879981995
3,0.46667519211769104
4,0.4397188723087311
5,0.41547054052352905
6,0.3934597074985504
7,0.3736325800418854
8,0.356688529253006
9,0.34360602498054504
10,0.33350232243537903
11,0.3258652985095978
12,0.32105186581611633
13,0.31983837485313416
14,0.3211120665073395
15,0.3243052363395691
16,0.32876142859458923
17,0.3323267996311188
18,0.33373555541038513
19,0.33356744050979614
20,0.32821041345596313
21,0.3245708644390106
22,0.32282188534736633
23,0.32134702801704407
24,0.3214740753173828
25,0.3247471749782562
26,0.3322772681713104
27,0.34596991539001465
28,0.36097726225852966
29,0.37129315733909607
30,0.3747580945491791
31,0.38992395997047424
32,0.4015185832977295
33,0.4096165597438812
34,0.42064717411994934
35,0.4285270571708679
36,0.4293469488620758
37,0.42913979291915894
38,0.42868155241012573
39,0.4280775189399719
40,0.4273797571659088
41,0.42687007784843445
42,0.4265715181827545
43,0.42611029744148254
44,0.4258964955806732
45,0.42558231949806213
46,0.4255823791027069
47,0.42545974254608154
48,0.42535799741744995
49,0.42515093088150024
50,0.42506474256515503
51,0.4250085949897766
52,0.4250139892101288
53,0.4250204861164093
54,0.4253401756286621
55,0.42557385563850403
56,0.42578744888305664
57,0.4260268807411194
58,0.4263305366039276
59,0.42693325877189636
60,0.42750224471092224
61,0.4279937148094177
62,0.4283679723739624
63,0.4288978576660156
64,0.4294184744358063
65,0.43000075221061707
66,0.43038156628608704
67,0.4305780827999115
68,0.43060195446014404
69,0.4305111765861511
70,0.43054965138435364
71,0.4306677579879761
72,0.43073776364326477
73,0.431069940328598
74,0.4315711557865143
75,0.43191006779670715
76,0.43224021792411804
77,0.43278267979621887
78,0.43326446413993835
79,0.43364858627319336
80,0.4338880479335785
81,0.43410825729370117
82,0.43434596061706543
83,0.4345710277557373
84,0.4346962571144104
85,0.43441838026046753
86,0.4317794740200043
87,0.42787960171699524
88,0.42309442162513733
89,0.41750368475914
90,0.4113575518131256
91,0.4050082266330719
92,0.3985458314418793
93,0.39209049940109253
94,0.3856452703475952
95,0.3680868148803711
96,0.34667110443115234
97,0.32757067680358887
98,0.3092222213745117
99,0.29105183482170105
100,0.2732049226760864
101,0.2570877969264984
102,0.24518269300460815
103,0.23807182908058167
104,0.23637764155864716
105,0.22686780989170074
106,0.21282456815242767
107,0.19733396172523499
108,0.18519270420074463
109,0.1756470501422882
110,0.1691352128982544
111,0.16515566408634186
112,0.16235297918319702
113,0.16115602850914001
114,0.16185151040554047
115,0.16403557360172272
116,0.16614151000976562
117,0.1683984249830246
118,0.1711432784795761
119,0.17552338540554047
120,0.18148960173130035
121,0.1886264681816101
122,0.19693368673324585
123,0.20650625228881836
124,0.2171064168214798
125,0.22847746312618256
126,0.23963382840156555
127,0.2505306601524353
128,0.2603966295719147
129,0.2688644826412201
130,0.2743898332118988
131,0.27664926648139954
132,0.27274420857429504
133,0.2651941478252411
134,0.25610676407814026
135,0.2453662008047104
136,0.23604735732078552
137,0.22871840000152588
138,0.2233724594116211
139,0.2200266271829605
140,0.2189418077468872
141,0.21948732435703278
142,0.22188736498355865
143,0.2258002907037735
144,0.23067866265773773
145,0.23622086644172668
146,0.2422885000705719
147,0.24911342561244965
148,0.25672876834869385
149,0.26398178935050964
150,0.27077630162239075
151,0.27693280577659607
152,0.2841588258743286
153,0.2921164929866791
154,0.3004262447357178
155,0.3087409734725952
156,0.3170328736305237
157,0.3241974413394928
158,0.32928991317749023
159,0.33215105533599854
160,0.3342268466949463
161,0.33601492643356323
162,0.33893463015556335
163,0.34012019634246826
164,0.34165114164352417
165,0.34555020928382874
166,0.3518913984298706
167,0.3570953607559204
168,0.3648231029510498
169,0.37257125973701477
170,0.39515218138694763
171,0.4313558042049408
172,0.47050559520721436
173,0.5102946758270264
174,0.5477578043937683
175,0.5836142301559448
176,0.6180925965309143
177,0.6502885818481445
178,0.6774253845214844
179,0.6944813132286072
180,0.7030638456344604
181,0.7142993211746216
182,0.7258943319320679
183,0.7340896129608154
184,0.7372512221336365
185,0.7386919260025024
186,0.7372990846633911
187,0.7326946258544922
188,0.7292125821113586
189,0.728030264377594
190,0.7270506024360657
191,0.7258176803588867
192,0.7250115275382996
193,0.7239502668380737
194,0.7235931754112244
195,0.7228034734725952
196,0.7226014733314514
197,0.7223042249679565
198,0.7215436100959778
