step,actions_0,actions_1,actions_2,actions_3,actions_4,actions_5,actions_6,actions_7,actions_8,actions_9,actions_10,actions_11,actions_12,actions_13,actions_14,actions_15
0,0.16456303000450134,0.8271968960762024,-0.5302199125289917,0.9996966123580933,-0.6269197463989258,-0.999999463558197,0.5755248069763184,-0.4993754029273987,-0.823049783706665,-0.999264121055603,0.9999509453773499,0.9895542860031128,0.8588607311248779,0.9991481900215149,0.997049868106842,-0.21955309808254242
1,0.038574084639549255,0.5429217219352722,-0.5643583536148071,0.7968001365661621,-0.8629097938537598,-0.9889019131660461,0.8072111010551453,-0.0620221309363842,-0.7247657179832458,-0.999732255935669,0.8354921936988831,0.9974625706672668,0.8744848370552063,0.9846949577331543,0.15765687823295593,0.10519638657569885
2,-0.9900888800621033,0.963922381401062,-0.1921759396791458,0.9875564575195312,-0.44378164410591125,-0.9999606609344482,-0.48650768399238586,-0.9030700922012329,0.7274394035339355,-0.9957969784736633,0.9998726844787598,0.9867037534713745,-0.7666657567024231,0.99857097864151,0.9319941997528076,0.24032974243164062
3,-0.9862054586410522,0.945975124835968,0.053399503231048584,0.959559977054596,-0.045144252479076385,-0.9996935129165649,-0.6227501630783081,-0.8756654858589172,0.5635018348693848,-0.9709166884422302,0.9995537996292114,0.9677817225456238,-0.9148613810539246,0.9979649782180786,0.9384825825691223,0.3212573230266571
4,-0.9720465540885925,0.8171947002410889,0.6924437284469604,0.8788130879402161,0.04639986902475357,-0.998620331287384,-0.2900794744491577,-0.7999656200408936,0.6912497878074646,-0.7280782461166382,0.9992314577102661,0.7669844627380371,-0.8930492401123047,0.9960150718688965,0.89813631772995,0.3295426070690155
5,-0.9443336129188538,0.4532982409000397,0.8904271125793457,0.8059617280960083,0.05135330185294151,-0.9968296885490417,0.23183868825435638,-0.6839812994003296,0.5884212851524353,-0.08988896012306213,0.9987972974777222,0.22268693149089813,-0.8389071226119995,0.9947914481163025,0.88872891664505,0.3092520236968994
6,-0.9016556739807129,-0.06082336977124214,0.9365135431289673,0.8604783415794373,-0.2546088993549347,-0.9958113431930542,0.6713600158691406,-0.6295857429504395,0.5435143709182739,0.21835865080356598,0.9985091090202332,-0.19200719892978668,-0.7069322466850281,0.994516134262085,0.8606783151626587,0.34278935194015503
7,-0.8251426815986633,-0.32641857862472534,0.9467026591300964,0.889389157295227,-0.5184269547462463,-0.9941229224205017,0.8460166454315186,-0.6109368801116943,0.45618876814842224,0.31341367959976196,0.9982093572616577,-0.277509480714798,-0.607721209526062,0.9925270080566406,0.8329237699508667,0.41394391655921936
8,-0.7259293794631958,-0.27522745728492737,0.929226279258728,0.8390148878097534,-0.6809813380241394,-0.9885120987892151,0.9004238843917847,-0.5731502771377563,0.2841487228870392,0.41065067052841187,0.9968658089637756,-0.30235525965690613,-0.531812846660614,0.9857645034790039,0.7912743091583252,0.49493852257728577
9,-0.4870694577693939,-0.09282752871513367,0.9079616665840149,0.6997307538986206,-0.6905597448348999,-0.9763432145118713,0.901548445224762,-0.4863502085208893,0.038792684674263,0.47584760189056396,0.9943538308143616,-0.20430988073349,-0.49791407585144043,0.9684286713600159,0.7761309146881104,0.5284258723258972
10,-0.3014953136444092,0.3896588087081909,0.8289298415184021,0.16531124711036682,-0.647639274597168,-0.9244488477706909,0.8283634185791016,-0.3903058171272278,-0.1520368605852127,0.506719708442688,0.9841855764389038,-0.007682380732148886,-0.5441070795059204,0.9111109972000122,0.7077568769454956,0.5737910866737366
11,-0.36732539534568787,0.4000968337059021,0.757182240486145,-0.2254040241241455,-0.6454784870147705,-0.8545144200325012,0.8105930089950562,-0.26329436898231506,-0.18140658736228943,0.6502110958099365,0.9641833901405334,-0.2426067590713501,-0.38208717107772827,0.8551995158195496,0.6108860969543457,0.5903720855712891
12,-0.2608691155910492,0.16852335631847382,0.8403439521789551,-0.22870886325836182,-0.582090437412262,-0.8240823149681091,0.8577209711074829,-0.20725548267364502,0.032126571983098984,0.6634787321090698,0.9562091827392578,-0.4108508825302124,-0.3465559780597687,0.878979504108429,0.5256731510162354,0.5610901117324829
13,-0.2432626634836197,-0.07537608593702316,0.9140831232070923,-0.3046221435070038,-0.5962744951248169,-0.7722728252410889,0.9136240482330322,-0.1349204182624817,0.1700262427330017,0.7717880010604858,0.9317812323570251,-0.7155352830886841,-0.22587701678276062,0.9273027181625366,0.4120204448699951,0.508622944355011
14,-0.21543268859386444,-0.14543038606643677,0.9370700716972351,-0.42724859714508057,-0.5833114385604858,-0.7678827047348022,0.9314473271369934,-0.03310281038284302,0.22442452609539032,0.8641886115074158,0.9176712036132812,-0.8395419716835022,0.03604209050536156,0.9337689876556396,0.4235212802886963,0.41871705651283264
15,-0.1733350306749344,-0.18248026072978973,0.9531713128089905,-0.5560579895973206,-0.5381637811660767,-0.7483228445053101,0.9360151290893555,0.07051834464073181,0.3699067533016205,0.9258009791374207,0.9000837802886963,-0.9150123000144958,0.30997902154922485,0.9379532337188721,0.4050140380859375,0.3061630129814148
16,-0.04210324212908745,-0.3432534635066986,0.966423511505127,-0.47703254222869873,-0.513617992401123,-0.8225225210189819,0.9541754722595215,0.14061523973941803,0.47146233916282654,0.9489070177078247,0.9257888197898865,-0.9462597966194153,0.5170181393623352,0.936855137348175,0.47928154468536377,0.2525077760219574
17,0.2951622009277344,-0.5975886583328247,0.980503261089325,-0.17964714765548706,-0.45244356989860535,-0.8854820132255554,0.9673514366149902,0.16158628463745117,0.5628923177719116,0.9532327651977539,0.9566556215286255,-0.953357458114624,0.5778056383132935,0.9521735906600952,0.5622844099998474,0.1972292959690094
18,0.5202762484550476,-0.7834340333938599,0.9883391261100769,0.12726031243801117,-0.39928901195526123,-0.9222927689552307,0.9729344844818115,0.17320045828819275,0.6503441333770752,0.9556257128715515,0.9744845628738403,-0.9595706462860107,0.6264592409133911,0.9659755825996399,0.5980587005615234,0.12156230211257935
19,0.40304937958717346,-0.8449755907058716,0.9874575734138489,0.14607194066047668,-0.27854615449905396,-0.942581295967102,0.975298285484314,0.2838844060897827,0.6476022005081177,0.9501262903213501,0.9788625240325928,-0.967998743057251,0.7314536571502686,0.955671489238739,0.6049094200134277,0.03318636119365692
20,0.44365933537483215,-0.8542366027832031,0.9817465543746948,0.3101838529109955,-0.19758902490139008,-0.9674428701400757,0.9742851257324219,0.33075201511383057,0.7393864393234253,0.9476481676101685,0.9843766689300537,-0.9752500653266907,0.8331259489059448,0.9561671614646912,0.6376408934593201,-0.04305994510650635
21,0.31176772713661194,-0.8644554018974304,0.9673828482627869,0.4709632694721222,-0.17698760330677032,-0.9792685508728027,0.9678417444229126,0.33298686146736145,0.7707823514938354,0.9032673239707947,0.9845502376556396,-0.9624882340431213,0.8850337266921997,0.95207279920578,0.6486337184906006,-0.05720220506191254
22,-0.14781954884529114,-0.743025541305542,0.9001991152763367,0.478998601436615,-0.3777555227279663,-0.9835011959075928,0.946056604385376,0.2312144637107849,0.8351324796676636,0.8169460892677307,0.981933057308197,-0.9356287121772766,0.9131845831871033,0.9353668689727783,0.6982070803642273,-0.02012474276125431
23,-0.26451441645622253,-0.6385482549667358,0.7831459045410156,0.4427641034126282,-0.42731988430023193,-0.9783735871315002,0.8558179140090942,0.1916624754667282,0.8971184492111206,0.7297986745834351,0.9815270900726318,-0.890569269657135,0.9114009737968445,0.8966917395591736,0.7566668391227722,-0.06746693700551987
24,-0.15528647601604462,-0.5677568316459656,0.6370762586593628,0.6490216851234436,-0.4518733322620392,-0.9796639084815979,0.5517724752426147,0.12170109152793884,0.8938809037208557,0.5297056436538696,0.9848113656044006,-0.6725772619247437,0.9075826406478882,0.8663061857223511,0.612393856048584,-0.06133946403861046
25,0.022635765373706818,-0.47679656744003296,0.5605838298797607,0.6020405292510986,-0.37132710218429565,-0.9713072180747986,0.2763667106628418,0.16162171959877014,0.8643593788146973,0.3668569326400757,0.9782397747039795,-0.44248297810554504,0.8869441151618958,0.8301676511764526,0.570896565914154,-0.06218742951750755
26,-0.04145408794283867,-0.3370381295681,0.3828491270542145,0.5631340742111206,-0.40181541442871094,-0.967866837978363,-0.11178147792816162,0.179594948887825,0.8339925408363342,0.2683908939361572,0.9754464626312256,-0.15951493382453918,0.8980715870857239,0.7527578473091125,0.41711580753326416,-0.11784947663545609
27,-0.03137184679508209,-0.09900019317865372,-0.04073605313897133,0.40235617756843567,-0.341839075088501,-0.9442976117134094,-0.5920446515083313,0.257490336894989,0.773349940776825,0.2895870506763458,0.9604195356369019,0.0842050164937973,0.9010981917381287,0.6025577783584595,0.17248845100402832,-0.1866249293088913
28,0.10839734226465225,-0.061595089733600616,-0.28549134731292725,0.1937204748392105,-0.2023743987083435,-0.8788626790046692,-0.7760713696479797,0.36052843928337097,0.6782200336456299,0.305767685174942,0.9223031401634216,0.1919735074043274,0.8776842355728149,0.4871958792209625,0.10970784723758698,-0.2058534026145935
