step,actions_0,actions_1,actions_2,actions_3,actions_4,actions_5,actions_6,actions_7,actions_8,actions_9,actions_10,actions_11,actions_12,actions_13,actions_14,actions_15
0,-0.7081208229064941,-0.9755160808563232,0.8085546493530273,0.9747728705406189,0.9010257720947266,-0.9948911070823669,-0.3272627592086792,0.858817458152771,0.018524672836065292,0.4868033230304718,-0.7163965106010437,-0.7226020097732544,0.678873598575592,0.9822536706924438,0.6680291891098022,0.2628326714038849
1,-0.5511623620986938,-0.9293792247772217,0.6298280954360962,0.986094057559967,0.7917938232421875,-0.9952084422111511,-0.06808460503816605,0.8016949892044067,0.48902076482772827,0.39618435502052307,-0.44205740094184875,-0.8189423680305481,0.7191643714904785,0.9926515817642212,0.8520340323448181,0.5365588068962097
2,-0.16639865934848785,-0.8051798343658447,0.7059308290481567,0.9932693839073181,0.7184532880783081,-0.9965372085571289,-0.1293041706085205,0.6867843866348267,0.5456821322441101,0.19302192330360413,-0.16397929191589355,-0.6969767808914185,0.49300649762153625,0.996163547039032,0.8729444742202759,0.47016578912734985
3,-0.21128247678279877,-0.6409991979598999,0.43977090716362,0.9897980093955994,0.6781571507453918,-0.9919309020042419,-0.2669100761413574,0.6648732423782349,0.5863715410232544,0.19678087532520294,-0.22350521385669708,-0.5136680603027344,0.34673982858657837,0.993304431438446,0.8531586527824402,0.42954400181770325
4,-0.25576138496398926,-0.39829221367836,0.1443389505147934,0.9838821291923523,0.7244073152542114,-0.988307535648346,-0.42425277829170227,0.6368801593780518,0.5595169067382812,0.324379026889801,-0.40639984607696533,-0.4914392828941345,0.18234750628471375,0.9915837645530701,0.8362231850624084,0.38359078764915466
5,-0.39304643869400024,0.03145979344844818,-0.33558017015457153,0.9723120331764221,0.7439424991607666,-0.9856750965118408,-0.42341652512550354,0.6060359477996826,0.527184784412384,0.484153687953949,-0.56788170337677,-0.5266761779785156,0.12968376278877258,0.9896482229232788,0.7857937216758728,0.34695056080818176
6,-0.5416722297668457,0.6882109642028809,-0.7099901437759399,0.9325900077819824,0.647984504699707,-0.9826650619506836,-0.29324567317962646,0.5820116400718689,0.3828776180744171,0.6580901145935059,-0.7045118808746338,-0.5810425281524658,0.18693073093891144,0.9807385206222534,0.7780826091766357,0.3338012099266052
7,-0.6272633075714111,0.9321104884147644,-0.8634593486785889,0.8353304266929626,0.38257667422294617,-0.9743317365646362,-0.3104586899280548,0.5685310959815979,0.2567938566207886,0.7656427025794983,-0.6981173753738403,-0.5505830645561218,0.32084667682647705,0.9555687308311462,0.8056157231330872,0.3049035966396332
8,-0.6874942779541016,0.9861196279525757,-0.9397508502006531,0.699185311794281,0.11772707849740982,-0.9715233445167542,-0.47818413376808167,0.5519288778305054,0.18578027188777924,0.8694784045219421,-0.6599711179733276,-0.586544930934906,0.4282739758491516,0.917076826095581,0.8187837600708008,0.24497683346271515
9,-0.6810516119003296,0.9967800378799438,-0.9649537801742554,0.5849320888519287,-0.18248072266578674,-0.960131049156189,-0.7534846067428589,0.42863893508911133,0.019572142511606216,0.9074742794036865,-0.6368938684463501,-0.4988361597061157,0.29952186346054077,0.8415641188621521,0.7787966728210449,0.13879917562007904
10,-0.7414325475692749,0.9991598129272461,-0.9784475564956665,0.3997723460197449,-0.4258258044719696,-0.9466017484664917,-0.9128469824790955,0.2625197470188141,0.1884831339120865,0.9323868751525879,-0.45928484201431274,-0.3149493634700775,0.3203815221786499,0.6150709390640259,0.7436619997024536,0.019429204985499382
