step,obs/extra/pushpoint_right_from_bimanual_center_0,obs/extra/pushpoint_right_from_bimanual_center_1,obs/extra/pushpoint_right_from_bimanual_center_2
0,0.3544236719608307,0.15995949506759644,-0.031000185757875443
1,0.3544236719608307,0.15995950996875763,-0.031000155955553055
2,0.3544237017631531,0.15995949506759644,-0.03100016713142395
3,0.3544236719608307,0.15995950996875763,-0.031000178307294846
4,0.3544237017631531,0.15995950996875763,-0.03100019320845604
5,0.3544236719608307,0.15995950996875763,-0.031000182032585144
6,0.3544236719608307,0.15995949506759644,-0.031000159680843353
7,0.3544237017631531,0.15995950996875763,-0.03100016713142395
8,0.3544237017631531,0.15995950996875763,-0.03100019320845604
9,0.3544236719608307,0.15995950996875763,-0.031000182032585144
10,0.3544236719608307,0.15995949506759644,-0.031000159680843353
11,0.3544237017631531,0.15995950996875763,-0.03100016713142395
12,0.3544237017631531,0.15995950996875763,-0.03100018948316574
13,0.3544236719608307,0.15995950996875763,-0.031000182032585144
14,0.3544236719608307,0.15995949506759644,-0.031000159680843353
15,0.3544237017631531,0.15995950996875763,-0.03100016713142395
16,0.3544237017631531,0.15995950996875763,-0.03100019320845604
17,0.3544236719608307,0.15995950996875763,-0.031000182032585144
18,0.3544236719608307,0.15995949506759644,-0.031000155955553055
19,0.3544237017631531,0.15995950996875763,-0.03100016713142395
20,0.3544237017631531,0.15995950996875763,-0.03100018948316574
21,0.3544236719608307,0.15995950996875763,-0.031000182032585144
22,0.3544236719608307,0.15995949506759644,-0.031000155955553055
23,0.3544237017631531,0.15995950996875763,-0.03100016713142395
24,0.3544237017631531,0.15995950996875763,-0.03100018948316574
25,0.3544236719608307,0.15995950996875763,-0.031000182032585144
26,0.3544236719608307,0.15995949506759644,-0.031000155955553055
27,0.3544237017631531,0.15995950996875763,-0.03100016713142395
28,0.3544237017631531,0.15995950996875763,-0.03100018948316574
29,0.3544236719608307,0.15995950996875763,-0.031000182032585144
30,0.3544236719608307,0.15995949506759644,-0.031000155955553055
