step,mesured_q_0,mesured_q_1,mesured_q_2,mesured_q_3,mesured_q_4,mesured_q_5,mesured_q_6,mesured_q_7,mesured_q_8,mesured_q_9,mesured_q_10,mesured_q_11,mesured_q_12,mesured_q_13,mesured_q_14,mesured_q_15
0,0.45495113730430603,-0.5662297010421753,0.07092370837926865,0.4681040942668915,0.09873023629188538,0.7921513319015503,0.18861360847949982,0.7310894727706909,0.5107669830322266,-0.6001525521278381,-0.42787545919418335,1.0980751514434814,0.029782434925436974,1.736624836921692,0.4776366055011749,0.731387734413147
1,0.42416083812713623,-0.5358774662017822,0.04098529741168022,0.44435080885887146,0.06904157251119614,0.7714370489120483,0.17390590906143188,0.731080949306488,0.5416895151138306,-0.5700512528419495,-0.3974979519844055,1.0710166692733765,0.05945170298218727,1.7221983671188354,0.4526999592781067,0.7313194870948792
2,0.3937681019306183,-0.5057151317596436,0.011265313252806664,0.4182368814945221,0.0397026464343071,0.7557540535926819,0.15365499258041382,0.7310919761657715,0.5718457102775574,-0.540424108505249,-0.3685838580131531,1.0444129705429077,0.08905632048845291,1.710814356803894,0.42608487606048584,0.7313215732574463
3,0.36325085163116455,-0.4755818545818329,-0.01814478076994419,0.39120566844940186,0.010786968283355236,0.7397956848144531,0.1317615956068039,0.731063187122345,0.6021466851234436,-0.5103979110717773,-0.3406199812889099,1.016627311706543,0.11875897645950317,1.6997649669647217,0.3982192873954773,0.7313135862350464
4,0.3328171372413635,-0.44762006402015686,-0.045773833990097046,0.3647228479385376,-0.0159243606030941,0.7200970649719238,0.10905805230140686,0.7310291528701782,0.6325244307518005,-0.4801127016544342,-0.31330543756484985,0.9881315231323242,0.14849597215652466,1.693286418914795,0.37051987648010254,0.7313175797462463
5,0.3021813631057739,-0.4352545738220215,-0.06391188502311707,0.337975412607193,-0.03792892396450043,0.7007349729537964,0.08680831640958786,0.7310125827789307,0.6629394888877869,-0.4496724009513855,-0.2854069173336029,0.9592135548591614,0.178233340382576,1.6875114440917969,0.3429982662200928,0.7313180565834045
6,0.27244850993156433,-0.44394323229789734,-0.07798143476247787,0.3141205608844757,-0.04678894579410553,0.6818212866783142,0.07007546722888947,0.7309705018997192,0.693414568901062,-0.4192514419555664,-0.25650396943092346,0.9299153685569763,0.20796290040016174,1.6884740591049194,0.31818127632141113,0.731339156627655
7,0.24423299729824066,-0.448159784078598,-0.09812969714403152,0.2921750843524933,-0.036341868340969086,0.667285144329071,0.05824169144034386,0.7308441996574402,0.7242104411125183,-0.38896024227142334,-0.2273571640253067,0.900354266166687,0.23770266771316528,1.6857949495315552,0.30251947045326233,0.7313294410705566
8,0.2330949306488037,-0.4606820046901703,-0.12093709409236908,0.2763364017009735,-0.011459882371127605,0.6602174639701843,0.05561850965023041,0.7307676076889038,0.7549103498458862,-0.36020490527153015,-0.19740603864192963,0.8715603351593018,0.26739615201950073,1.682983160018921,0.3083270490169525,0.7313397526741028
9,0.24544326961040497,-0.4662574827671051,-0.14620812237262726,0.2624891400337219,0.01388454344123602,0.6580261588096619,0.06886052340269089,0.7307921051979065,0.7856720089912415,-0.3358713388442993,-0.16723915934562683,0.8437556028366089,0.2970437705516815,1.6817173957824707,0.31804853677749634,0.7313379049301147
10,0.2703172266483307,-0.4690086245536804,-0.17387786507606506,0.2564355731010437,0.03509813919663429,0.6641044020652771,0.07266518473625183,0.7308592796325684,0.8162935972213745,-0.3183603882789612,-0.13693304359912872,0.8172016739845276,0.3267201781272888,1.6802877187728882,0.3227839469909668,0.7313207387924194
11,0.2992289066314697,-0.47417593002319336,-0.20214693248271942,0.25930818915367126,0.05503490939736366,0.6669832468032837,0.07223092764616013,0.730884313583374,0.8447083234786987,-0.3035775125026703,-0.1065429225564003,0.7929116487503052,0.3564346134662628,1.6843147277832031,0.3106940686702728,0.7312716841697693
12,0.3285692036151886,-0.47541114687919617,-0.23008911311626434,0.25977686047554016,0.07033530622720718,0.6758535504341125,0.06504987180233002,0.7309650778770447,0.8673206567764282,-0.2951107621192932,-0.07584379613399506,0.7712543606758118,0.38617920875549316,1.6898404359817505,0.28990137577056885,0.7311562895774841
13,0.3578922152519226,-0.48175498843193054,-0.2584005296230316,0.24988676607608795,0.08368449658155441,0.6926339864730835,0.05197057127952576,0.7309730052947998,0.883876621723175,-0.2891596555709839,-0.04536587744951248,0.7479890584945679,0.4159843325614929,1.6882350444793701,0.2692543864250183,0.7311208248138428
14,0.3871844410896301,-0.49123385548591614,-0.28722620010375977,0.24198675155639648,0.09743470698595047,0.7098510265350342,0.039949942380189896,0.7309253811836243,0.8991938829421997,-0.28453168272972107,-0.01535883080214262,0.7229745388031006,0.4457266628742218,1.6869559288024902,0.2504677176475525,0.7311177253723145
15,0.41561970114707947,-0.5052273869514465,-0.3161728084087372,0.23050366342067719,0.1113893911242485,0.7301186919212341,0.02768705040216446,0.7309098839759827,0.9118731617927551,-0.2851358950138092,0.01444865483790636,0.6968291401863098,0.4754638671875,1.691131353378296,0.23478074371814728,0.7310984134674072
16,0.443903386592865,-0.5263271331787109,-0.34546276926994324,0.2206004112958908,0.1368766576051712,0.7451115250587463,0.01233141403645277,0.7307631969451904,0.9299736022949219,-0.2880103886127472,0.04304878041148186,0.6700002551078796,0.5051350593566895,1.7029621601104736,0.22495929896831512,0.7311434745788574
17,0.4709511995315552,-0.5504619479179382,-0.3745899796485901,0.21120427548885345,0.16521678864955902,0.7490560412406921,-0.0075962841510772705,0.7307255268096924,0.9536750912666321,-0.2992596924304962,0.07099582254886627,0.6433860063552856,0.5347551703453064,1.7182830572128296,0.21997177600860596,0.731160044670105
18,0.49320632219314575,-0.5756860375404358,-0.4031042754650116,0.1945098340511322,0.19066496193408966,0.7620499134063721,-0.031104471534490585,0.7307390570640564,0.9645308256149292,-0.31610119342803955,0.09334908425807953,0.6185405850410461,0.5641357898712158,1.7318073511123657,0.20926401019096375,0.7310193777084351
19,0.5134252309799194,-0.6036849021911621,-0.4294573664665222,0.1738877147436142,0.2077512890100479,0.7854492664337158,-0.052177395671606064,0.730761706829071,0.9472101926803589,-0.33897313475608826,0.11148424446582794,0.6040927171707153,0.5906318426132202,1.7376126050949097,0.19381825625896454,0.7307723760604858
20,0.5370014309883118,-0.6326549649238586,-0.45245346426963806,0.15545654296875,0.21769076585769653,0.8093892931938171,-0.06860999017953873,0.7308303713798523,0.9200254678726196,-0.3658323884010315,0.12070972472429276,0.6073160767555237,0.5988619923591614,1.7499796152114868,0.17435218393802643,0.7308230996131897
21,0.564083993434906,-0.6617032289505005,-0.47109779715538025,0.14094701409339905,0.2271030694246292,0.8313243985176086,-0.08076027780771255,0.7308754324913025,0.8914943337440491,-0.3945894241333008,0.1189166009426117,0.6155498623847961,0.587213933467865,1.7715669870376587,0.15651839971542358,0.730900764465332
22,0.5926785469055176,-0.6904369592666626,-0.4804600775241852,0.13335669040679932,0.23107624053955078,0.8484722375869751,-0.08067387342453003,0.7309913039207458,0.8624600768089294,-0.4238612949848175,0.11563073098659515,0.6293466687202454,0.5681880712509155,1.794616460800171,0.14095538854599,0.7309734225273132
23,0.6207846999168396,-0.7191776037216187,-0.48400306701660156,0.12108862400054932,0.23080968856811523,0.8615223169326782,-0.06979144364595413,0.730993926525116,0.834286093711853,-0.453659325838089,0.10395818948745728,0.6419664621353149,0.5491929054260254,1.8173856735229492,0.1272924542427063,0.7309015989303589
24,0.6492218375205994,-0.7474437952041626,-0.4845387935638428,0.11562241613864899,0.23111818730831146,0.8646664023399353,-0.054191332310438156,0.7310039401054382,0.8062016367912292,-0.4834420084953308,0.09609000384807587,0.6538035869598389,0.5334692001342773,1.8388633728027344,0.11210715770721436,0.7309442758560181
25,0.6766206622123718,-0.775238037109375,-0.48274290561676025,0.11068227142095566,0.23369847238063812,0.8601177930831909,-0.03680012375116348,0.7310000061988831,0.7797666192054749,-0.5130183696746826,0.08690030127763748,0.6672989726066589,0.5212810039520264,1.8601983785629272,0.09681498259305954,0.7309169769287109
26,0.7034903764724731,-0.8012070059776306,-0.4784015417098999,0.10389667749404907,0.2423863708972931,0.8494776487350464,-0.021137937903404236,0.7309777140617371,0.7546131014823914,-0.5425653457641602,0.07972843199968338,0.6825533509254456,0.5135566592216492,1.8812260627746582,0.08167951554059982,0.7309330701828003
27,0.7293076515197754,-0.8251777291297913,-0.47491270303726196,0.09508088231086731,0.2539770007133484,0.8390415906906128,-0.007766203489154577,0.7309472560882568,0.7286470532417297,-0.5719109773635864,0.07153450697660446,0.7019624710083008,0.5094733834266663,1.9040131568908691,0.06709679216146469,0.7309067845344543
28,0.7548609375953674,-0.8466800451278687,-0.47159674763679504,0.08428514748811722,0.26614612340927124,0.8279213905334473,0.004443466197699308,0.7309531569480896,0.7026336193084717,-0.6014543175697327,0.06796607375144958,0.7232854962348938,0.507258415222168,1.9277070760726929,0.05462073162198067,0.7309629917144775
29,0.7807595729827881,-0.8656426072120667,-0.46669477224349976,0.07347641885280609,0.2773471176624298,0.8175640106201172,0.015650376677513123,0.7309900522232056,0.6767851710319519,-0.6309154629707336,0.06268887966871262,0.744504451751709,0.505839467048645,1.9527846574783325,0.04320075362920761,0.7309467196464539
30,0.8065486550331116,-0.8844513893127441,-0.4589213728904724,0.0661877691745758,0.2866441309452057,0.8065673112869263,0.026430411264300346,0.7309904098510742,0.6509462594985962,-0.6602168679237366,0.05741208419203758,0.7647718191146851,0.5056527853012085,1.9784828424453735,0.031345173716545105,0.7309545874595642
31,0.833026647567749,-0.9039402604103088,-0.4502343237400055,0.06500047445297241,0.29453030228614807,0.7949349880218506,0.03789113089442253,0.7309906482696533,0.625240683555603,-0.6892059445381165,0.05267748609185219,0.7848079204559326,0.5068621635437012,2.004481315612793,0.019415805116295815,0.7309637069702148
32,0.8597186207771301,-0.9255079030990601,-0.441858172416687,0.06472236663103104,0.306445837020874,0.7836614847183228,0.04786946251988411,0.7309659123420715,0.5996489524841309,-0.7177891135215759,0.046665824949741364,0.8046387434005737,0.5108077526092529,2.0305280685424805,0.009384235367178917,0.7309463620185852
33,0.8860849738121033,-0.9488521218299866,-0.4346744418144226,0.06227964162826538,0.3222055733203888,0.7736427783966064,0.054404035210609436,0.7309327125549316,0.5742418169975281,-0.7458257079124451,0.03875794634222984,0.82450270652771,0.517982006072998,2.056252956390381,0.003111280035227537,0.7309233546257019
